"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_pri_geoth_heat","conversion_factor_sec_elec"
185,"DK",2050,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
186,"DK",2060,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
187,"DK",2070,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
188,"FR",2020,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
189,"FR",2021,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
190,"FR",2024,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
191,"FR",2027,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
192,"FR",2030,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
193,"FR",2035,"pow_geothermal_orc_1",0.0,9.4,0.0,100510.0,3123300.64,0.11638,0.0,0.0,0.0,25,"","v1","","","",10.0,1.0
194,"FR",2040,"pow_geothermal_orc_1",0.0,9.4,0.0,100510.0,3123300.64,0.11638,0.0,0.0,0.0,25,"","v1","","","",10.0,1.0
195,"FR",2045,"pow_geothermal_orc_1",0.0,9.4,0.0,100510.0,3123300.64,0.11638,0.0,0.0,0.0,25,"","v1","","","",10.0,1.0
196,"FR",2050,"pow_geothermal_orc_1",0.0,9.4,0.0,100510.0,3123300.64,0.11638,0.0,0.0,0.0,25,"","v1","","","",10.0,1.0
197,"FR",2060,"pow_geothermal_orc_1",0.0,9.4,0.0,100510.0,3123300.64,0.11638,0.0,0.0,0.0,25,"","v1","","","",10.0,1.0
198,"FR",2070,"pow_geothermal_orc_1",0.0,9.4,0.0,100510.0,3123300.64,0.11638,0.0,0.0,0.0,25,"","v1","","","",10.0,1.0
199,"HU",2020,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
200,"HU",2021,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
201,"HU",2024,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
202,"HU",2027,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
203,"HU",2030,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
204,"HU",2035,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
205,"HU",2040,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
206,"HU",2045,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
207,"HU",2050,"pow_geothermal_orc_1",0.0,3.35,0.0,97336.0,3062455.06,0.11638,0.0,0.0,0.0,30,"","v1","","","",10.0,1.0
208,"HU",2060,"pow_geothermal_orc_1",0.0,3.35,0.0,97336.0,3062455.06,0.11638,0.0,0.0,0.0,30,"","v1","","","",10.0,1.0
209,"HU",2070,"pow_geothermal_orc_1",0.0,3.35,0.0,97336.0,3062455.06,0.11638,0.0,0.0,0.0,30,"","v1","","","",10.0,1.0
210,"IS",2020,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
211,"IS",2021,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
212,"IS",2024,"pow_geothermal_orc_1",0.0,8.4,0.0,100510.0,3312598.0,0.11638,0.0,0.0,0.0,34,"","v1","","","",10.0,1.0
213,"IS",2027,"pow_geothermal_orc_1",0.0,10.4,0.0,100510.0,3294396.33076923,0.11638,0.0,0.0,0.0,34,"","v1","","","",10.0,1.0
214,"IS",2030,"pow_geothermal_orc_1",0.0,10.4,0.0,100510.0,3294396.33076923,0.11638,0.0,0.0,0.0,34,"","v1","","","",10.0,1.0
215,"IS",2035,"pow_geothermal_orc_1",0.0,10.4,0.0,100510.0,3294396.33076923,0.11638,0.0,0.0,0.0,34,"","v1","","","",10.0,1.0
216,"IS",2040,"pow_geothermal_orc_1",0.0,100.4,0.0,99087.390438247,3122842.74940239,0.11638,0.0,0.0,0.0,34,"","v1","","","",10.0,1.0
217,"IS",2045,"pow_geothermal_orc_1",0.0,100.4,0.0,99087.390438247,3122842.74940239,0.11638,0.0,0.0,0.0,34,"","v1","","","",10.0,1.0
218,"IS",2050,"pow_geothermal_orc_1",0.0,100.4,0.0,99087.390438247,3122842.74940239,0.11638,0.0,0.0,0.0,34,"","v1","","","",10.0,1.0
219,"IS",2060,"pow_geothermal_orc_1",0.0,100.4,0.0,98684.463190184,3104283.80398773,0.11638,0.0,0.0,0.0,34,"","v1","","","",10.0,1.0
220,"IS",2070,"pow_geothermal_orc_1",0.0,100.4,0.0,98684.463190184,3104283.80398773,0.11638,0.0,0.0,0.0,34,"","v1","","","",10.0,1.0
221,"IS",2020,"pow_geothermal_st_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
222,"IS",2021,"pow_geothermal_st_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
223,"IS",2024,"pow_geothermal_st_1",0.0,71.0,0.0,100510.0,3312598.0,0.11638,0.0,0.0,0.0,26,"","v1","","","",10.0,1.0
224,"IS",2027,"pow_geothermal_st_1",0.0,71.0,0.0,100510.0,3312598.0,0.11638,0.0,0.0,0.0,26,"","v1","","","",10.0,1.0
225,"IS",2030,"pow_geothermal_st_1",0.0,71.0,0.0,100510.0,3312598.0,0.11638,0.0,0.0,0.0,26,"","v1","","","",10.0,1.0
226,"IS",2035,"pow_geothermal_st_1",0.0,364.0,0.0,100510.0,3160224.02615385,0.11638,0.0,0.0,0.0,26,"","v1","","","",10.0,1.0
227,"IS",2040,"pow_geothermal_st_1",0.0,454.0,0.0,100195.396475771,3148883.77911894,0.11638,0.0,0.0,0.0,26,"","v1","","","",10.0,1.0
228,"IS",2045,"pow_geothermal_st_1",0.0,454.0,0.0,100195.396475771,3148883.77911894,0.11638,0.0,0.0,0.0,26,"","v1","","","",10.0,1.0
229,"IS",2050,"pow_geothermal_st_1",0.0,499.0,0.0,99937.5350701403,3141089.6060521,0.11638,0.0,0.0,0.0,30,"","v1","","","",10.0,1.0
230,"IS",2060,"pow_geothermal_st_1",0.0,499.0,0.0,99937.5350701403,3141089.6060521,0.11638,0.0,0.0,0.0,30,"","v1","","","",10.0,1.0
231,"IS",2070,"pow_geothermal_st_1",0.0,499.0,0.0,99937.5350701403,3141089.6060521,0.11638,0.0,0.0,0.0,30,"","v1","","","",10.0,1.0
232,"IT",2020,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
233,"IT",2021,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
234,"IT",2024,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
235,"IT",2027,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
236,"IT",2030,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
237,"IT",2035,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
238,"IT",2040,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
239,"IT",2045,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
240,"IT",2050,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
241,"IT",2060,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
242,"IT",2070,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
243,"IT",2020,"pow_geothermal_st_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
244,"IT",2021,"pow_geothermal_st_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
245,"IT",2024,"pow_geothermal_st_1",0.0,559.3,0.0,100510.0,3312598.0,0.11638,0.0,0.0,0.0,40,"","v1","","","",9.99999999999999,1.0
246,"IT",2027,"pow_geothermal_st_1",0.0,753.8,0.0,100510.0,3288176.17954365,0.11638,0.0,0.0,0.0,40,"","v1","","","",10.0,1.0
247,"IT",2030,"pow_geothermal_st_1",0.0,833.8,0.0,100510.0,3274627.28344927,0.11638,0.0,0.0,0.0,40,"","v1","","","",10.0,1.0
248,"IT",2035,"pow_geothermal_st_1",0.0,865.8,0.0,100473.34026334,3268565.73367983,0.11638,0.0,0.0,0.0,40,"","v1","","","",10.0,1.0
249,"IT",2040,"pow_geothermal_st_1",0.0,925.8,0.0,100372.864549579,3257836.83195074,0.11638,0.0,0.0,0.0,40,"","v1","","","",10.0,1.0
250,"IT",2045,"pow_geothermal_st_1",0.0,925.8,0.0,100372.864549579,3257836.83195074,0.11638,0.0,0.0,0.0,40,"","v1","","","",10.0,1.0
251,"IT",2050,"pow_geothermal_st_1",0.0,925.8,0.0,100372.864549579,3257836.83195074,0.11638,0.0,0.0,0.0,40,"","v1","","","",10.0,1.0
252,"IT",2060,"pow_geothermal_st_1",0.0,925.8,0.0,100372.864549579,3257836.83195074,0.11638,0.0,0.0,0.0,40,"","v1","","","",10.0,1.0
253,"IT",2070,"pow_geothermal_st_1",0.0,925.8,0.0,100372.864549579,3257836.83195074,0.11638,0.0,0.0,0.0,40,"","v1","","","",10.0,1.0
254,"PT",2020,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
255,"PT",2021,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
256,"PT",2024,"pow_geothermal_orc_1",0.0,14.8,0.0,100510.0,3312598.0,0.11638,0.0,0.0,0.0,29,"","v1","","","",10.0,1.0
257,"PT",2027,"pow_geothermal_orc_1",0.0,14.8,0.0,100510.0,3312598.0,0.11638,0.0,0.0,0.0,29,"","v1","","","",10.0,1.0
258,"PT",2030,"pow_geothermal_orc_1",0.0,14.8,0.0,100510.0,3312598.0,0.11638,0.0,0.0,0.0,29,"","v1","","","",10.0,1.0
259,"PT",2035,"pow_geothermal_orc_1",0.0,14.8,0.0,100510.0,3312598.0,0.11638,0.0,0.0,0.0,29,"","v1","","","",10.0,1.0
260,"PT",2040,"pow_geothermal_orc_1",0.0,14.8,0.0,100510.0,3312598.0,0.11638,0.0,0.0,0.0,29,"","v1","","","",10.0,1.0
261,"PT",2045,"pow_geothermal_orc_1",0.0,14.8,0.0,100510.0,3312598.0,0.11638,0.0,0.0,0.0,29,"","v1","","","",10.0,1.0
262,"PT",2050,"pow_geothermal_orc_1",0.0,14.8,0.0,100510.0,3312598.0,0.11638,0.0,0.0,0.0,29,"","v1","","","",10.0,1.0
263,"PT",2060,"pow_geothermal_orc_1",0.0,14.8,0.0,100510.0,3312598.0,0.11638,0.0,0.0,0.0,29,"","v1","","","",10.0,1.0
264,"PT",2070,"pow_geothermal_orc_1",0.0,14.8,0.0,100510.0,3312598.0,0.11638,0.0,0.0,0.0,29,"","v1","","","",10.0,1.0
265,"PT",2020,"pow_geothermal_st_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
266,"PT",2021,"pow_geothermal_st_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
267,"PT",2024,"pow_geothermal_st_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
268,"PT",2027,"pow_geothermal_st_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
269,"PT",2030,"pow_geothermal_st_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
270,"PT",2035,"pow_geothermal_st_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
271,"PT",2040,"pow_geothermal_st_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
272,"PT",2045,"pow_geothermal_st_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
273,"PT",2050,"pow_geothermal_st_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
274,"PT",2060,"pow_geothermal_st_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
275,"PT",2070,"pow_geothermal_st_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
276,"RO",2020,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
277,"RO",2021,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
278,"RO",2024,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
279,"RO",2027,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
280,"RO",2030,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
281,"RO",2035,"pow_geothermal_orc_1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0
282,"RO",2040,"pow_geothermal_orc_1",0.0,0.05,0.0,98923.0,3103018.78,0.11638,0.0,0.0,0.0,25,"","v1","","","",10.0,1.0
283,"RO",2045,"pow_geothermal_orc_1",0.0,0.05,0.0,98923.0,3103018.78,0.11638,0.0,0.0,0.0,25,"","v1","","","",10.0,1.0
284,"RO",2050,"pow_geothermal_orc_1",0.0,0.05,0.0,98923.0,3103018.78,0.11638,0.0,0.0,0.0,25,"","v1","","","",10.0,1.0
285,"RO",2060,"pow_geothermal_orc_1",0.0,0.05,0.0,98923.0,3103018.78,0.11638,0.0,0.0,0.0,25,"","v1","","","",10.0,1.0
286,"RO",2070,"pow_geothermal_orc_1",0.0,0.05,0.0,98923.0,3103018.78,0.11638,0.0,0.0,0.0,25,"","v1","","","",10.0,1.0
