"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","cb_coefficient","cv_coefficient","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_sec_biogas","conversion_factor_sec_elec","conversion_factor_sec_heat_low","ef_sec_biogas_emi_co2_f_pow"
119,"ES",2050,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
120,"ES",2060,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
121,"ES",2070,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
122,"FR",2020,"pow_combustion_gt_chp_biogas_03",0.858,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.sec_biogas"
123,"FR",2021,"pow_combustion_gt_chp_biogas_03",0.858,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.sec_biogas"
124,"FR",2024,"pow_combustion_gt_chp_biogas_03",0.858,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.sec_biogas"
125,"FR",2027,"pow_combustion_gt_chp_biogas_03",0.858,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.sec_biogas"
126,"FR",2030,"pow_combustion_gt_chp_biogas_03",0.858,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.sec_biogas"
127,"FR",2035,"pow_combustion_gt_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
128,"FR",2040,"pow_combustion_gt_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
129,"FR",2045,"pow_combustion_gt_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
130,"FR",2050,"pow_combustion_gt_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
131,"FR",2060,"pow_combustion_gt_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
132,"FR",2070,"pow_combustion_gt_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
133,"FR",2020,"pow_combustion_ic_chp_biogas_03",9.818,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
134,"FR",2021,"pow_combustion_ic_chp_biogas_03",9.818,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
135,"FR",2024,"pow_combustion_ic_chp_biogas_03",5.667,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
136,"FR",2027,"pow_combustion_ic_chp_biogas_03",5.667,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
137,"FR",2030,"pow_combustion_ic_chp_biogas_03",3.909,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
138,"FR",2035,"pow_combustion_ic_chp_biogas_03",1.893,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
139,"FR",2040,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
140,"FR",2045,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
141,"FR",2050,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
142,"FR",2060,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
143,"FR",2070,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
144,"GB",2020,"pow_combustion_ic_chp_biogas_03",96.239,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
145,"GB",2021,"pow_combustion_ic_chp_biogas_03",96.239,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
146,"GB",2024,"pow_combustion_ic_chp_biogas_03",95.949,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
147,"GB",2027,"pow_combustion_ic_chp_biogas_03",95.755,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
148,"GB",2030,"pow_combustion_ic_chp_biogas_03",92.905,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
149,"GB",2035,"pow_combustion_ic_chp_biogas_03",72.103,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
150,"GB",2040,"pow_combustion_ic_chp_biogas_03",0.5,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
151,"GB",2045,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
152,"GB",2050,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
153,"GB",2060,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
154,"GB",2070,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
155,"GB",2020,"pow_combustion_st_chp_biogas_01",5.5,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,1.0,1.0,"global_emission_factors.sec_biogas"
156,"GB",2021,"pow_combustion_st_chp_biogas_01",5.5,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,1.0,1.0,"global_emission_factors.sec_biogas"
157,"GB",2024,"pow_combustion_st_chp_biogas_01",5.5,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,1.0,1.0,"global_emission_factors.sec_biogas"
158,"GB",2027,"pow_combustion_st_chp_biogas_01",3.0,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,1.0,1.0,"global_emission_factors.sec_biogas"
159,"GB",2030,"pow_combustion_st_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
160,"GB",2035,"pow_combustion_st_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
161,"GB",2040,"pow_combustion_st_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
162,"GB",2045,"pow_combustion_st_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
163,"GB",2050,"pow_combustion_st_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
164,"GB",2060,"pow_combustion_st_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
165,"GB",2070,"pow_combustion_st_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
166,"GR",2020,"pow_combustion_ic_chp_biogas_03",1.91,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
167,"GR",2021,"pow_combustion_ic_chp_biogas_03",1.91,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
168,"GR",2024,"pow_combustion_ic_chp_biogas_03",1.91,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
169,"GR",2027,"pow_combustion_ic_chp_biogas_03",1.91,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
170,"GR",2030,"pow_combustion_ic_chp_biogas_03",0.75,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
171,"GR",2035,"pow_combustion_ic_chp_biogas_03",0.75,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
172,"GR",2040,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
173,"GR",2045,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
174,"GR",2050,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
175,"GR",2060,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
176,"GR",2070,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
177,"HR",2020,"pow_combustion_ic_chp_biogas_03",2.998,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
178,"HR",2021,"pow_combustion_ic_chp_biogas_03",2.998,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
179,"HR",2024,"pow_combustion_ic_chp_biogas_03",2.998,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
180,"HR",2027,"pow_combustion_ic_chp_biogas_03",2.998,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
181,"HR",2030,"pow_combustion_ic_chp_biogas_03",2.998,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
182,"HR",2035,"pow_combustion_ic_chp_biogas_03",2.998,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
183,"HR",2040,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
184,"HR",2045,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
185,"HR",2050,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
186,"HR",2060,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
187,"HR",2070,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
188,"HU",2020,"pow_combustion_ic_chp_biogas_03",10.216,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
189,"HU",2021,"pow_combustion_ic_chp_biogas_03",10.216,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
190,"HU",2024,"pow_combustion_ic_chp_biogas_03",10.216,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
191,"HU",2027,"pow_combustion_ic_chp_biogas_03",10.216,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
192,"HU",2030,"pow_combustion_ic_chp_biogas_03",8.472,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
193,"HU",2035,"pow_combustion_ic_chp_biogas_03",5.4,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
194,"HU",2040,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
195,"HU",2045,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
196,"HU",2050,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
197,"HU",2060,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
198,"HU",2070,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
199,"IE",2020,"pow_combustion_ic_chp_biogas_03",1.841,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
200,"IE",2021,"pow_combustion_ic_chp_biogas_03",1.841,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
201,"IE",2024,"pow_combustion_ic_chp_biogas_03",1.756,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
202,"IE",2027,"pow_combustion_ic_chp_biogas_03",1.756,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
203,"IE",2030,"pow_combustion_ic_chp_biogas_03",1.756,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
204,"IE",2035,"pow_combustion_ic_chp_biogas_03",1.756,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
205,"IE",2040,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
206,"IE",2045,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
207,"IE",2050,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
208,"IE",2060,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
209,"IE",2070,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
210,"IT",2020,"pow_combustion_gt_chp_biogas_03",0.075,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.sec_biogas"
211,"IT",2021,"pow_combustion_gt_chp_biogas_03",0.075,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.sec_biogas"
212,"IT",2024,"pow_combustion_gt_chp_biogas_03",0.075,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.sec_biogas"
213,"IT",2027,"pow_combustion_gt_chp_biogas_03",0.075,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.sec_biogas"
214,"IT",2030,"pow_combustion_gt_chp_biogas_03",0.075,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.sec_biogas"
215,"IT",2035,"pow_combustion_gt_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
216,"IT",2040,"pow_combustion_gt_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
217,"IT",2045,"pow_combustion_gt_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
218,"IT",2050,"pow_combustion_gt_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
219,"IT",2060,"pow_combustion_gt_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
220,"IT",2070,"pow_combustion_gt_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
221,"IT",2020,"pow_combustion_ic_chp_biogas_03",23.898,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
222,"IT",2021,"pow_combustion_ic_chp_biogas_03",23.898,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
223,"IT",2024,"pow_combustion_ic_chp_biogas_03",23.213,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
224,"IT",2027,"pow_combustion_ic_chp_biogas_03",23.213,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
225,"IT",2030,"pow_combustion_ic_chp_biogas_03",22.883,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
226,"IT",2035,"pow_combustion_ic_chp_biogas_03",7.299,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
227,"IT",2040,"pow_combustion_ic_chp_biogas_03",0.099,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
228,"IT",2045,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
229,"IT",2050,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
230,"IT",2060,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
231,"IT",2070,"pow_combustion_ic_chp_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_biogas"
232,"LU",2020,"pow_combustion_ic_chp_biogas_03",0.6,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
233,"LU",2021,"pow_combustion_ic_chp_biogas_03",0.6,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
234,"LU",2024,"pow_combustion_ic_chp_biogas_03",0.6,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
235,"LU",2027,"pow_combustion_ic_chp_biogas_03",0.6,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.sec_biogas"
