"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_sec_biogas","conversion_factor_pri_landfill_gas","conversion_factor_pri_sewage_gas","conversion_factor_sec_elec","ef_sec_biogas_emi_co2_f_pow","ef_pri_landfill_gas_emi_co2_f_pow","ef_pri_sewage_gas_emi_co2_f_pow"
123,"GB",2021,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10320.03222819,1004887.21851,7.9221267491,1080.0,3.6,360.0,25,"","v1","","","",2.31481481481481,2.31481481481481,2.31481481481481,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
124,"GB",2024,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10176.47691126,988936.62774,7.7626208414,1080.0,3.6,360.0,25,"","v1","","","",2.28310502283105,2.28310502283105,2.28310502283105,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
125,"GB",2027,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10032.92159433,972986.03697,7.6031149337,1080.0,3.6,360.0,25,"","v1","","","",2.25225225225225,2.25225225225225,2.25225225225225,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
126,"GB",2030,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9889.3662774,957035.4462,7.443609026,1080.0,3.6,360.0,25,"","v1","","","",2.22222222222222,2.22222222222222,2.22222222222222,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
127,"GB",2035,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9676.6917338,943743.287225,7.1777658465,1080.0,3.6,360.0,25,"","v1","","","",2.1978021978022,2.1978021978022,2.1978021978022,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
128,"GB",2040,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9464.0171902,930451.12825,6.911922667,1080.0,3.6,360.0,25,"","v1","","","",2.17391304347826,2.17391304347826,2.17391304347826,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
129,"GB",2045,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9251.3426466,917158.969275,6.6460794875,1080.0,3.6,360.0,25,"","v1","","","",2.1505376344086,2.1505376344086,2.1505376344086,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
130,"GB",2050,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9038.668103,903866.8103,6.380236308,1080.0,3.6,360.0,25,"","v1","","","",2.12765957446809,2.12765957446809,2.12765957446809,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
131,"GB",2060,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9038.668103,903866.8103,6.380236308,1080.0,3.6,360.0,25,"","v1","","","",2.12765957446809,2.12765957446809,2.12765957446809,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
132,"GB",2070,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9038.668103,903866.8103,6.380236308,1080.0,3.6,360.0,25,"","v1","","","",2.12765957446809,2.12765957446809,2.12765957446809,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
133,"GR",2020,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10367.8840005,1010204.0821,7.975295385,1080.0,3.6,360.0,25,"","v1","","","",2.32558139534884,2.32558139534884,2.32558139534884,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
134,"GR",2021,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10320.03222819,1004887.21851,7.9221267491,1080.0,3.6,360.0,25,"","v1","","","",2.31481481481481,2.31481481481481,2.31481481481481,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
135,"GR",2024,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10176.47691126,988936.62774,7.7626208414,1080.0,3.6,360.0,25,"","v1","","","",2.28310502283105,2.28310502283105,2.28310502283105,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
136,"GR",2027,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10032.92159433,972986.03697,7.6031149337,1080.0,3.6,360.0,25,"","v1","","","",2.25225225225225,2.25225225225225,2.25225225225225,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
137,"GR",2030,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9889.3662774,957035.4462,7.443609026,1080.0,3.6,360.0,25,"","v1","","","",2.22222222222222,2.22222222222222,2.22222222222222,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
138,"GR",2035,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9676.6917338,943743.287225,7.1777658465,1080.0,3.6,360.0,25,"","v1","","","",2.1978021978022,2.1978021978022,2.1978021978022,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
139,"GR",2040,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9464.0171902,930451.12825,6.911922667,1080.0,3.6,360.0,25,"","v1","","","",2.17391304347826,2.17391304347826,2.17391304347826,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
140,"GR",2045,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9251.3426466,917158.969275,6.6460794875,1080.0,3.6,360.0,25,"","v1","","","",2.1505376344086,2.1505376344086,2.1505376344086,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
141,"GR",2050,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9038.668103,903866.8103,6.380236308,1080.0,3.6,360.0,25,"","v1","","","",2.12765957446809,2.12765957446809,2.12765957446809,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
142,"GR",2060,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9038.668103,903866.8103,6.380236308,1080.0,3.6,360.0,25,"","v1","","","",2.12765957446809,2.12765957446809,2.12765957446809,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
143,"GR",2070,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9038.668103,903866.8103,6.380236308,1080.0,3.6,360.0,25,"","v1","","","",2.12765957446809,2.12765957446809,2.12765957446809,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
144,"HR",2020,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10367.8840005,1010204.0821,7.975295385,1080.0,3.6,360.0,25,"","v1","","","",2.32558139534884,2.32558139534884,2.32558139534884,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
145,"HR",2021,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10320.03222819,1004887.21851,7.9221267491,1080.0,3.6,360.0,25,"","v1","","","",2.31481481481481,2.31481481481481,2.31481481481481,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
146,"HR",2024,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10176.47691126,988936.62774,7.7626208414,1080.0,3.6,360.0,25,"","v1","","","",2.28310502283105,2.28310502283105,2.28310502283105,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
147,"HR",2027,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10032.92159433,972986.03697,7.6031149337,1080.0,3.6,360.0,25,"","v1","","","",2.25225225225225,2.25225225225225,2.25225225225225,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
148,"HR",2030,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9889.3662774,957035.4462,7.443609026,1080.0,3.6,360.0,25,"","v1","","","",2.22222222222222,2.22222222222222,2.22222222222222,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
149,"HR",2035,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9676.6917338,943743.287225,7.1777658465,1080.0,3.6,360.0,25,"","v1","","","",2.1978021978022,2.1978021978022,2.1978021978022,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
150,"HR",2040,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9464.0171902,930451.12825,6.911922667,1080.0,3.6,360.0,25,"","v1","","","",2.17391304347826,2.17391304347826,2.17391304347826,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
151,"HR",2045,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9251.3426466,917158.969275,6.6460794875,1080.0,3.6,360.0,25,"","v1","","","",2.1505376344086,2.1505376344086,2.1505376344086,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
152,"HR",2050,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9038.668103,903866.8103,6.380236308,1080.0,3.6,360.0,25,"","v1","","","",2.12765957446809,2.12765957446809,2.12765957446809,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
153,"HR",2060,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9038.668103,903866.8103,6.380236308,1080.0,3.6,360.0,25,"","v1","","","",2.12765957446809,2.12765957446809,2.12765957446809,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
154,"HR",2070,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9038.668103,903866.8103,6.380236308,1080.0,3.6,360.0,25,"","v1","","","",2.12765957446809,2.12765957446809,2.12765957446809,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
155,"HU",2020,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10367.8840005,1010204.0821,7.975295385,1080.0,3.6,360.0,25,"","v1","","","",2.32558139534884,2.32558139534884,2.32558139534884,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
156,"HU",2021,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10320.03222819,1004887.21851,7.9221267491,1080.0,3.6,360.0,25,"","v1","","","",2.31481481481481,2.31481481481481,2.31481481481481,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
157,"HU",2024,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10176.47691126,988936.62774,7.7626208414,1080.0,3.6,360.0,25,"","v1","","","",2.28310502283105,2.28310502283105,2.28310502283105,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
158,"HU",2027,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10032.92159433,972986.03697,7.6031149337,1080.0,3.6,360.0,25,"","v1","","","",2.25225225225225,2.25225225225225,2.25225225225225,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
159,"HU",2030,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9889.3662774,957035.4462,7.443609026,1080.0,3.6,360.0,25,"","v1","","","",2.22222222222222,2.22222222222222,2.22222222222222,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
160,"HU",2035,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9676.6917338,943743.287225,7.1777658465,1080.0,3.6,360.0,25,"","v1","","","",2.1978021978022,2.1978021978022,2.1978021978022,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
161,"HU",2040,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9464.0171902,930451.12825,6.911922667,1080.0,3.6,360.0,25,"","v1","","","",2.17391304347826,2.17391304347826,2.17391304347826,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
162,"HU",2045,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9251.3426466,917158.969275,6.6460794875,1080.0,3.6,360.0,25,"","v1","","","",2.1505376344086,2.1505376344086,2.1505376344086,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
163,"HU",2050,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9038.668103,903866.8103,6.380236308,1080.0,3.6,360.0,25,"","v1","","","",2.12765957446809,2.12765957446809,2.12765957446809,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
164,"HU",2060,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9038.668103,903866.8103,6.380236308,1080.0,3.6,360.0,25,"","v1","","","",2.12765957446809,2.12765957446809,2.12765957446809,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
165,"HU",2070,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9038.668103,903866.8103,6.380236308,1080.0,3.6,360.0,25,"","v1","","","",2.12765957446809,2.12765957446809,2.12765957446809,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
166,"IE",2020,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10367.8840005,1010204.0821,7.975295385,1080.0,3.6,360.0,25,"","v1","","","",2.32558139534884,2.32558139534884,2.32558139534884,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
167,"IE",2021,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10320.03222819,1004887.21851,7.9221267491,1080.0,3.6,360.0,25,"","v1","","","",2.31481481481481,2.31481481481481,2.31481481481481,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
168,"IE",2024,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10176.47691126,988936.62774,7.7626208414,1080.0,3.6,360.0,25,"","v1","","","",2.28310502283105,2.28310502283105,2.28310502283105,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
169,"IE",2027,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10032.92159433,972986.03697,7.6031149337,1080.0,3.6,360.0,25,"","v1","","","",2.25225225225225,2.25225225225225,2.25225225225225,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
170,"IE",2030,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9889.3662774,957035.4462,7.443609026,1080.0,3.6,360.0,25,"","v1","","","",2.22222222222222,2.22222222222222,2.22222222222222,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
171,"IE",2035,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9676.6917338,943743.287225,7.1777658465,1080.0,3.6,360.0,25,"","v1","","","",2.1978021978022,2.1978021978022,2.1978021978022,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
172,"IE",2040,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9464.0171902,930451.12825,6.911922667,1080.0,3.6,360.0,25,"","v1","","","",2.17391304347826,2.17391304347826,2.17391304347826,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
173,"IE",2045,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9251.3426466,917158.969275,6.6460794875,1080.0,3.6,360.0,25,"","v1","","","",2.1505376344086,2.1505376344086,2.1505376344086,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
174,"IE",2050,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9038.668103,903866.8103,6.380236308,1080.0,3.6,360.0,25,"","v1","","","",2.12765957446809,2.12765957446809,2.12765957446809,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
175,"IE",2060,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9038.668103,903866.8103,6.380236308,1080.0,3.6,360.0,25,"","v1","","","",2.12765957446809,2.12765957446809,2.12765957446809,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
176,"IE",2070,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9038.668103,903866.8103,6.380236308,1080.0,3.6,360.0,25,"","v1","","","",2.12765957446809,2.12765957446809,2.12765957446809,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
177,"IT",2020,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10367.8840005,1010204.0821,7.975295385,1080.0,3.6,360.0,25,"","v1","","","",2.32558139534884,2.32558139534884,2.32558139534884,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
178,"IT",2021,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10320.03222819,1004887.21851,7.9221267491,1080.0,3.6,360.0,25,"","v1","","","",2.31481481481481,2.31481481481481,2.31481481481481,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
179,"IT",2024,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10176.47691126,988936.62774,7.7626208414,1080.0,3.6,360.0,25,"","v1","","","",2.28310502283105,2.28310502283105,2.28310502283105,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
180,"IT",2027,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10032.92159433,972986.03697,7.6031149337,1080.0,3.6,360.0,25,"","v1","","","",2.25225225225225,2.25225225225225,2.25225225225225,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
181,"IT",2030,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9889.3662774,957035.4462,7.443609026,1080.0,3.6,360.0,25,"","v1","","","",2.22222222222222,2.22222222222222,2.22222222222222,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
182,"IT",2035,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9676.6917338,943743.287225,7.1777658465,1080.0,3.6,360.0,25,"","v1","","","",2.1978021978022,2.1978021978022,2.1978021978022,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
183,"IT",2040,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9464.0171902,930451.12825,6.911922667,1080.0,3.6,360.0,25,"","v1","","","",2.17391304347826,2.17391304347826,2.17391304347826,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
184,"IT",2045,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9251.3426466,917158.969275,6.6460794875,1080.0,3.6,360.0,25,"","v1","","","",2.1505376344086,2.1505376344086,2.1505376344086,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
185,"IT",2050,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9038.668103,903866.8103,6.380236308,1080.0,3.6,360.0,25,"","v1","","","",2.12765957446809,2.12765957446809,2.12765957446809,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
186,"IT",2060,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9038.668103,903866.8103,6.380236308,1080.0,3.6,360.0,25,"","v1","","","",2.12765957446809,2.12765957446809,2.12765957446809,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
187,"IT",2070,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9038.668103,903866.8103,6.380236308,1080.0,3.6,360.0,25,"","v1","","","",2.12765957446809,2.12765957446809,2.12765957446809,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
188,"LV",2020,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10367.8840005,1010204.0821,7.975295385,1080.0,3.6,360.0,25,"","v1","","","",2.32558139534884,2.32558139534884,2.32558139534884,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
189,"LV",2021,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10320.03222819,1004887.21851,7.9221267491,1080.0,3.6,360.0,25,"","v1","","","",2.31481481481481,2.31481481481481,2.31481481481481,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
190,"LV",2024,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10176.47691126,988936.62774,7.7626208414,1080.0,3.6,360.0,25,"","v1","","","",2.28310502283105,2.28310502283105,2.28310502283105,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
191,"LV",2027,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10032.92159433,972986.03697,7.6031149337,1080.0,3.6,360.0,25,"","v1","","","",2.25225225225225,2.25225225225225,2.25225225225225,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
192,"LV",2030,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9889.3662774,957035.4462,7.443609026,1080.0,3.6,360.0,25,"","v1","","","",2.22222222222222,2.22222222222222,2.22222222222222,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
193,"LV",2035,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9676.6917338,943743.287225,7.1777658465,1080.0,3.6,360.0,25,"","v1","","","",2.1978021978022,2.1978021978022,2.1978021978022,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
194,"LV",2040,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9464.0171902,930451.12825,6.911922667,1080.0,3.6,360.0,25,"","v1","","","",2.17391304347826,2.17391304347826,2.17391304347826,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
195,"LV",2045,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9251.3426466,917158.969275,6.6460794875,1080.0,3.6,360.0,25,"","v1","","","",2.1505376344086,2.1505376344086,2.1505376344086,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
196,"LV",2050,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9038.668103,903866.8103,6.380236308,1080.0,3.6,360.0,25,"","v1","","","",2.12765957446809,2.12765957446809,2.12765957446809,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
197,"LV",2060,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9038.668103,903866.8103,6.380236308,1080.0,3.6,360.0,25,"","v1","","","",2.12765957446809,2.12765957446809,2.12765957446809,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
198,"LV",2070,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9038.668103,903866.8103,6.380236308,1080.0,3.6,360.0,25,"","v1","","","",2.12765957446809,2.12765957446809,2.12765957446809,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
199,"NL",2020,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10367.8840005,1010204.0821,7.975295385,1080.0,3.6,360.0,25,"","v1","","","",2.32558139534884,2.32558139534884,2.32558139534884,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
200,"NL",2021,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10320.03222819,1004887.21851,7.9221267491,1080.0,3.6,360.0,25,"","v1","","","",2.31481481481481,2.31481481481481,2.31481481481481,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
201,"NL",2024,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10176.47691126,988936.62774,7.7626208414,1080.0,3.6,360.0,25,"","v1","","","",2.28310502283105,2.28310502283105,2.28310502283105,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
202,"NL",2027,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,10032.92159433,972986.03697,7.6031149337,1080.0,3.6,360.0,25,"","v1","","","",2.25225225225225,2.25225225225225,2.25225225225225,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
203,"NL",2030,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9889.3662774,957035.4462,7.443609026,1080.0,3.6,360.0,25,"","v1","","","",2.22222222222222,2.22222222222222,2.22222222222222,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
204,"NL",2035,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9676.6917338,943743.287225,7.1777658465,1080.0,3.6,360.0,25,"","v1","","","",2.1978021978022,2.1978021978022,2.1978021978022,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
205,"NL",2040,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9464.0171902,930451.12825,6.911922667,1080.0,3.6,360.0,25,"","v1","","","",2.17391304347826,2.17391304347826,2.17391304347826,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
206,"NL",2045,"pow_combustion_ic_biogas_11",0.0,100000.0,0.0,9251.3426466,917158.969275,6.6460794875,1080.0,3.6,360.0,25,"","v1","","","",2.1505376344086,2.1505376344086,2.1505376344086,1.0,"global_emission_factors.sec_biogas","global_emission_factors.pri_landfill_gas","global_emission_factors.pri_sewage_gas"
