"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_pri_lignite","conversion_factor_sec_elec","ef_pri_lignite_emi_co2_f_pow"
169,"MK",2027,"pow_combustion_st_lignite_0",440.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.60270264642805,1.0,"global_emission_factors.pri_lignite"
170,"MK",2030,"pow_combustion_st_lignite_0",220.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.5857699905878,1.0,"global_emission_factors.pri_lignite"
171,"MK",2035,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
172,"MK",2040,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
173,"MK",2045,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
174,"MK",2050,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
175,"MK",2060,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
176,"MK",2070,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
177,"PL",2020,"pow_combustion_cc_lignite_0",5667.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.64319350387272,1.0,"global_emission_factors.pri_lignite"
178,"PL",2021,"pow_combustion_cc_lignite_0",5490.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.631607530244,1.0,"global_emission_factors.pri_lignite"
179,"PL",2024,"pow_combustion_cc_lignite_0",5288.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.62395594037378,1.0,"global_emission_factors.pri_lignite"
180,"PL",2027,"pow_combustion_cc_lignite_0",4584.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.59145009157701,1.0,"global_emission_factors.pri_lignite"
181,"PL",2030,"pow_combustion_cc_lignite_0",2484.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.5718178051378,1.0,"global_emission_factors.pri_lignite"
182,"PL",2035,"pow_combustion_cc_lignite_0",734.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.5572346747086,1.0,"global_emission_factors.pri_lignite"
183,"PL",2040,"pow_combustion_cc_lignite_0",672.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.55058663492603,1.0,"global_emission_factors.pri_lignite"
184,"PL",2045,"pow_combustion_cc_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
185,"PL",2050,"pow_combustion_cc_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
186,"PL",2060,"pow_combustion_cc_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
187,"PL",2070,"pow_combustion_cc_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
188,"PL",2020,"pow_combustion_st_lignite_0",2201.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.53554515199965,1.0,"global_emission_factors.pri_lignite"
189,"PL",2021,"pow_combustion_st_lignite_0",2631.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.47432360259259,1.0,"global_emission_factors.pri_lignite"
190,"PL",2024,"pow_combustion_st_lignite_0",1697.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.27236846809559,1.0,"global_emission_factors.pri_lignite"
191,"PL",2027,"pow_combustion_st_lignite_0",1697.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.27236846809559,1.0,"global_emission_factors.pri_lignite"
192,"PL",2030,"pow_combustion_st_lignite_0",1697.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.27236846809559,1.0,"global_emission_factors.pri_lignite"
193,"PL",2035,"pow_combustion_st_lignite_0",1697.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.27236846809559,1.0,"global_emission_factors.pri_lignite"
194,"PL",2040,"pow_combustion_st_lignite_0",1697.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.27236846809559,1.0,"global_emission_factors.pri_lignite"
195,"PL",2045,"pow_combustion_st_lignite_0",1697.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.27236846809559,1.0,"global_emission_factors.pri_lignite"
196,"PL",2050,"pow_combustion_st_lignite_0",1697.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.27236846809559,1.0,"global_emission_factors.pri_lignite"
197,"PL",2060,"pow_combustion_st_lignite_0",430.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.20215811495265,1.0,"global_emission_factors.pri_lignite"
198,"PL",2070,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
199,"RO",2020,"pow_combustion_cc_lignite_0",837.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.63268893789402,1.0,"global_emission_factors.pri_lignite"
200,"RO",2021,"pow_combustion_cc_lignite_0",837.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.63268893789402,1.0,"global_emission_factors.pri_lignite"
201,"RO",2024,"pow_combustion_cc_lignite_0",604.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.62976977758853,1.0,"global_emission_factors.pri_lignite"
202,"RO",2027,"pow_combustion_cc_lignite_0",604.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.62976977758853,1.0,"global_emission_factors.pri_lignite"
203,"RO",2030,"pow_combustion_cc_lignite_0",510.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.62943659422999,1.0,"global_emission_factors.pri_lignite"
204,"RO",2035,"pow_combustion_cc_lignite_0",228.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.62679166201026,1.0,"global_emission_factors.pri_lignite"
205,"RO",2040,"pow_combustion_cc_lignite_0",133.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.62338282256267,1.0,"global_emission_factors.pri_lignite"
206,"RO",2045,"pow_combustion_cc_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
207,"RO",2050,"pow_combustion_cc_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
208,"RO",2060,"pow_combustion_cc_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
209,"RO",2070,"pow_combustion_cc_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
210,"RO",2020,"pow_combustion_st_lignite_0",3432.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.67960673117211,1.0,"global_emission_factors.pri_lignite"
211,"RO",2021,"pow_combustion_st_lignite_0",3432.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.67960673117211,1.0,"global_emission_factors.pri_lignite"
212,"RO",2024,"pow_combustion_st_lignite_0",1872.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.65653640783147,1.0,"global_emission_factors.pri_lignite"
213,"RO",2027,"pow_combustion_st_lignite_0",624.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.61985852763951,1.0,"global_emission_factors.pri_lignite"
214,"RO",2030,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
215,"RO",2035,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
216,"RO",2040,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
217,"RO",2045,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
218,"RO",2050,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
219,"RO",2060,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
220,"RO",2070,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
221,"RS",2020,"pow_combustion_cc_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
222,"RS",2021,"pow_combustion_cc_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
223,"RS",2024,"pow_combustion_cc_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
224,"RS",2027,"pow_combustion_cc_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
225,"RS",2030,"pow_combustion_cc_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
226,"RS",2035,"pow_combustion_cc_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
227,"RS",2040,"pow_combustion_cc_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
228,"RS",2045,"pow_combustion_cc_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
229,"RS",2050,"pow_combustion_cc_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
230,"RS",2060,"pow_combustion_cc_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
231,"RS",2070,"pow_combustion_cc_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
232,"RS",2020,"pow_combustion_st_lignite_0",3814.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.69791841991132,1.0,"global_emission_factors.pri_lignite"
233,"RS",2021,"pow_combustion_st_lignite_0",3757.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.69189615781792,1.0,"global_emission_factors.pri_lignite"
234,"RS",2024,"pow_combustion_st_lignite_0",2732.0,0.0,0.0,36319.1350941631,2169886.27580383,3.42466929324441,0.0,0.0,0.0,0,"","v1","","","",2.65486668912625,1.0,"global_emission_factors.pri_lignite"
235,"RS",2027,"pow_combustion_st_lignite_0",2534.0,0.0,0.0,36470.263250692,2171154.43398074,3.43441061923588,0.0,0.0,0.0,0,"","v1","","","",2.6530687899468,1.0,"global_emission_factors.pri_lignite"
236,"RS",2030,"pow_combustion_st_lignite_0",1362.0,0.0,0.0,38264.6307468822,2186211.46812281,3.55007085840214,0.0,0.0,0.0,0,"","v1","","","",2.68016553194086,1.0,"global_emission_factors.pri_lignite"
237,"RS",2035,"pow_combustion_st_lignite_0",1031.0,0.0,0.0,39510.1766025737,2196663.18802661,3.63035548898518,0.0,0.0,0.0,0,"","v1","","","",2.70249325677375,1.0,"global_emission_factors.pri_lignite"
238,"RS",2040,"pow_combustion_st_lignite_0",700.0,0.0,0.0,41933.652967505,2216999.24875371,3.78656644163388,0.0,0.0,0.0,0,"","v1","","","",2.7423076142511,1.0,"global_emission_factors.pri_lignite"
239,"RS",2045,"pow_combustion_st_lignite_0",700.0,0.0,0.0,41933.652967505,2216999.24875371,3.78656644163388,0.0,0.0,0.0,0,"","v1","","","",2.7423076142511,1.0,"global_emission_factors.pri_lignite"
240,"RS",2050,"pow_combustion_st_lignite_0",700.0,0.0,0.0,41933.652967505,2216999.24875371,3.78656644163388,0.0,0.0,0.0,0,"","v1","","","",2.7423076142511,1.0,"global_emission_factors.pri_lignite"
241,"RS",2060,"pow_combustion_st_lignite_0",700.0,0.0,0.0,41933.652967505,2216999.24875371,3.78656644163388,0.0,0.0,0.0,0,"","v1","","","",2.7423076142511,1.0,"global_emission_factors.pri_lignite"
242,"RS",2070,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
243,"SI",2020,"pow_combustion_cc_lignite_0",899.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.39637095075951,1.0,"global_emission_factors.pri_lignite"
244,"SI",2021,"pow_combustion_cc_lignite_0",899.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.39637095075951,1.0,"global_emission_factors.pri_lignite"
245,"SI",2024,"pow_combustion_cc_lignite_0",573.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.24315836698071,1.0,"global_emission_factors.pri_lignite"
246,"SI",2027,"pow_combustion_cc_lignite_0",573.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.24315836698071,1.0,"global_emission_factors.pri_lignite"
247,"SI",2030,"pow_combustion_cc_lignite_0",573.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.24315836698071,1.0,"global_emission_factors.pri_lignite"
248,"SI",2035,"pow_combustion_cc_lignite_0",573.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.24315836698071,1.0,"global_emission_factors.pri_lignite"
249,"SI",2040,"pow_combustion_cc_lignite_0",573.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.24315836698071,1.0,"global_emission_factors.pri_lignite"
250,"SI",2045,"pow_combustion_cc_lignite_0",573.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.24315836698071,1.0,"global_emission_factors.pri_lignite"
251,"SI",2050,"pow_combustion_cc_lignite_0",573.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.24315836698071,1.0,"global_emission_factors.pri_lignite"
252,"SI",2060,"pow_combustion_cc_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
253,"SI",2070,"pow_combustion_cc_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
254,"SK",2020,"pow_combustion_cc_lignite_0",115.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.61892182404489,1.0,"global_emission_factors.pri_lignite"
255,"SK",2021,"pow_combustion_cc_lignite_0",115.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.61892182404489,1.0,"global_emission_factors.pri_lignite"
256,"SK",2024,"pow_combustion_cc_lignite_0",115.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.61892182404489,1.0,"global_emission_factors.pri_lignite"
257,"SK",2027,"pow_combustion_cc_lignite_0",115.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.61892182404489,1.0,"global_emission_factors.pri_lignite"
258,"SK",2030,"pow_combustion_cc_lignite_0",115.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.61892182404489,1.0,"global_emission_factors.pri_lignite"
259,"SK",2035,"pow_combustion_cc_lignite_0",68.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.61024444171478,1.0,"global_emission_factors.pri_lignite"
260,"SK",2040,"pow_combustion_cc_lignite_0",44.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.5987525987526,1.0,"global_emission_factors.pri_lignite"
261,"SK",2045,"pow_combustion_cc_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
262,"SK",2050,"pow_combustion_cc_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
263,"SK",2060,"pow_combustion_cc_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
264,"SK",2070,"pow_combustion_cc_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
265,"SK",2020,"pow_combustion_st_lignite_0",282.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.70941261471768,1.0,"global_emission_factors.pri_lignite"
266,"SK",2021,"pow_combustion_st_lignite_0",282.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.70941261471768,1.0,"global_emission_factors.pri_lignite"
267,"SK",2024,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
268,"SK",2027,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
269,"SK",2030,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
270,"SK",2035,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
271,"SK",2040,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
272,"SK",2045,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
273,"SK",2050,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
274,"SK",2060,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
275,"SK",2070,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
276,"XK",2020,"pow_combustion_st_lignite_0",1015.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.70169698511911,1.0,"global_emission_factors.pri_lignite"
277,"XK",2021,"pow_combustion_st_lignite_0",1015.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.70169698511911,1.0,"global_emission_factors.pri_lignite"
278,"XK",2024,"pow_combustion_st_lignite_0",640.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.62708524891633,1.0,"global_emission_factors.pri_lignite"
279,"XK",2027,"pow_combustion_st_lignite_0",640.0,0.0,0.0,34385.0,2153656.41307503,3.3,0.0,0.0,0.0,0,"","v1","","","",2.62708524891633,1.0,"global_emission_factors.pri_lignite"
280,"XK",2030,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
281,"XK",2035,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
282,"XK",2040,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
283,"XK",2045,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
284,"XK",2050,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
285,"XK",2060,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
286,"XK",2070,"pow_combustion_st_lignite_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_lignite"
287,"DE",2020,"pow_combustion_st_lignite_1",0.0,100000.0,0.0,2280342.08443239,49482.30593501,4.39913288326777,0.0,0.0,0.0,40,"","v1","","","",2.4390243902439,1.0,"global_emission_factors.pri_lignite"
288,"DE",2021,"pow_combustion_st_lignite_1",0.0,100000.0,0.0,2280342.08443239,46693.313607746,4.30834627809762,0.0,0.0,0.0,40,"","v1","","","",2.40384615384615,1.0,"global_emission_factors.pri_lignite"
289,"DE",2024,"pow_combustion_st_lignite_1",0.0,100000.0,0.0,2280342.08443239,45298.817444114,4.26295297551255,0.0,0.0,0.0,40,"","v1","","","",2.38663484486874,1.0,"global_emission_factors.pri_lignite"
290,"DE",2027,"pow_combustion_st_lignite_1",0.0,100000.0,0.0,2280342.08443239,46228.481553202,4.29321517723593,0.0,0.0,0.0,40,"","v1","","","",2.39808153477218,1.0,"global_emission_factors.pri_lignite"
291,"DE",2030,"pow_combustion_st_lignite_1",0.0,100000.0,0.0,2280342.08443239,44833.98538957,4.24782187465086,0.0,0.0,0.0,40,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.pri_lignite"
292,"DE",2035,"pow_combustion_st_lignite_1",0.0,100000.0,0.0,2280342.08443239,43250.6512037795,3.63160559891677,0.0,0.0,0.0,40,"","v1","","","",2.35294117647059,1.0,"global_emission_factors.pri_lignite"
293,"DE",2040,"pow_combustion_st_lignite_1",0.0,100000.0,0.0,2280342.08443239,41667.317017989,3.01538932318268,0.0,0.0,0.0,40,"","v1","","","",2.32558139534884,1.0,"global_emission_factors.pri_lignite"
294,"DE",2045,"pow_combustion_st_lignite_1",0.0,100000.0,0.0,2280342.08443239,41362.2709821945,2.93341417378646,0.0,0.0,0.0,40,"","v1","","","",2.29885057471264,1.0,"global_emission_factors.pri_lignite"
295,"DE",2050,"pow_combustion_st_lignite_1",0.0,100000.0,0.0,2280342.08443239,41057.2249464,2.85143902439024,0.0,0.0,0.0,40,"","v1","","","",2.27272727272727,1.0,"global_emission_factors.pri_lignite"
296,"DE",2060,"pow_combustion_st_lignite_1",0.0,100000.0,0.0,2280342.08443239,41057.2249464,2.85143902439024,0.0,0.0,0.0,40,"","v1","","","",2.27272727272727,1.0,"global_emission_factors.pri_lignite"
297,"DE",2070,"pow_combustion_st_lignite_1",0.0,100000.0,0.0,2280342.08443239,41057.2249464,2.85143902439024,0.0,0.0,0.0,40,"","v1","","","",2.27272727272727,1.0,"global_emission_factors.pri_lignite"
298,"BA",2020,"pow_combustion_st_lignite_1",0.0,100000.0,0.0,2280342.08443239,49482.30593501,4.39913288326777,0.0,0.0,0.0,40,"","v1","","","",2.4390243902439,1.0,"global_emission_factors.pri_lignite"
299,"BA",2021,"pow_combustion_st_lignite_1",0.0,100000.0,0.0,2280342.08443239,46693.313607746,4.30834627809762,0.0,0.0,0.0,40,"","v1","","","",2.40384615384615,1.0,"global_emission_factors.pri_lignite"
300,"BA",2024,"pow_combustion_st_lignite_1",0.0,100000.0,0.0,2280342.08443239,45298.817444114,4.26295297551255,0.0,0.0,0.0,40,"","v1","","","",2.38663484486874,1.0,"global_emission_factors.pri_lignite"
301,"BA",2027,"pow_combustion_st_lignite_1",0.0,100000.0,0.0,2280342.08443239,46228.481553202,4.29321517723593,0.0,0.0,0.0,40,"","v1","","","",2.39808153477218,1.0,"global_emission_factors.pri_lignite"
302,"BA",2030,"pow_combustion_st_lignite_1",0.0,100000.0,0.0,2280342.08443239,44833.98538957,4.24782187465086,0.0,0.0,0.0,40,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.pri_lignite"
