"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_pri_waste_municipal_bio","conversion_factor_sec_elec","ef_pri_waste_municipal_bio_emi_co2_f_pow"
145,"PL",2021,"pow_combustion_st_waste_03",20.1,0.0,0.0,227152.255141761,5978178.5898968,12.8668379736123,0.0,0.0,0.0,0,"","v1","","","",3.51655454609387,1.0,"global_emission_factors.pri_waste_municipal_bio"
146,"PL",2024,"pow_combustion_st_waste_03",20.1,0.0,0.0,227152.255141761,5978178.5898968,12.8668379736123,0.0,0.0,0.0,0,"","v1","","","",3.51655454609387,1.0,"global_emission_factors.pri_waste_municipal_bio"
147,"PL",2027,"pow_combustion_st_waste_03",18.5,0.0,0.0,209190.244775643,5544730.50224527,11.6118641660394,0.0,0.0,0.0,0,"","v1","","","",3.45654755145273,1.0,"global_emission_factors.pri_waste_municipal_bio"
148,"PL",2030,"pow_combustion_st_waste_03",18.5,0.0,0.0,209190.244775643,5544730.50224527,11.6118641660394,0.0,0.0,0.0,0,"","v1","","","",3.45654755145273,1.0,"global_emission_factors.pri_waste_municipal_bio"
149,"PL",2035,"pow_combustion_st_waste_03",18.5,0.0,0.0,209190.244775643,5544730.50224527,11.6118641660394,0.0,0.0,0.0,0,"","v1","","","",3.45654755145273,1.0,"global_emission_factors.pri_waste_municipal_bio"
150,"PL",2040,"pow_combustion_st_waste_03",18.5,0.0,0.0,209190.244775643,5544730.50224527,11.6118641660394,0.0,0.0,0.0,0,"","v1","","","",3.45654755145273,1.0,"global_emission_factors.pri_waste_municipal_bio"
151,"PL",2045,"pow_combustion_st_waste_03",7.5,0.0,0.0,434838.0,10989922.1033676,27.3774726236741,0.0,0.0,0.0,0,"","v1","","","",4.39970486724871,1.0,"global_emission_factors.pri_waste_municipal_bio"
152,"PL",2050,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
153,"PL",2060,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
154,"PL",2070,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
155,"PT",2020,"pow_combustion_st_waste_03",77.0,0.0,0.0,217948.0,9075206.33988065,28.85876939332,0.0,0.0,0.0,0,"","v1","","","",4.69953716137938,1.0,"global_emission_factors.pri_waste_municipal_bio"
156,"PT",2021,"pow_combustion_st_waste_03",77.0,0.0,0.0,217948.0,9075206.33988065,28.85876939332,0.0,0.0,0.0,0,"","v1","","","",4.69953716137938,1.0,"global_emission_factors.pri_waste_municipal_bio"
157,"PT",2024,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
158,"PT",2027,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
159,"PT",2030,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
160,"PT",2035,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
161,"PT",2040,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
162,"PT",2045,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
163,"PT",2050,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
164,"PT",2060,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
165,"PT",2070,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
166,"RS",2020,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
167,"RS",2021,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
168,"RS",2024,"pow_combustion_st_waste_03",30.0,0.0,0.0,217948.0,9075206.33988065,28.85876939332,0.0,0.0,0.0,0,"","v1","","","",4.69953716137938,1.0,"global_emission_factors.pri_waste_municipal_bio"
169,"RS",2027,"pow_combustion_st_waste_03",30.0,0.0,0.0,217948.0,9075206.33988065,28.85876939332,0.0,0.0,0.0,0,"","v1","","","",4.69953716137938,1.0,"global_emission_factors.pri_waste_municipal_bio"
170,"RS",2030,"pow_combustion_st_waste_03",30.0,0.0,0.0,217948.0,9075206.33988065,28.85876939332,0.0,0.0,0.0,0,"","v1","","","",4.69953716137938,1.0,"global_emission_factors.pri_waste_municipal_bio"
171,"RS",2035,"pow_combustion_st_waste_03",30.0,0.0,0.0,217948.0,9075206.33988065,28.85876939332,0.0,0.0,0.0,0,"","v1","","","",4.69953716137938,1.0,"global_emission_factors.pri_waste_municipal_bio"
172,"RS",2040,"pow_combustion_st_waste_03",30.0,0.0,0.0,217948.0,9075206.33988065,28.85876939332,0.0,0.0,0.0,0,"","v1","","","",4.69953716137938,1.0,"global_emission_factors.pri_waste_municipal_bio"
173,"RS",2045,"pow_combustion_st_waste_03",30.0,0.0,0.0,217948.0,9075206.33988065,28.85876939332,0.0,0.0,0.0,0,"","v1","","","",4.69953716137938,1.0,"global_emission_factors.pri_waste_municipal_bio"
174,"RS",2050,"pow_combustion_st_waste_03",30.0,0.0,0.0,217948.0,9075206.33988065,28.85876939332,0.0,0.0,0.0,0,"","v1","","","",4.69953716137938,1.0,"global_emission_factors.pri_waste_municipal_bio"
175,"RS",2060,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
176,"RS",2070,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
177,"SE",2020,"pow_combustion_st_waste_03",4.1,0.0,0.0,434838.0,10989922.1033676,27.3774726236741,0.0,0.0,0.0,0,"","v1","","","",4.39970486724871,1.0,"global_emission_factors.pri_waste_municipal_bio"
178,"SE",2021,"pow_combustion_st_waste_03",4.1,0.0,0.0,434838.0,10989922.1033676,27.3774726236741,0.0,0.0,0.0,0,"","v1","","","",4.39970486724871,1.0,"global_emission_factors.pri_waste_municipal_bio"
179,"SE",2024,"pow_combustion_st_waste_03",4.1,0.0,0.0,434838.0,10989922.1033676,27.3774726236741,0.0,0.0,0.0,0,"","v1","","","",4.39970486724871,1.0,"global_emission_factors.pri_waste_municipal_bio"
180,"SE",2027,"pow_combustion_st_waste_03",4.1,0.0,0.0,434838.0,10989922.1033676,27.3774726236741,0.0,0.0,0.0,0,"","v1","","","",4.39970486724871,1.0,"global_emission_factors.pri_waste_municipal_bio"
181,"SE",2030,"pow_combustion_st_waste_03",4.1,0.0,0.0,434838.0,10989922.1033676,27.3774726236741,0.0,0.0,0.0,0,"","v1","","","",4.39970486724871,1.0,"global_emission_factors.pri_waste_municipal_bio"
182,"SE",2035,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
183,"SE",2040,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
184,"SE",2045,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
185,"SE",2050,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
186,"SE",2060,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
187,"SE",2070,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
188,"SK",2020,"pow_combustion_st_waste_03",6.0,0.0,0.0,434838.0,10989922.1033676,27.3774726236741,0.0,0.0,0.0,0,"","v1","","","",4.39970486724871,1.0,"global_emission_factors.pri_waste_municipal_bio"
189,"SK",2021,"pow_combustion_st_waste_03",6.0,0.0,0.0,434838.0,10989922.1033676,27.3774726236741,0.0,0.0,0.0,0,"","v1","","","",4.39970486724871,1.0,"global_emission_factors.pri_waste_municipal_bio"
190,"SK",2024,"pow_combustion_st_waste_03",6.0,0.0,0.0,434838.0,10989922.1033676,27.3774726236741,0.0,0.0,0.0,0,"","v1","","","",4.39970486724871,1.0,"global_emission_factors.pri_waste_municipal_bio"
191,"SK",2027,"pow_combustion_st_waste_03",6.0,0.0,0.0,434838.0,10989922.1033676,27.3774726236741,0.0,0.0,0.0,0,"","v1","","","",4.39970486724871,1.0,"global_emission_factors.pri_waste_municipal_bio"
192,"SK",2030,"pow_combustion_st_waste_03",6.0,0.0,0.0,434838.0,10989922.1033676,27.3774726236741,0.0,0.0,0.0,0,"","v1","","","",4.39970486724871,1.0,"global_emission_factors.pri_waste_municipal_bio"
193,"SK",2035,"pow_combustion_st_waste_03",6.0,0.0,0.0,434838.0,10989922.1033676,27.3774726236741,0.0,0.0,0.0,0,"","v1","","","",4.39970486724871,1.0,"global_emission_factors.pri_waste_municipal_bio"
194,"SK",2040,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
195,"SK",2045,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
196,"SK",2050,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
197,"SK",2060,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
198,"SK",2070,"pow_combustion_st_waste_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
