"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","cb_coefficient","cv_coefficient","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_pri_waste_other_bio_sr","conversion_factor_pri_waste_municipal_bio","conversion_factor_pri_waste_wood","conversion_factor_pri_waste_non_bio","conversion_factor_sec_elec","conversion_factor_sec_heat_low","ef_pri_waste_other_bio_sr_emi_co2_f_pow","ef_pri_waste_municipal_bio_emi_co2_f_pow","ef_pri_waste_wood_emi_co2_f_pow","ef_pri_waste_non_bio_emi_co2_f_pow"
99,"ES",2070,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,222244.898062,8017830.29372,25.44650914174,0.31,1.0,0.36,3.6,36.0,25,"","v1","","","",4.06271202278369,4.06271202278369,4.06271202278369,4.06271202278369,1.0,3.2258064516129,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
100,"FI",2020,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,278603.652116,9591621.91636,26.88206231104,0.3,1.0,0.36,3.6,216.0,25,"","v1","","","",4.29867171044147,4.29867171044147,4.29867171044147,4.29867171044147,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
101,"FI",2021,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,276795.9184954,9546960.262204,26.824640184268,0.3,1.0,0.36,3.6,208.8,25,"","v1","","","",4.28899230125882,4.28899230125882,4.28899230125882,4.28899230125882,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
102,"FI",2024,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,271372.7176336,9412975.299736,26.652373803952,0.3,1.0,0.36,3.6,187.2,25,"","v1","","","",4.26021386273591,4.26021386273591,4.26021386273591,4.26021386273591,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
103,"FI",2027,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,265949.5167718,9278990.337268,26.480107423636,0.3,1.0,0.36,3.6,165.6,25,"","v1","","","",4.23181904741753,4.23181904741753,4.23181904741753,4.23181904741753,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
104,"FI",2030,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,260526.31591,9145005.3748,26.30784104332,0.3,1.0,0.36,3.6,144.0,25,"","v1","","","",4.20380023541281,4.20380023541281,4.20380023541281,4.20380023541281,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
105,"FI",2035,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,250955.961448,8863211.60453,26.092508067925,0.3025,1.0,0.36,3.6,117.0,25,"","v1","","","",4.16761740438704,4.16761740438704,4.16761740438704,4.16761740438704,1.0,3.30578512396694,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
106,"FI",2040,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,241385.606986,8581417.83426,25.87717509253,0.305,1.0,0.36,3.6,90.0,25,"","v1","","","",4.13205212170546,4.13205212170546,4.13205212170546,4.13205212170546,1.0,3.27868852459016,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
107,"FI",2045,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,231815.252524,8299624.06399,25.661842117135,0.3075,1.0,0.36,3.6,63.0,25,"","v1","","","",4.09708871118905,4.09708871118905,4.09708871118905,4.09708871118905,1.0,3.2520325203252,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
108,"FI",2050,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,222244.898062,8017830.29372,25.44650914174,0.31,1.0,0.36,3.6,36.0,25,"","v1","","","",4.06271202278369,4.06271202278369,4.06271202278369,4.06271202278369,1.0,3.2258064516129,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
109,"FI",2060,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,222244.898062,8017830.29372,25.44650914174,0.31,1.0,0.36,3.6,36.0,25,"","v1","","","",4.06271202278369,4.06271202278369,4.06271202278369,4.06271202278369,1.0,3.2258064516129,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
110,"FI",2070,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,222244.898062,8017830.29372,25.44650914174,0.31,1.0,0.36,3.6,36.0,25,"","v1","","","",4.06271202278369,4.06271202278369,4.06271202278369,4.06271202278369,1.0,3.2258064516129,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
111,"FR",2020,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,278603.652116,9591621.91636,26.88206231104,0.3,1.0,0.36,3.6,216.0,25,"","v1","","","",4.29867171044147,4.29867171044147,4.29867171044147,4.29867171044147,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
112,"FR",2021,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,276795.9184954,9546960.262204,26.824640184268,0.3,1.0,0.36,3.6,208.8,25,"","v1","","","",4.28899230125882,4.28899230125882,4.28899230125882,4.28899230125882,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
113,"FR",2024,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,271372.7176336,9412975.299736,26.652373803952,0.3,1.0,0.36,3.6,187.2,25,"","v1","","","",4.26021386273591,4.26021386273591,4.26021386273591,4.26021386273591,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
114,"FR",2027,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,265949.5167718,9278990.337268,26.480107423636,0.3,1.0,0.36,3.6,165.6,25,"","v1","","","",4.23181904741753,4.23181904741753,4.23181904741753,4.23181904741753,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
115,"FR",2030,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,260526.31591,9145005.3748,26.30784104332,0.3,1.0,0.36,3.6,144.0,25,"","v1","","","",4.20380023541281,4.20380023541281,4.20380023541281,4.20380023541281,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
116,"FR",2035,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,250955.961448,8863211.60453,26.092508067925,0.3025,1.0,0.36,3.6,117.0,25,"","v1","","","",4.16761740438704,4.16761740438704,4.16761740438704,4.16761740438704,1.0,3.30578512396694,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
117,"FR",2040,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,241385.606986,8581417.83426,25.87717509253,0.305,1.0,0.36,3.6,90.0,25,"","v1","","","",4.13205212170546,4.13205212170546,4.13205212170546,4.13205212170546,1.0,3.27868852459016,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
118,"FR",2045,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,231815.252524,8299624.06399,25.661842117135,0.3075,1.0,0.36,3.6,63.0,25,"","v1","","","",4.09708871118905,4.09708871118905,4.09708871118905,4.09708871118905,1.0,3.2520325203252,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
119,"FR",2050,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,222244.898062,8017830.29372,25.44650914174,0.31,1.0,0.36,3.6,36.0,25,"","v1","","","",4.06271202278369,4.06271202278369,4.06271202278369,4.06271202278369,1.0,3.2258064516129,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
120,"FR",2060,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,222244.898062,8017830.29372,25.44650914174,0.31,1.0,0.36,3.6,36.0,25,"","v1","","","",4.06271202278369,4.06271202278369,4.06271202278369,4.06271202278369,1.0,3.2258064516129,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
121,"FR",2070,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,222244.898062,8017830.29372,25.44650914174,0.31,1.0,0.36,3.6,36.0,25,"","v1","","","",4.06271202278369,4.06271202278369,4.06271202278369,4.06271202278369,1.0,3.2258064516129,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
122,"GB",2020,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,278603.652116,9591621.91636,26.88206231104,0.3,1.0,0.36,3.6,216.0,25,"","v1","","","",4.29867171044147,4.29867171044147,4.29867171044147,4.29867171044147,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
123,"GB",2021,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,276795.9184954,9546960.262204,26.824640184268,0.3,1.0,0.36,3.6,208.8,25,"","v1","","","",4.28899230125882,4.28899230125882,4.28899230125882,4.28899230125882,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
124,"GB",2024,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,271372.7176336,9412975.299736,26.652373803952,0.3,1.0,0.36,3.6,187.2,25,"","v1","","","",4.26021386273591,4.26021386273591,4.26021386273591,4.26021386273591,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
125,"GB",2027,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,265949.5167718,9278990.337268,26.480107423636,0.3,1.0,0.36,3.6,165.6,25,"","v1","","","",4.23181904741753,4.23181904741753,4.23181904741753,4.23181904741753,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
126,"GB",2030,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,260526.31591,9145005.3748,26.30784104332,0.3,1.0,0.36,3.6,144.0,25,"","v1","","","",4.20380023541281,4.20380023541281,4.20380023541281,4.20380023541281,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
127,"GB",2035,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,250955.961448,8863211.60453,26.092508067925,0.3025,1.0,0.36,3.6,117.0,25,"","v1","","","",4.16761740438704,4.16761740438704,4.16761740438704,4.16761740438704,1.0,3.30578512396694,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
128,"GB",2040,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,241385.606986,8581417.83426,25.87717509253,0.305,1.0,0.36,3.6,90.0,25,"","v1","","","",4.13205212170546,4.13205212170546,4.13205212170546,4.13205212170546,1.0,3.27868852459016,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
129,"GB",2045,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,231815.252524,8299624.06399,25.661842117135,0.3075,1.0,0.36,3.6,63.0,25,"","v1","","","",4.09708871118905,4.09708871118905,4.09708871118905,4.09708871118905,1.0,3.2520325203252,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
130,"GB",2050,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,222244.898062,8017830.29372,25.44650914174,0.31,1.0,0.36,3.6,36.0,25,"","v1","","","",4.06271202278369,4.06271202278369,4.06271202278369,4.06271202278369,1.0,3.2258064516129,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
131,"GB",2060,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,222244.898062,8017830.29372,25.44650914174,0.31,1.0,0.36,3.6,36.0,25,"","v1","","","",4.06271202278369,4.06271202278369,4.06271202278369,4.06271202278369,1.0,3.2258064516129,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
132,"GB",2070,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,222244.898062,8017830.29372,25.44650914174,0.31,1.0,0.36,3.6,36.0,25,"","v1","","","",4.06271202278369,4.06271202278369,4.06271202278369,4.06271202278369,1.0,3.2258064516129,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
133,"HU",2020,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,278603.652116,9591621.91636,26.88206231104,0.3,1.0,0.36,3.6,216.0,25,"","v1","","","",4.29867171044147,4.29867171044147,4.29867171044147,4.29867171044147,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
134,"HU",2021,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,276795.9184954,9546960.262204,26.824640184268,0.3,1.0,0.36,3.6,208.8,25,"","v1","","","",4.28899230125882,4.28899230125882,4.28899230125882,4.28899230125882,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
135,"HU",2024,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,271372.7176336,9412975.299736,26.652373803952,0.3,1.0,0.36,3.6,187.2,25,"","v1","","","",4.26021386273591,4.26021386273591,4.26021386273591,4.26021386273591,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
136,"HU",2027,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,265949.5167718,9278990.337268,26.480107423636,0.3,1.0,0.36,3.6,165.6,25,"","v1","","","",4.23181904741753,4.23181904741753,4.23181904741753,4.23181904741753,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
137,"HU",2030,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,260526.31591,9145005.3748,26.30784104332,0.3,1.0,0.36,3.6,144.0,25,"","v1","","","",4.20380023541281,4.20380023541281,4.20380023541281,4.20380023541281,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
138,"HU",2035,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,250955.961448,8863211.60453,26.092508067925,0.3025,1.0,0.36,3.6,117.0,25,"","v1","","","",4.16761740438704,4.16761740438704,4.16761740438704,4.16761740438704,1.0,3.30578512396694,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
139,"HU",2040,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,241385.606986,8581417.83426,25.87717509253,0.305,1.0,0.36,3.6,90.0,25,"","v1","","","",4.13205212170546,4.13205212170546,4.13205212170546,4.13205212170546,1.0,3.27868852459016,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
140,"HU",2045,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,231815.252524,8299624.06399,25.661842117135,0.3075,1.0,0.36,3.6,63.0,25,"","v1","","","",4.09708871118905,4.09708871118905,4.09708871118905,4.09708871118905,1.0,3.2520325203252,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
141,"HU",2050,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,222244.898062,8017830.29372,25.44650914174,0.31,1.0,0.36,3.6,36.0,25,"","v1","","","",4.06271202278369,4.06271202278369,4.06271202278369,4.06271202278369,1.0,3.2258064516129,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
142,"HU",2060,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,222244.898062,8017830.29372,25.44650914174,0.31,1.0,0.36,3.6,36.0,25,"","v1","","","",4.06271202278369,4.06271202278369,4.06271202278369,4.06271202278369,1.0,3.2258064516129,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
143,"HU",2070,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,222244.898062,8017830.29372,25.44650914174,0.31,1.0,0.36,3.6,36.0,25,"","v1","","","",4.06271202278369,4.06271202278369,4.06271202278369,4.06271202278369,1.0,3.2258064516129,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
144,"IE",2020,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,278603.652116,9591621.91636,26.88206231104,0.3,1.0,0.36,3.6,216.0,25,"","v1","","","",4.29867171044147,4.29867171044147,4.29867171044147,4.29867171044147,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
145,"IE",2021,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,276795.9184954,9546960.262204,26.824640184268,0.3,1.0,0.36,3.6,208.8,25,"","v1","","","",4.28899230125882,4.28899230125882,4.28899230125882,4.28899230125882,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
146,"IE",2024,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,271372.7176336,9412975.299736,26.652373803952,0.3,1.0,0.36,3.6,187.2,25,"","v1","","","",4.26021386273591,4.26021386273591,4.26021386273591,4.26021386273591,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
147,"IE",2027,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,265949.5167718,9278990.337268,26.480107423636,0.3,1.0,0.36,3.6,165.6,25,"","v1","","","",4.23181904741753,4.23181904741753,4.23181904741753,4.23181904741753,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
148,"IE",2030,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,260526.31591,9145005.3748,26.30784104332,0.3,1.0,0.36,3.6,144.0,25,"","v1","","","",4.20380023541281,4.20380023541281,4.20380023541281,4.20380023541281,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
149,"IE",2035,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,250955.961448,8863211.60453,26.092508067925,0.3025,1.0,0.36,3.6,117.0,25,"","v1","","","",4.16761740438704,4.16761740438704,4.16761740438704,4.16761740438704,1.0,3.30578512396694,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
150,"IE",2040,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,241385.606986,8581417.83426,25.87717509253,0.305,1.0,0.36,3.6,90.0,25,"","v1","","","",4.13205212170546,4.13205212170546,4.13205212170546,4.13205212170546,1.0,3.27868852459016,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
151,"IE",2045,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,231815.252524,8299624.06399,25.661842117135,0.3075,1.0,0.36,3.6,63.0,25,"","v1","","","",4.09708871118905,4.09708871118905,4.09708871118905,4.09708871118905,1.0,3.2520325203252,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
152,"IE",2050,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,222244.898062,8017830.29372,25.44650914174,0.31,1.0,0.36,3.6,36.0,25,"","v1","","","",4.06271202278369,4.06271202278369,4.06271202278369,4.06271202278369,1.0,3.2258064516129,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
153,"IE",2060,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,222244.898062,8017830.29372,25.44650914174,0.31,1.0,0.36,3.6,36.0,25,"","v1","","","",4.06271202278369,4.06271202278369,4.06271202278369,4.06271202278369,1.0,3.2258064516129,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
154,"IE",2070,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,222244.898062,8017830.29372,25.44650914174,0.31,1.0,0.36,3.6,36.0,25,"","v1","","","",4.06271202278369,4.06271202278369,4.06271202278369,4.06271202278369,1.0,3.2258064516129,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
155,"IT",2020,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,278603.652116,9591621.91636,26.88206231104,0.3,1.0,0.36,3.6,216.0,25,"","v1","","","",4.29867171044147,4.29867171044147,4.29867171044147,4.29867171044147,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
156,"IT",2021,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,276795.9184954,9546960.262204,26.824640184268,0.3,1.0,0.36,3.6,208.8,25,"","v1","","","",4.28899230125882,4.28899230125882,4.28899230125882,4.28899230125882,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
157,"IT",2024,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,271372.7176336,9412975.299736,26.652373803952,0.3,1.0,0.36,3.6,187.2,25,"","v1","","","",4.26021386273591,4.26021386273591,4.26021386273591,4.26021386273591,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
158,"IT",2027,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,265949.5167718,9278990.337268,26.480107423636,0.3,1.0,0.36,3.6,165.6,25,"","v1","","","",4.23181904741753,4.23181904741753,4.23181904741753,4.23181904741753,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
159,"IT",2030,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,260526.31591,9145005.3748,26.30784104332,0.3,1.0,0.36,3.6,144.0,25,"","v1","","","",4.20380023541281,4.20380023541281,4.20380023541281,4.20380023541281,1.0,3.33333333333333,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
160,"IT",2035,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,250955.961448,8863211.60453,26.092508067925,0.3025,1.0,0.36,3.6,117.0,25,"","v1","","","",4.16761740438704,4.16761740438704,4.16761740438704,4.16761740438704,1.0,3.30578512396694,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
161,"IT",2040,"pow_combustion_st_chp_waste_1",0.0,100000.0,0.0,241385.606986,8581417.83426,25.87717509253,0.305,1.0,0.36,3.6,90.0,25,"","v1","","","",4.13205212170546,4.13205212170546,4.13205212170546,4.13205212170546,1.0,3.27868852459016,"global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_waste_non_bio"
