"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_sec_methane","conversion_factor_sec_elec","ef_sec_methane_emi_co2_f_pow"
1,"global",2020,"pow_combustion_ic_methane_1",0.0,100000.0,0.0,6911.922667,521052.63182,6.380236308,1134.0,2.16,270.0,25,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_methane"
2,"global",2021,"pow_combustion_ic_methane_1",0.0,100000.0,0.0,6885.33834905,518925.886384,6.380236308,1134.0,2.16,270.0,25,"","v1","","","",2.0746887966805,1.0,"global_emission_factors.sec_methane"
3,"global",2024,"pow_combustion_ic_methane_1",0.0,100000.0,0.0,6805.5853952,512545.650076,6.380236308,1134.0,2.16,270.0,25,"","v1","","","",2.04918032786885,1.0,"global_emission_factors.sec_methane"
4,"global",2027,"pow_combustion_ic_methane_1",0.0,100000.0,0.0,6725.83244135,506165.413768,6.380236308,1134.0,2.16,270.0,25,"","v1","","","",2.02429149797571,1.0,"global_emission_factors.sec_methane"
5,"global",2030,"pow_combustion_ic_methane_1",0.0,100000.0,0.0,6646.0794875,499785.17746,6.380236308,1134.0,2.16,270.0,25,"","v1","","","",2.0,1.0,"global_emission_factors.sec_methane"
6,"global",2035,"pow_combustion_ic_methane_1",0.0,100000.0,0.0,6579.618692625,494468.31387,6.380236308,1134.0,2.16,270.0,25,"","v1","","","",2.0,1.0,"global_emission_factors.sec_methane"
7,"global",2040,"pow_combustion_ic_methane_1",0.0,100000.0,0.0,6513.15789775,489151.45028,6.380236308,1134.0,2.16,270.0,25,"","v1","","","",2.0,1.0,"global_emission_factors.sec_methane"
8,"global",2045,"pow_combustion_ic_methane_1",0.0,100000.0,0.0,6446.697102875,483834.58669,6.380236308,1134.0,2.16,270.0,25,"","v1","","","",2.0,1.0,"global_emission_factors.sec_methane"
9,"global",2050,"pow_combustion_ic_methane_1",0.0,100000.0,0.0,6380.236308,478517.7231,6.380236308,1134.0,2.16,270.0,25,"","v1","","","",2.0,1.0,"global_emission_factors.sec_methane"
10,"global",2060,"pow_combustion_ic_methane_1",0.0,100000.0,0.0,6380.236308,478517.7231,6.380236308,1134.0,2.16,270.0,25,"","v1","","","",2.0,1.0,"global_emission_factors.sec_methane"
11,"global",2070,"pow_combustion_ic_methane_1",0.0,100000.0,0.0,6380.236308,478517.7231,6.380236308,1134.0,2.16,270.0,25,"","v1","","","",2.0,1.0,"global_emission_factors.sec_methane"
12,"global",2020,"pow_combustion_gt_methane_1",0.0,100000.0,0.0,8579.291088824,478517.7231,4.785177231,6.12,3.6,172.8,25,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.sec_methane"
13,"global",2021,"pow_combustion_gt_methane_1",0.0,100000.0,0.0,8544.9739244687,477454.350382,4.785177231,6.12,3.6,172.8,25,"","v1","","","",2.37529691211401,1.0,"global_emission_factors.sec_methane"
14,"global",2024,"pow_combustion_gt_methane_1",0.0,100000.0,0.0,8442.02243140282,474264.232228,4.785177231,6.12,3.6,172.8,25,"","v1","","","",2.35849056603774,1.0,"global_emission_factors.sec_methane"
15,"global",2027,"pow_combustion_gt_methane_1",0.0,100000.0,0.0,8339.07093833693,471074.114074,4.785177231,6.12,3.6,172.8,25,"","v1","","","",2.34192037470726,1.0,"global_emission_factors.sec_methane"
16,"global",2030,"pow_combustion_gt_methane_1",0.0,100000.0,0.0,8236.11944527104,467883.99592,4.785177231,6.12,3.6,172.8,25,"","v1","","","",2.32558139534884,1.0,"global_emission_factors.sec_methane"
17,"global",2035,"pow_combustion_gt_methane_1",0.0,100000.0,0.0,8150.3265343828,459908.700535,4.785177231,6.12,3.6,172.8,25,"","v1","","","",2.29885057471264,1.0,"global_emission_factors.sec_methane"
18,"global",2040,"pow_combustion_gt_methane_1",0.0,100000.0,0.0,8064.53362349456,451933.40515,4.785177231,6.12,3.6,172.8,25,"","v1","","","",2.27272727272727,1.0,"global_emission_factors.sec_methane"
19,"global",2045,"pow_combustion_gt_methane_1",0.0,100000.0,0.0,7978.74071260632,443958.109765,4.785177231,6.12,3.6,172.8,25,"","v1","","","",2.24719101123596,1.0,"global_emission_factors.sec_methane"
20,"global",2050,"pow_combustion_gt_methane_1",0.0,100000.0,0.0,7892.94780171808,435982.81438,4.785177231,6.12,3.6,172.8,25,"","v1","","","",2.22222222222222,1.0,"global_emission_factors.sec_methane"
21,"global",2060,"pow_combustion_gt_methane_1",0.0,100000.0,0.0,7892.94780171808,435982.81438,4.785177231,6.12,3.6,172.8,25,"","v1","","","",2.22222222222222,1.0,"global_emission_factors.sec_methane"
22,"global",2070,"pow_combustion_gt_methane_1",0.0,100000.0,0.0,7892.94780171808,435982.81438,4.785177231,6.12,3.6,172.8,25,"","v1","","","",2.22222222222222,1.0,"global_emission_factors.sec_methane"
23,"global",2020,"pow_combustion_cc_methane_1",0.0,100000.0,0.0,696032.518263499,23276.0,2.10337968835213,0.0,0.0,0.0,30,"","v1","","","",1.68067226890756,1.0,"global_emission_factors.sec_methane"
24,"global",2021,"pow_combustion_cc_methane_1",0.0,100000.0,0.0,693596.404449577,22641.2,2.0462978799067,0.0,0.0,0.0,30,"","v1","","","",1.65562913907285,1.0,"global_emission_factors.sec_methane"
25,"global",2024,"pow_combustion_cc_methane_1",0.0,100000.0,0.0,686288.06300781,22323.8,2.01775697568398,0.0,0.0,0.0,30,"","v1","","","",1.64338537387017,1.0,"global_emission_factors.sec_methane"
26,"global",2027,"pow_combustion_cc_methane_1",0.0,100000.0,0.0,678979.721566043,22535.4,2.03678424516579,0.0,0.0,0.0,30,"","v1","","","",1.65152766308836,1.0,"global_emission_factors.sec_methane"
27,"global",2030,"pow_combustion_cc_methane_1",0.0,100000.0,0.0,671671.380124277,22218.0,2.00824334094307,0.0,0.0,0.0,30,"","v1","","","",1.63934426229508,1.0,"global_emission_factors.sec_methane"
28,"global",2035,"pow_combustion_cc_methane_1",0.0,100000.0,0.0,669061.258180789,21689.0,1.96282668668329,0.0,0.0,0.0,30,"","v1","","","",1.6260162601626,1.0,"global_emission_factors.sec_methane"
29,"global",2040,"pow_combustion_cc_methane_1",0.0,100000.0,0.0,666451.1362373,21160.0,1.9174100324235,0.0,0.0,0.0,30,"","v1","","","",1.61290322580645,1.0,"global_emission_factors.sec_methane"
30,"global",2045,"pow_combustion_cc_methane_1",0.0,100000.0,0.0,663841.014293812,20784.3202121641,1.87404758388879,0.0,0.0,0.0,30,"","v1","","","",1.6,1.0,"global_emission_factors.sec_methane"
31,"global",2050,"pow_combustion_cc_methane_1",0.0,100000.0,0.0,661230.892350324,20408.6404243281,1.83068513535407,0.0,0.0,0.0,30,"","v1","","","",1.58730158730159,1.0,"global_emission_factors.sec_methane"
32,"global",2060,"pow_combustion_cc_methane_1",0.0,100000.0,0.0,661230.892350324,20408.6404243281,1.83068513535407,0.0,0.0,0.0,30,"","v1","","","",1.58730158730159,1.0,"global_emission_factors.sec_methane"
33,"global",2070,"pow_combustion_cc_methane_1",0.0,100000.0,0.0,661230.892350324,20408.6404243281,1.83068513535407,0.0,0.0,0.0,30,"","v1","","","",1.58730158730159,1.0,"global_emission_factors.sec_methane"
34,"AT",2020,"pow_combustion_cc_methane_01",2987.0,0.0,0.0,21122.97,638029.808408208,1.6,0.0,0.0,0.0,0,"","v1","","","",1.75161542101809,1.0,"global_emission_factors.sec_methane"
35,"AT",2021,"pow_combustion_cc_methane_01",2987.0,0.0,0.0,21122.97,638029.808408208,1.6,0.0,0.0,0.0,0,"","v1","","","",1.75161542101809,1.0,"global_emission_factors.sec_methane"
36,"AT",2024,"pow_combustion_cc_methane_01",2689.0,0.0,0.0,21122.97,638029.808408208,1.6,0.0,0.0,0.0,0,"","v1","","","",1.7301694845459,1.0,"global_emission_factors.sec_methane"
37,"AT",2027,"pow_combustion_cc_methane_01",2689.0,0.0,0.0,21122.97,638029.808408208,1.6,0.0,0.0,0.0,0,"","v1","","","",1.7301694845459,1.0,"global_emission_factors.sec_methane"
38,"AT",2030,"pow_combustion_cc_methane_01",2466.0,0.0,0.0,21122.97,638029.808408208,1.6,0.0,0.0,0.0,0,"","v1","","","",1.7181891150699,1.0,"global_emission_factors.sec_methane"
39,"AT",2035,"pow_combustion_cc_methane_01",2432.0,0.0,0.0,21122.97,638029.808408208,1.6,0.0,0.0,0.0,0,"","v1","","","",1.71711637417321,1.0,"global_emission_factors.sec_methane"
40,"AT",2040,"pow_combustion_cc_methane_01",1375.0,0.0,0.0,21122.97,638029.808408208,1.6,0.0,0.0,0.0,0,"","v1","","","",1.71053089903016,1.0,"global_emission_factors.sec_methane"
41,"AT",2045,"pow_combustion_cc_methane_01",45.0,0.0,0.0,21122.97,638029.808408208,1.6,0.0,0.0,0.0,0,"","v1","","","",2.57731958762887,1.0,"global_emission_factors.sec_methane"
42,"AT",2050,"pow_combustion_cc_methane_01",45.0,0.0,0.0,21122.97,638029.808408208,1.6,0.0,0.0,0.0,0,"","v1","","","",2.57731958762887,1.0,"global_emission_factors.sec_methane"
43,"AT",2060,"pow_combustion_cc_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
44,"AT",2070,"pow_combustion_cc_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
45,"AT",2020,"pow_combustion_gt_methane_01",367.0,0.0,0.0,8535.944,480289.68,1.1,0.0,0.0,0.0,0,"","v1","","","",3.42798430786475,1.0,"global_emission_factors.sec_methane"
46,"AT",2021,"pow_combustion_gt_methane_01",367.0,0.0,0.0,8535.944,480289.68,1.1,0.0,0.0,0.0,0,"","v1","","","",3.42798430786475,1.0,"global_emission_factors.sec_methane"
47,"AT",2024,"pow_combustion_gt_methane_01",297.0,0.0,0.0,8535.944,480289.68,1.1,0.0,0.0,0.0,0,"","v1","","","",3.30897098801194,1.0,"global_emission_factors.sec_methane"
48,"AT",2027,"pow_combustion_gt_methane_01",232.0,0.0,0.0,8535.944,480289.68,1.1,0.0,0.0,0.0,0,"","v1","","","",3.18891576863866,1.0,"global_emission_factors.sec_methane"
49,"AT",2030,"pow_combustion_gt_methane_01",162.0,0.0,0.0,8535.944,480289.68,1.1,0.0,0.0,0.0,0,"","v1","","","",2.99423332840455,1.0,"global_emission_factors.sec_methane"
50,"AT",2035,"pow_combustion_gt_methane_01",162.0,0.0,0.0,8535.944,480289.68,1.1,0.0,0.0,0.0,0,"","v1","","","",2.99423332840455,1.0,"global_emission_factors.sec_methane"
51,"AT",2040,"pow_combustion_gt_methane_01",162.0,0.0,0.0,8535.944,480289.68,1.1,0.0,0.0,0.0,0,"","v1","","","",2.99423332840455,1.0,"global_emission_factors.sec_methane"
52,"AT",2045,"pow_combustion_gt_methane_01",42.0,0.0,0.0,8535.944,480289.68,1.1,0.0,0.0,0.0,0,"","v1","","","",2.8735632183908,1.0,"global_emission_factors.sec_methane"
53,"AT",2050,"pow_combustion_gt_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
54,"AT",2060,"pow_combustion_gt_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
55,"AT",2070,"pow_combustion_gt_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
56,"AT",2020,"pow_combustion_st_methane_01",318.0,0.0,0.0,49482.30593501,2280342.08443239,1.6,0.0,0.0,0.0,0,"","v1","","","",2.45308475407825,1.0,"global_emission_factors.sec_methane"
57,"AT",2021,"pow_combustion_st_methane_01",318.0,0.0,0.0,49482.30593501,2280342.08443239,1.6,0.0,0.0,0.0,0,"","v1","","","",2.45308475407825,1.0,"global_emission_factors.sec_methane"
58,"AT",2024,"pow_combustion_st_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
59,"AT",2027,"pow_combustion_st_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
60,"AT",2030,"pow_combustion_st_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
61,"AT",2035,"pow_combustion_st_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
62,"AT",2040,"pow_combustion_st_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
63,"AT",2045,"pow_combustion_st_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
64,"AT",2050,"pow_combustion_st_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
65,"AT",2060,"pow_combustion_st_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
66,"AT",2070,"pow_combustion_st_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
67,"BE",2020,"pow_combustion_cc_methane_01",5028.0,0.0,0.0,21122.97,638029.808408208,1.6,0.0,0.0,0.0,0,"","v1","","","",1.75739061746346,1.0,"global_emission_factors.sec_methane"
68,"BE",2021,"pow_combustion_cc_methane_01",5028.0,0.0,0.0,21122.97,638029.808408208,1.6,0.0,0.0,0.0,0,"","v1","","","",1.75739061746346,1.0,"global_emission_factors.sec_methane"
69,"BE",2024,"pow_combustion_cc_methane_01",4869.0,0.0,0.0,21122.97,638029.808408207,1.6,0.0,0.0,0.0,0,"","v1","","","",1.74955838832219,1.0,"global_emission_factors.sec_methane"
70,"BE",2027,"pow_combustion_cc_methane_01",8384.0,0.0,0.0,21122.97,634625.331604798,1.95485992052158,0.0,0.0,0.0,0,"","v1","","","",1.70476942248176,1.0,"global_emission_factors.sec_methane"
71,"BE",2030,"pow_combustion_cc_methane_01",7388.0,0.0,0.0,21122.97,634166.363156477,2.00269972572454,0.0,0.0,0.0,0,"","v1","","","",1.68794450818728,1.0,"global_emission_factors.sec_methane"
72,"BE",2035,"pow_combustion_cc_methane_01",6087.0,0.0,0.0,21122.97,633340.612824211,2.08877042445423,0.0,0.0,0.0,0,"","v1","","","",1.67374571951923,1.0,"global_emission_factors.sec_methane"
73,"BE",2040,"pow_combustion_cc_methane_01",5147.0,0.0,0.0,21122.97,632484.221946232,2.17803488899416,0.0,0.0,0.0,0,"","v1","","","",1.66547742702048,1.0,"global_emission_factors.sec_methane"
74,"BE",2045,"pow_combustion_cc_methane_01",4351.0,0.0,0.0,21122.97,631469.67659488,2.28378431938702,0.0,0.0,0.0,0,"","v1","","","",1.65234636982467,1.0,"global_emission_factors.sec_methane"
75,"BE",2050,"pow_combustion_cc_methane_01",3515.0,0.0,0.0,21122.97,629909.429028467,2.44641410345745,0.0,0.0,0.0,0,"","v1","","","",1.64638610989258,1.0,"global_emission_factors.sec_methane"
76,"BE",2060,"pow_combustion_cc_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
77,"BE",2070,"pow_combustion_cc_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
78,"BE",2020,"pow_combustion_gt_methane_01",460.0,0.0,0.0,8535.944,480289.68,1.1,0.0,0.0,0.0,0,"","v1","","","",2.80904365498104,1.0,"global_emission_factors.sec_methane"
79,"BE",2021,"pow_combustion_gt_methane_01",460.0,0.0,0.0,8535.944,480289.68,1.1,0.0,0.0,0.0,0,"","v1","","","",2.80904365498104,1.0,"global_emission_factors.sec_methane"
80,"BE",2024,"pow_combustion_gt_methane_01",424.0,0.0,0.0,8535.944,480289.68,1.1,0.0,0.0,0.0,0,"","v1","","","",2.73190243500134,1.0,"global_emission_factors.sec_methane"
81,"BE",2027,"pow_combustion_gt_methane_01",424.0,0.0,0.0,8535.944,480289.68,1.1,0.0,0.0,0.0,0,"","v1","","","",2.73190243500134,1.0,"global_emission_factors.sec_methane"
82,"BE",2030,"pow_combustion_gt_methane_01",424.0,0.0,0.0,8535.944,480289.68,1.1,0.0,0.0,0.0,0,"","v1","","","",2.73190243500134,1.0,"global_emission_factors.sec_methane"
83,"BE",2035,"pow_combustion_gt_methane_01",336.0,0.0,0.0,8535.944,480289.68,1.1,0.0,0.0,0.0,0,"","v1","","","",2.59163272861903,1.0,"global_emission_factors.sec_methane"
84,"BE",2040,"pow_combustion_gt_methane_01",336.0,0.0,0.0,8535.944,480289.68,1.1,0.0,0.0,0.0,0,"","v1","","","",2.59163272861903,1.0,"global_emission_factors.sec_methane"
85,"BE",2045,"pow_combustion_gt_methane_01",336.0,0.0,0.0,8535.944,480289.68,1.1,0.0,0.0,0.0,0,"","v1","","","",2.59163272861903,1.0,"global_emission_factors.sec_methane"
86,"BE",2050,"pow_combustion_gt_methane_01",246.0,0.0,0.0,8535.944,480289.68,1.1,0.0,0.0,0.0,0,"","v1","","","",2.51102400783929,1.0,"global_emission_factors.sec_methane"
87,"BE",2060,"pow_combustion_gt_methane_01",128.0,0.0,0.0,8535.944,480289.68,1.1,0.0,0.0,0.0,0,"","v1","","","",2.47524752475248,1.0,"global_emission_factors.sec_methane"
88,"BE",2070,"pow_combustion_gt_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
89,"BG",2020,"pow_combustion_cc_methane_01",49.0,0.0,0.0,21122.97,638029.808408208,1.6,0.0,0.0,0.0,0,"","v1","","","",1.73913043478261,1.0,"global_emission_factors.sec_methane"
90,"BG",2021,"pow_combustion_cc_methane_01",49.0,0.0,0.0,21122.97,638029.808408208,1.6,0.0,0.0,0.0,0,"","v1","","","",1.73913043478261,1.0,"global_emission_factors.sec_methane"
91,"BG",2024,"pow_combustion_cc_methane_01",49.0,0.0,0.0,21122.97,638029.808408208,1.6,0.0,0.0,0.0,0,"","v1","","","",1.73913043478261,1.0,"global_emission_factors.sec_methane"
92,"BG",2027,"pow_combustion_cc_methane_01",779.0,0.0,0.0,21122.97,630420.210273149,2.39317367846462,0.0,0.0,0.0,0,"","v1","","","",1.65192732165476,1.0,"global_emission_factors.sec_methane"
93,"BG",2030,"pow_combustion_cc_methane_01",779.0,0.0,0.0,21122.97,630420.210273149,2.39317367846462,0.0,0.0,0.0,0,"","v1","","","",1.65192732165476,1.0,"global_emission_factors.sec_methane"
94,"BG",2035,"pow_combustion_cc_methane_01",779.0,0.0,0.0,21122.97,630420.210273149,2.39317367846462,0.0,0.0,0.0,0,"","v1","","","",1.65192732165476,1.0,"global_emission_factors.sec_methane"
95,"BG",2040,"pow_combustion_cc_methane_01",779.0,0.0,0.0,21122.97,630420.210273149,2.39317367846462,0.0,0.0,0.0,0,"","v1","","","",1.65192732165476,1.0,"global_emission_factors.sec_methane"
96,"BG",2045,"pow_combustion_cc_methane_01",779.0,0.0,0.0,21122.97,630420.210273149,2.39317367846462,0.0,0.0,0.0,0,"","v1","","","",1.65192732165476,1.0,"global_emission_factors.sec_methane"
97,"BG",2050,"pow_combustion_cc_methane_01",730.0,0.0,0.0,21122.97,629909.429028467,2.44641410345745,0.0,0.0,0.0,0,"","v1","","","",1.64638610989258,1.0,"global_emission_factors.sec_methane"
98,"BG",2060,"pow_combustion_cc_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
99,"BG",2070,"pow_combustion_cc_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
100,"BG",2020,"pow_combustion_st_methane_01",359.0,0.0,0.0,49482.30593501,2280342.08443239,2.59442896935933,0.0,0.0,0.0,0,"","v1","","","",2.58939545189639,1.0,"global_emission_factors.sec_methane"
101,"BG",2021,"pow_combustion_st_methane_01",334.0,0.0,0.0,49482.30593501,2280342.08443239,2.6688622754491,0.0,0.0,0.0,0,"","v1","","","",2.59050479165826,1.0,"global_emission_factors.sec_methane"
102,"BG",2024,"pow_combustion_st_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
103,"BG",2027,"pow_combustion_st_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
104,"BG",2030,"pow_combustion_st_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
105,"BG",2035,"pow_combustion_st_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
106,"BG",2040,"pow_combustion_st_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
107,"BG",2045,"pow_combustion_st_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
108,"BG",2050,"pow_combustion_st_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
109,"BG",2060,"pow_combustion_st_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
110,"BG",2070,"pow_combustion_st_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
111,"CH",2020,"pow_combustion_cc_methane_01",170.0,0.0,0.0,21122.97,638029.808408208,1.6,0.0,0.0,0.0,0,"","v1","","","",1.76085515412662,1.0,"global_emission_factors.sec_methane"
112,"CH",2021,"pow_combustion_cc_methane_01",170.0,0.0,0.0,21122.97,638029.808408208,1.6,0.0,0.0,0.0,0,"","v1","","","",1.76085515412662,1.0,"global_emission_factors.sec_methane"
113,"CH",2024,"pow_combustion_cc_methane_01",170.0,0.0,0.0,21122.97,638029.808408208,1.6,0.0,0.0,0.0,0,"","v1","","","",1.76085515412662,1.0,"global_emission_factors.sec_methane"
114,"CH",2027,"pow_combustion_cc_methane_01",170.0,0.0,0.0,21122.97,638029.808408208,1.6,0.0,0.0,0.0,0,"","v1","","","",1.76085515412662,1.0,"global_emission_factors.sec_methane"
115,"CH",2030,"pow_combustion_cc_methane_01",147.0,0.0,0.0,21122.97,638029.808408208,1.6,0.0,0.0,0.0,0,"","v1","","","",1.74123165488078,1.0,"global_emission_factors.sec_methane"
116,"CH",2035,"pow_combustion_cc_methane_01",147.0,0.0,0.0,21122.97,638029.808408208,1.6,0.0,0.0,0.0,0,"","v1","","","",1.74123165488078,1.0,"global_emission_factors.sec_methane"
117,"CH",2040,"pow_combustion_cc_methane_01",147.0,0.0,0.0,21122.97,638029.808408208,1.6,0.0,0.0,0.0,0,"","v1","","","",1.74123165488078,1.0,"global_emission_factors.sec_methane"
118,"CH",2045,"pow_combustion_cc_methane_01",72.0,0.0,0.0,21122.97,638029.808408208,1.6,0.0,0.0,0.0,0,"","v1","","","",1.73310225303293,1.0,"global_emission_factors.sec_methane"
119,"CH",2050,"pow_combustion_cc_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
120,"CH",2060,"pow_combustion_cc_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
121,"CH",2070,"pow_combustion_cc_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
122,"CH",2020,"pow_combustion_gt_methane_01",124.0,0.0,0.0,8535.944,480289.68,1.1,0.0,0.0,0.0,0,"","v1","","","",3.16126532193918,1.0,"global_emission_factors.sec_methane"
123,"CH",2021,"pow_combustion_gt_methane_01",124.0,0.0,0.0,8535.944,480289.68,1.1,0.0,0.0,0.0,0,"","v1","","","",3.16126532193918,1.0,"global_emission_factors.sec_methane"
124,"CH",2024,"pow_combustion_gt_methane_01",124.0,0.0,0.0,8535.944,480289.68,1.1,0.0,0.0,0.0,0,"","v1","","","",3.16126532193918,1.0,"global_emission_factors.sec_methane"
125,"CH",2027,"pow_combustion_gt_methane_01",96.0,0.0,0.0,8535.944,480289.68,1.1,0.0,0.0,0.0,0,"","v1","","","",3.00940438871473,1.0,"global_emission_factors.sec_methane"
126,"CH",2030,"pow_combustion_gt_methane_01",96.0,0.0,0.0,8535.944,480289.68,1.1,0.0,0.0,0.0,0,"","v1","","","",3.00940438871473,1.0,"global_emission_factors.sec_methane"
127,"CH",2035,"pow_combustion_gt_methane_01",96.0,0.0,0.0,8535.944,480289.68,1.1,0.0,0.0,0.0,0,"","v1","","","",3.00940438871473,1.0,"global_emission_factors.sec_methane"
128,"CH",2040,"pow_combustion_gt_methane_01",59.0,0.0,0.0,8535.944,480289.68,1.1,0.0,0.0,0.0,0,"","v1","","","",2.94117647058824,1.0,"global_emission_factors.sec_methane"
129,"CH",2045,"pow_combustion_gt_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
130,"CH",2050,"pow_combustion_gt_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
131,"CH",2060,"pow_combustion_gt_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
132,"CH",2070,"pow_combustion_gt_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
133,"CY",2020,"pow_combustion_cc_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
134,"CY",2021,"pow_combustion_cc_methane_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_methane"
135,"CY",2024,"pow_combustion_cc_methane_01",160.0,0.0,0.0,21122.97,638029.808408208,2.44641410345745,0.0,0.0,0.0,0,"","v1","","","",1.65843056323085,1.0,"global_emission_factors.sec_methane"
136,"CY",2027,"pow_combustion_cc_methane_01",160.0,0.0,0.0,21122.97,638029.808408208,2.44641410345745,0.0,0.0,0.0,0,"","v1","","","",1.65843056323085,1.0,"global_emission_factors.sec_methane"
