"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_pri_landfill_gas","conversion_factor_sec_elec","ef_pri_landfill_gas_emi_co2_f_pow"
125,"FR",2027,"pow_combustion_ic_biogas_02",25.48,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
126,"FR",2030,"pow_combustion_ic_biogas_02",17.3,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
127,"FR",2035,"pow_combustion_ic_biogas_02",17.3,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
128,"FR",2040,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
129,"FR",2045,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
130,"FR",2050,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
131,"FR",2060,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
132,"FR",2070,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
133,"GB",2020,"pow_combustion_cc_biogas_01",3.65,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,1.0,"global_emission_factors.pri_landfill_gas"
134,"GB",2021,"pow_combustion_cc_biogas_01",3.65,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,1.0,"global_emission_factors.pri_landfill_gas"
135,"GB",2024,"pow_combustion_cc_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
136,"GB",2027,"pow_combustion_cc_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
137,"GB",2030,"pow_combustion_cc_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
138,"GB",2035,"pow_combustion_cc_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
139,"GB",2040,"pow_combustion_cc_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
140,"GB",2045,"pow_combustion_cc_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
141,"GB",2050,"pow_combustion_cc_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
142,"GB",2060,"pow_combustion_cc_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
143,"GB",2070,"pow_combustion_cc_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
144,"GB",2020,"pow_combustion_gt_biogas_02",10.11,0.0,0.0,8535.944,480289.68,4.761,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.pri_landfill_gas"
145,"GB",2021,"pow_combustion_gt_biogas_02",10.11,0.0,0.0,8535.944,480289.68,4.761,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.pri_landfill_gas"
146,"GB",2024,"pow_combustion_gt_biogas_02",0.1,0.0,0.0,8535.944,480289.68,4.761,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.pri_landfill_gas"
147,"GB",2027,"pow_combustion_gt_biogas_02",0.1,0.0,0.0,8535.944,480289.68,4.761,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.pri_landfill_gas"
148,"GB",2030,"pow_combustion_gt_biogas_02",0.1,0.0,0.0,8535.944,480289.68,4.761,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.pri_landfill_gas"
149,"GB",2035,"pow_combustion_gt_biogas_02",0.1,0.0,0.0,8535.944,480289.68,4.761,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.pri_landfill_gas"
150,"GB",2040,"pow_combustion_gt_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
151,"GB",2045,"pow_combustion_gt_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
152,"GB",2050,"pow_combustion_gt_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
153,"GB",2060,"pow_combustion_gt_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
154,"GB",2070,"pow_combustion_gt_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
155,"GB",2020,"pow_combustion_ic_biogas_02",466.46,0.0,0.0,6876.99999999999,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
156,"GB",2021,"pow_combustion_ic_biogas_02",466.46,0.0,0.0,6876.99999999999,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
157,"GB",2024,"pow_combustion_ic_biogas_02",196.879,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
158,"GB",2027,"pow_combustion_ic_biogas_02",69.861,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
159,"GB",2030,"pow_combustion_ic_biogas_02",23.736,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
160,"GB",2035,"pow_combustion_ic_biogas_02",0.834,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
161,"GB",2040,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
162,"GB",2045,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
163,"GB",2050,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
164,"GB",2060,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
165,"GB",2070,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
166,"HU",2020,"pow_combustion_ic_biogas_02",0.109,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
167,"HU",2021,"pow_combustion_ic_biogas_02",0.109,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
168,"HU",2024,"pow_combustion_ic_biogas_02",0.109,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
169,"HU",2027,"pow_combustion_ic_biogas_02",0.109,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
170,"HU",2030,"pow_combustion_ic_biogas_02",0.109,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
171,"HU",2035,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
172,"HU",2040,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
173,"HU",2045,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
174,"HU",2050,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
175,"HU",2060,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
176,"HU",2070,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
177,"IE",2020,"pow_combustion_ic_biogas_02",25.96,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
178,"IE",2021,"pow_combustion_ic_biogas_02",21.19,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
179,"IE",2024,"pow_combustion_ic_biogas_02",6.39,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
180,"IE",2027,"pow_combustion_ic_biogas_02",6.39,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
181,"IE",2030,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
182,"IE",2035,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
183,"IE",2040,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
184,"IE",2045,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
185,"IE",2050,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
186,"IE",2060,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
187,"IE",2070,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
188,"IT",2020,"pow_combustion_gt_biogas_02",3.06,0.0,0.0,8535.944,480289.68,4.761,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.pri_landfill_gas"
189,"IT",2021,"pow_combustion_gt_biogas_02",3.06,0.0,0.0,8535.944,480289.68,4.761,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.pri_landfill_gas"
190,"IT",2024,"pow_combustion_gt_biogas_02",3.06,0.0,0.0,8535.944,480289.68,4.761,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.pri_landfill_gas"
191,"IT",2027,"pow_combustion_gt_biogas_02",3.06,0.0,0.0,8535.944,480289.68,4.761,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.pri_landfill_gas"
192,"IT",2030,"pow_combustion_gt_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
193,"IT",2035,"pow_combustion_gt_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
194,"IT",2040,"pow_combustion_gt_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
195,"IT",2045,"pow_combustion_gt_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
196,"IT",2050,"pow_combustion_gt_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
197,"IT",2060,"pow_combustion_gt_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
198,"IT",2070,"pow_combustion_gt_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
199,"IT",2020,"pow_combustion_ic_biogas_02",78.077,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
200,"IT",2021,"pow_combustion_ic_biogas_02",78.077,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
201,"IT",2024,"pow_combustion_ic_biogas_02",61.442,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
202,"IT",2027,"pow_combustion_ic_biogas_02",47.912,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
203,"IT",2030,"pow_combustion_ic_biogas_02",9.41,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
204,"IT",2035,"pow_combustion_ic_biogas_02",0.96,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
205,"IT",2040,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
206,"IT",2045,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
207,"IT",2050,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
208,"IT",2060,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
209,"IT",2070,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
210,"LT",2020,"pow_combustion_ic_biogas_02",5.5,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
211,"LT",2021,"pow_combustion_ic_biogas_02",5.5,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
212,"LT",2024,"pow_combustion_ic_biogas_02",5.5,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
213,"LT",2027,"pow_combustion_ic_biogas_02",5.5,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
214,"LT",2030,"pow_combustion_ic_biogas_02",5.5,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
215,"LT",2035,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
216,"LT",2040,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
217,"LT",2045,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
218,"LT",2050,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
219,"LT",2060,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
220,"LT",2070,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
221,"NL",2020,"pow_combustion_ic_biogas_02",6.63,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
222,"NL",2021,"pow_combustion_ic_biogas_02",6.63,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
223,"NL",2024,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
224,"NL",2027,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
225,"NL",2030,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
226,"NL",2035,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
227,"NL",2040,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
228,"NL",2045,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
229,"NL",2050,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
230,"NL",2060,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
231,"NL",2070,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
232,"NO",2020,"pow_combustion_ic_biogas_02",6.106,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
233,"NO",2021,"pow_combustion_ic_biogas_02",6.106,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
234,"NO",2024,"pow_combustion_ic_biogas_02",1.846,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
235,"NO",2027,"pow_combustion_ic_biogas_02",0.856,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
236,"NO",2030,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
237,"NO",2035,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
238,"NO",2040,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
239,"NO",2045,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
240,"NO",2050,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
241,"NO",2060,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
242,"NO",2070,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
243,"PL",2020,"pow_combustion_ic_biogas_02",6.816,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
244,"PL",2021,"pow_combustion_ic_biogas_02",5.836,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
245,"PL",2024,"pow_combustion_ic_biogas_02",3.648,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.pri_landfill_gas"
246,"PL",2027,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
247,"PL",2030,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
248,"PL",2035,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
249,"PL",2040,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
250,"PL",2045,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
251,"PL",2050,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
252,"PL",2060,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
253,"PL",2070,"pow_combustion_ic_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_landfill_gas"
254,"PT",2020,"pow_combustion_gt_biogas_02",0.13,0.0,0.0,8535.944,480289.68,4.761,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.pri_landfill_gas"
255,"PT",2021,"pow_combustion_gt_biogas_02",0.13,0.0,0.0,8535.944,480289.68,4.761,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.pri_landfill_gas"
256,"PT",2024,"pow_combustion_gt_biogas_02",0.13,0.0,0.0,8535.944,480289.68,4.761,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.pri_landfill_gas"
257,"PT",2027,"pow_combustion_gt_biogas_02",0.13,0.0,0.0,8535.944,480289.68,4.761,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.pri_landfill_gas"
258,"PT",2030,"pow_combustion_gt_biogas_02",0.13,0.0,0.0,8535.944,480289.68,4.761,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.pri_landfill_gas"
