"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_sec_biogas","conversion_factor_sec_elec","ef_sec_biogas_emi_co2_f_pow"
127,"DE",2035,"pow_combustion_gt_biogas_04",10.7105,0.0,0.0,8535.944,480289.68,4.761,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.sec_biogas"
128,"DE",2040,"pow_combustion_gt_biogas_04",3.9545,0.0,0.0,8535.944,480289.68,4.761,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.sec_biogas"
129,"DE",2045,"pow_combustion_gt_biogas_04",3.8748,0.0,0.0,8535.944,480289.68,4.761,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.sec_biogas"
130,"DE",2050,"pow_combustion_gt_biogas_04",0.1998,0.0,0.0,8535.944,480289.68,4.761,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.sec_biogas"
131,"DE",2060,"pow_combustion_gt_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
132,"DE",2070,"pow_combustion_gt_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
133,"DE",2020,"pow_combustion_ic_biogas_04",3617.97349556858,0.0,0.0,6877.00000000001,523392.599999999,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333334,1.0,"global_emission_factors.sec_biogas"
134,"DE",2021,"pow_combustion_ic_biogas_04",3662.35009556858,0.0,0.0,6876.99999999995,523392.599999999,6.34800000000005,0.0,0.0,0.0,0,"","v1","","","",2.08333333333334,1.0,"global_emission_factors.sec_biogas"
135,"DE",2024,"pow_combustion_ic_biogas_04",3648.16199556858,0.0,0.0,6876.99999999995,523392.599999991,6.34799999999997,0.0,0.0,0.0,0,"","v1","","","",2.08333333333334,1.0,"global_emission_factors.sec_biogas"
136,"DE",2027,"pow_combustion_ic_biogas_04",3599.43424556858,0.0,0.0,6877.00000000005,523392.600000002,6.34799999999999,0.0,0.0,0.0,0,"","v1","","","",2.08333333333335,1.0,"global_emission_factors.sec_biogas"
137,"DE",2030,"pow_combustion_ic_biogas_04",3309.88549556857,0.0,0.0,6877.00000000002,523392.599999999,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333332,1.0,"global_emission_factors.sec_biogas"
138,"DE",2035,"pow_combustion_ic_biogas_04",1790.34879056857,0.0,0.0,6877.00000000005,523392.600000001,6.34800000000003,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
139,"DE",2040,"pow_combustion_ic_biogas_04",1003.58430056858,0.0,0.0,6877.00000000001,523392.600000001,6.34799999999999,0.0,0.0,0.0,0,"","v1","","","",2.08333333333334,1.0,"global_emission_factors.sec_biogas"
140,"DE",2045,"pow_combustion_ic_biogas_04",859.977310568577,0.0,0.0,6877.00000000001,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
141,"DE",2050,"pow_combustion_ic_biogas_04",49.9665,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
142,"DE",2060,"pow_combustion_ic_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
143,"DE",2070,"pow_combustion_ic_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
144,"DE",2020,"pow_combustion_st_biogas_02",15.32471,0.0,0.0,40600.6838382824,1216612.03326367,3.34887478861404,0.0,0.0,0.0,0,"","v1","","","",3.23512914210312,1.0,"global_emission_factors.sec_biogas"
145,"DE",2021,"pow_combustion_st_biogas_02",15.99751,0.0,0.0,41315.9944659157,1263464.25188074,3.3945870857603,0.0,0.0,0.0,0,"","v1","","","",3.28519488389356,1.0,"global_emission_factors.sec_biogas"
146,"DE",2024,"pow_combustion_st_biogas_02",15.99093,0.0,0.0,41320.4440885827,1263755.69826208,3.39487144120768,0.0,0.0,0.0,0,"","v1","","","",3.28551117027147,1.0,"global_emission_factors.sec_biogas"
147,"DE",2027,"pow_combustion_st_biogas_02",15.76493,0.0,0.0,41475.5277596992,1273913.54267595,3.40478214375109,0.0,0.0,0.0,0,"","v1","","","",3.29657294804748,1.0,"global_emission_factors.sec_biogas"
148,"DE",2030,"pow_combustion_st_biogas_02",13.65593,0.0,0.0,42705.9235978013,1354503.39072985,3.48341122877523,0.0,0.0,0.0,0,"","v1","","","",3.38704655993746,1.0,"global_emission_factors.sec_biogas"
149,"DE",2035,"pow_combustion_st_biogas_02",8.94294,0.0,0.0,44011.9620935287,1440047.76650209,3.56687429711895,0.0,0.0,0.0,0,"","v1","","","",3.48867876407428,1.0,"global_emission_factors.sec_biogas"
150,"DE",2040,"pow_combustion_st_biogas_02",6.25544,0.0,0.0,45165.6445043179,1515612.95236241,3.64060097073052,0.0,0.0,0.0,0,"","v1","","","",3.58366661722503,1.0,"global_emission_factors.sec_biogas"
151,"DE",2045,"pow_combustion_st_biogas_02",5.76029,0.0,0.0,44385.6402839557,1464523.36017284,3.59075439594314,0.0,0.0,0.0,0,"","v1","","","",3.51888923866917,1.0,"global_emission_factors.sec_biogas"
152,"DE",2050,"pow_combustion_st_biogas_02",0.6728,0.0,0.0,57608.9907923103,2330641.21853254,4.43579947755621,0.0,0.0,0.0,0,"","v1","","","",5.07363584696398,1.0,"global_emission_factors.sec_biogas"
153,"DE",2060,"pow_combustion_st_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
154,"DE",2070,"pow_combustion_st_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
155,"DK",2020,"pow_combustion_ic_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
156,"DK",2021,"pow_combustion_ic_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
157,"DK",2024,"pow_combustion_ic_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
158,"DK",2027,"pow_combustion_ic_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
159,"DK",2030,"pow_combustion_ic_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
160,"DK",2035,"pow_combustion_ic_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
161,"DK",2040,"pow_combustion_ic_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
162,"DK",2045,"pow_combustion_ic_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
163,"DK",2050,"pow_combustion_ic_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
164,"DK",2060,"pow_combustion_ic_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
165,"DK",2070,"pow_combustion_ic_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
166,"EE",2020,"pow_combustion_ic_biogas_04",9.99,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
167,"EE",2021,"pow_combustion_ic_biogas_04",9.99,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
168,"EE",2024,"pow_combustion_ic_biogas_04",9.99,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
169,"EE",2027,"pow_combustion_ic_biogas_04",9.99,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
170,"EE",2030,"pow_combustion_ic_biogas_04",9.0,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
171,"EE",2035,"pow_combustion_ic_biogas_04",7.0,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
172,"EE",2040,"pow_combustion_ic_biogas_04",3.1,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
173,"EE",2045,"pow_combustion_ic_biogas_04",3.1,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
174,"EE",2050,"pow_combustion_ic_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
175,"EE",2060,"pow_combustion_ic_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
176,"EE",2070,"pow_combustion_ic_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
177,"ES",2020,"pow_combustion_ic_biogas_04",32.6213918559411,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
178,"ES",2021,"pow_combustion_ic_biogas_04",32.7362642834728,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
179,"ES",2024,"pow_combustion_ic_biogas_04",27.4962642834728,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
180,"ES",2027,"pow_combustion_ic_biogas_04",27.4962642834728,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
181,"ES",2030,"pow_combustion_ic_biogas_04",26.4482642834728,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
182,"ES",2035,"pow_combustion_ic_biogas_04",26.0982642834728,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
183,"ES",2040,"pow_combustion_ic_biogas_04",26.0982642834728,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
184,"ES",2045,"pow_combustion_ic_biogas_04",26.0982642834728,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
185,"ES",2050,"pow_combustion_ic_biogas_04",0.114872427531685,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
186,"ES",2060,"pow_combustion_ic_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
187,"ES",2070,"pow_combustion_ic_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
188,"FI",2020,"pow_combustion_ic_biogas_04",3.56445191409885,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
189,"FI",2021,"pow_combustion_ic_biogas_04",31.978462014305,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
190,"FI",2024,"pow_combustion_ic_biogas_04",31.978462014305,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
191,"FI",2027,"pow_combustion_ic_biogas_04",31.978462014305,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
192,"FI",2030,"pow_combustion_ic_biogas_04",31.978462014305,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
193,"FI",2035,"pow_combustion_ic_biogas_04",31.978462014305,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
194,"FI",2040,"pow_combustion_ic_biogas_04",31.978462014305,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
195,"FI",2045,"pow_combustion_ic_biogas_04",31.978462014305,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
196,"FI",2050,"pow_combustion_ic_biogas_04",28.4140101002061,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
197,"FI",2060,"pow_combustion_ic_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
198,"FI",2070,"pow_combustion_ic_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
199,"FR",2020,"pow_combustion_gt_biogas_04",4.0,0.0,0.0,8535.944,480289.68,4.761,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.sec_biogas"
200,"FR",2021,"pow_combustion_gt_biogas_04",4.0,0.0,0.0,8535.944,480289.68,4.761,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.sec_biogas"
201,"FR",2024,"pow_combustion_gt_biogas_04",4.0,0.0,0.0,8535.944,480289.68,4.761,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.sec_biogas"
202,"FR",2027,"pow_combustion_gt_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
203,"FR",2030,"pow_combustion_gt_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
204,"FR",2035,"pow_combustion_gt_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
205,"FR",2040,"pow_combustion_gt_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
206,"FR",2045,"pow_combustion_gt_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
207,"FR",2050,"pow_combustion_gt_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
208,"FR",2060,"pow_combustion_gt_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
209,"FR",2070,"pow_combustion_gt_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
210,"FR",2020,"pow_combustion_ic_biogas_04",268.62045,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
211,"FR",2021,"pow_combustion_ic_biogas_04",361.62045,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
212,"FR",2024,"pow_combustion_ic_biogas_04",361.62045,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
213,"FR",2027,"pow_combustion_ic_biogas_04",361.62045,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
214,"FR",2030,"pow_combustion_ic_biogas_04",361.62045,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
215,"FR",2035,"pow_combustion_ic_biogas_04",361.62045,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
216,"FR",2040,"pow_combustion_ic_biogas_04",358.62045,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
217,"FR",2045,"pow_combustion_ic_biogas_04",358.62045,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
218,"FR",2050,"pow_combustion_ic_biogas_04",93.0,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
219,"FR",2060,"pow_combustion_ic_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
220,"FR",2070,"pow_combustion_ic_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
221,"FR",2020,"pow_combustion_st_biogas_02",8.4,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,1.0,"global_emission_factors.sec_biogas"
222,"FR",2021,"pow_combustion_st_biogas_02",8.4,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,1.0,"global_emission_factors.sec_biogas"
223,"FR",2024,"pow_combustion_st_biogas_02",8.4,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,1.0,"global_emission_factors.sec_biogas"
224,"FR",2027,"pow_combustion_st_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
225,"FR",2030,"pow_combustion_st_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
226,"FR",2035,"pow_combustion_st_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
227,"FR",2040,"pow_combustion_st_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
228,"FR",2045,"pow_combustion_st_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
229,"FR",2050,"pow_combustion_st_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
230,"FR",2060,"pow_combustion_st_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
231,"FR",2070,"pow_combustion_st_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
232,"GB",2020,"pow_combustion_cc_biogas_03",27.0,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,1.0,"global_emission_factors.sec_biogas"
233,"GB",2021,"pow_combustion_cc_biogas_03",27.0,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,1.0,"global_emission_factors.sec_biogas"
234,"GB",2024,"pow_combustion_cc_biogas_03",27.0,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,1.0,"global_emission_factors.sec_biogas"
235,"GB",2027,"pow_combustion_cc_biogas_03",27.0,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,1.0,"global_emission_factors.sec_biogas"
236,"GB",2030,"pow_combustion_cc_biogas_03",27.0,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,1.0,"global_emission_factors.sec_biogas"
237,"GB",2035,"pow_combustion_cc_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
238,"GB",2040,"pow_combustion_cc_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
239,"GB",2045,"pow_combustion_cc_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
240,"GB",2050,"pow_combustion_cc_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
241,"GB",2060,"pow_combustion_cc_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
242,"GB",2070,"pow_combustion_cc_biogas_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
243,"GB",2020,"pow_combustion_gt_biogas_04",44.0,0.0,0.0,8535.944,480289.68,4.761,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.sec_biogas"
244,"GB",2021,"pow_combustion_gt_biogas_04",44.0,0.0,0.0,8535.944,480289.68,4.761,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,1.0,"global_emission_factors.sec_biogas"
245,"GB",2024,"pow_combustion_gt_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
246,"GB",2027,"pow_combustion_gt_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
247,"GB",2030,"pow_combustion_gt_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
248,"GB",2035,"pow_combustion_gt_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
249,"GB",2040,"pow_combustion_gt_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
250,"GB",2045,"pow_combustion_gt_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
251,"GB",2050,"pow_combustion_gt_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
252,"GB",2060,"pow_combustion_gt_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
253,"GB",2070,"pow_combustion_gt_biogas_04",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_biogas"
254,"GB",2020,"pow_combustion_ic_biogas_04",222.701626433402,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
255,"GB",2021,"pow_combustion_ic_biogas_04",223.06880095323,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
256,"GB",2024,"pow_combustion_ic_biogas_04",223.02880095323,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
257,"GB",2027,"pow_combustion_ic_biogas_04",223.02880095323,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
258,"GB",2030,"pow_combustion_ic_biogas_04",223.02880095323,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
259,"GB",2035,"pow_combustion_ic_biogas_04",217.70880095323,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
260,"GB",2040,"pow_combustion_ic_biogas_04",217.20980095323,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,1.0,"global_emission_factors.sec_biogas"
