"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","cb_coefficient","cv_coefficient","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_sec_biogas","conversion_factor_sec_natural_gas_syn","conversion_factor_sec_elec","conversion_factor_sec_heat_low","ef_sec_biogas_emi_co2_f_pow","ef_sec_natural_gas_syn_emi_co2_f_pow"
1,"DE",2020,"pow_combustion_st_chp_biogas_0_ag",5.351,0.0,0.0,52011.0373466375,1963980.17854119,4.07805935538551,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",4.27417981670536,4.27417981670536,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
2,"DE",2021,"pow_combustion_st_chp_biogas_0_ag",5.615,0.0,0.0,52753.2695914415,2012595.73946646,4.12549209245846,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",4.36538260976743,4.36538260976743,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
3,"DE",2024,"pow_combustion_st_chp_biogas_0_ag",5.615,0.0,0.0,52753.2695914415,2012595.73946646,4.12549209245846,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",4.36538260976743,4.36538260976743,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
4,"DE",2027,"pow_combustion_st_chp_biogas_0_ag",5.615,0.0,0.0,52753.2695914415,2012595.73946646,4.12549209245846,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",4.36538260976743,4.36538260976743,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
5,"DE",2030,"pow_combustion_st_chp_biogas_0_ag",5.615,0.0,0.0,52753.2695914415,2012595.73946646,4.12549209245846,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",4.36538260976743,4.36538260976743,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
6,"DE",2035,"pow_combustion_st_chp_biogas_0_ag",3.824,0.0,0.0,58044.6133376869,2359174.11311296,4.46363816255346,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",5.14857519657217,5.14857519657217,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
7,"DE",2040,"pow_combustion_st_chp_biogas_0_ag",2.805,0.0,0.0,64407.0615020526,2775908.88653996,4.8702337167527,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",6.56477438136827,6.56477438136827,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
8,"DE",2045,"pow_combustion_st_chp_biogas_0_ag",2.805,0.0,0.0,64407.0615020526,2775908.88653996,4.8702337167527,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",6.56477438136827,6.56477438136827,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
9,"DE",2050,"pow_combustion_st_chp_biogas_0_ag",0.284,0.0,0.0,67797.5299776009,2997981.59746316,5.08690336547872,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",7.69230769230769,7.69230769230769,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
10,"DE",2060,"pow_combustion_st_chp_biogas_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
11,"DE",2070,"pow_combustion_st_chp_biogas_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
12,"GB",2020,"pow_combustion_st_chp_biogas_0_ag",5.5,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,2.66233766233766,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
13,"GB",2021,"pow_combustion_st_chp_biogas_0_ag",5.5,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,2.66233766233766,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
14,"GB",2024,"pow_combustion_st_chp_biogas_0_ag",5.5,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,2.66233766233766,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
15,"GB",2027,"pow_combustion_st_chp_biogas_0_ag",3.0,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,2.66233766233766,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
16,"GB",2030,"pow_combustion_st_chp_biogas_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
17,"GB",2035,"pow_combustion_st_chp_biogas_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
18,"GB",2040,"pow_combustion_st_chp_biogas_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
19,"GB",2045,"pow_combustion_st_chp_biogas_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
20,"GB",2050,"pow_combustion_st_chp_biogas_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
21,"GB",2060,"pow_combustion_st_chp_biogas_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
22,"GB",2070,"pow_combustion_st_chp_biogas_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
23,"NL",2020,"pow_combustion_st_chp_biogas_0_ag",0.25,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,2.66233766233766,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
