"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_pri_biomass_wood_chips_sr","conversion_factor_pri_biomass_pellets_sr","conversion_factor_pri_waste_other_bio_sr","conversion_factor_pri_waste_municipal_bio","conversion_factor_pri_waste_wood","conversion_factor_pri_sewage_sludge","conversion_factor_pri_waste_non_bio","conversion_factor_sec_elec","ef_pri_biomass_wood_chips_sr_emi_co2_f_pow","ef_pri_biomass_pellets_sr_emi_co2_f_pow","ef_pri_waste_other_bio_sr_emi_co2_f_pow","ef_pri_waste_municipal_bio_emi_co2_f_pow","ef_pri_waste_wood_emi_co2_f_pow","ef_pri_sewage_sludge_emi_co2_f_pow","ef_pri_waste_non_bio_emi_co2_f_pow"
1,"DE",2020,"pow_combustion_st_waste_0_ag",402.148,0.0,0.0,197516.743863573,7554211.74308902,22.2792948328464,0.0,0.0,0.0,0,"","v1","","","",4.14326839245969,4.14326839245969,4.14326839245969,4.14326839245969,4.14326839245969,4.14326839245969,4.14326839245969,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
2,"DE",2021,"pow_combustion_st_waste_0_ag",402.185,0.0,0.0,197538.576817256,7554527.8197287,22.2797638522735,0.0,0.0,0.0,0,"","v1","","","",4.14329060905498,4.14329060905498,4.14329060905498,4.14329060905498,4.14329060905498,4.14329060905498,4.14329060905498,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
3,"DE",2024,"pow_combustion_st_waste_0_ag",296.918,0.0,0.0,211353.604785668,8700125.53932081,27.3157276794127,0.0,0.0,0.0,0,"","v1","","","",4.55744464854852,4.55744464854852,4.55744464854852,4.55744464854852,4.55744464854852,4.55744464854852,4.55744464854852,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
4,"DE",2027,"pow_combustion_st_waste_0_ag",288.717,0.0,0.0,215783.867477903,8895179.93768291,28.0670367561702,0.0,0.0,0.0,0,"","v1","","","",4.6245899991372,4.6245899991372,4.6245899991372,4.6245899991372,4.6245899991372,4.6245899991372,4.6245899991372,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
5,"DE",2030,"pow_combustion_st_waste_0_ag",196.117,0.0,0.0,214762.035247417,8810177.38898234,27.6932066333351,0.0,0.0,0.0,0,"","v1","","","",4.59002702601512,4.59002702601512,4.59002702601512,4.59002702601512,4.59002702601512,4.59002702601512,4.59002702601512,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
6,"DE",2035,"pow_combustion_st_waste_0_ag",0.087,0.0,0.0,434838.0,10989922.1033677,27.3774726236741,0.0,0.0,0.0,0,"","v1","","","",4.39970486724871,4.39970486724871,4.39970486724871,4.39970486724871,4.39970486724871,4.39970486724871,4.39970486724871,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
7,"DE",2040,"pow_combustion_st_waste_0_ag",0.087,0.0,0.0,434838.0,10989922.1033677,27.3774726236741,0.0,0.0,0.0,0,"","v1","","","",4.39970486724871,4.39970486724871,4.39970486724871,4.39970486724871,4.39970486724871,4.39970486724871,4.39970486724871,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
8,"DE",2045,"pow_combustion_st_waste_0_ag",0.087,0.0,0.0,434838.0,10989922.1033677,27.3774726236741,0.0,0.0,0.0,0,"","v1","","","",4.39970486724871,4.39970486724871,4.39970486724871,4.39970486724871,4.39970486724871,4.39970486724871,4.39970486724871,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
9,"DE",2050,"pow_combustion_st_waste_0_ag",0.037,0.0,0.0,434838.0,10989922.1033676,27.3774726236741,0.0,0.0,0.0,0,"","v1","","","",4.39970486724871,4.39970486724871,4.39970486724871,4.39970486724871,4.39970486724871,4.39970486724871,4.39970486724871,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
10,"DE",2060,"pow_combustion_st_waste_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
