"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_pri_biomass_wood_chips_sr","conversion_factor_pri_biomass_pellets_sr","conversion_factor_pri_waste_other_bio_sr","conversion_factor_pri_waste_municipal_bio","conversion_factor_pri_waste_wood","conversion_factor_pri_sewage_sludge","conversion_factor_pri_waste_non_bio","conversion_factor_sec_elec","ef_pri_biomass_wood_chips_sr_emi_co2_f_pow","ef_pri_biomass_pellets_sr_emi_co2_f_pow","ef_pri_waste_other_bio_sr_emi_co2_f_pow","ef_pri_waste_municipal_bio_emi_co2_f_pow","ef_pri_waste_wood_emi_co2_f_pow","ef_pri_sewage_sludge_emi_co2_f_pow","ef_pri_waste_non_bio_emi_co2_f_pow"
11,"DE",2070,"pow_combustion_st_waste_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
12,"BE",2020,"pow_combustion_st_waste_0_ag",161.46,0.0,0.0,194692.513938337,6839443.18333641,18.841230663813,0.0,0.0,0.0,0,"","v1","","","",3.89757675830432,3.89757675830432,3.89757675830432,3.89757675830432,3.89757675830432,3.89757675830432,3.89757675830432,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
13,"BE",2021,"pow_combustion_st_waste_0_ag",161.46,0.0,0.0,194692.513938337,6839443.18333641,18.841230663813,0.0,0.0,0.0,0,"","v1","","","",3.89757675830432,3.89757675830432,3.89757675830432,3.89757675830432,3.89757675830432,3.89757675830432,3.89757675830432,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
14,"BE",2024,"pow_combustion_st_waste_0_ag",109.45,0.0,0.0,184596.471842553,7377298.44616613,22.0525295602216,0.0,0.0,0.0,0,"","v1","","","",4.13402630229279,4.13402630229279,4.13402630229279,4.13402630229279,4.13402630229279,4.13402630229279,4.13402630229279,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
15,"BE",2027,"pow_combustion_st_waste_0_ag",91.45,0.0,0.0,210037.974814407,8468753.60700698,26.2233222336434,0.0,0.0,0.0,0,"","v1","","","",4.45950479964232,4.45950479964232,4.45950479964232,4.45950479964232,4.45950479964232,4.45950479964232,4.45950479964232,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
16,"BE",2030,"pow_combustion_st_waste_0_ag",83.0,0.0,0.0,225787.397590361,9144412.93374163,28.8052285462244,0.0,0.0,0.0,0,"","v1","","","",4.68798974892191,4.68798974892191,4.68798974892191,4.68798974892191,4.68798974892191,4.68798974892191,4.68798974892191,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
17,"BE",2035,"pow_combustion_st_waste_0_ag",50.0,0.0,0.0,217948.0,9075206.33988065,28.85876939332,0.0,0.0,0.0,0,"","v1","","","",4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
18,"BE",2040,"pow_combustion_st_waste_0_ag",50.0,0.0,0.0,217948.0,9075206.33988065,28.85876939332,0.0,0.0,0.0,0,"","v1","","","",4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
19,"BE",2045,"pow_combustion_st_waste_0_ag",50.0,0.0,0.0,217948.0,9075206.33988065,28.85876939332,0.0,0.0,0.0,0,"","v1","","","",4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
20,"BE",2050,"pow_combustion_st_waste_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
21,"BE",2060,"pow_combustion_st_waste_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
22,"BE",2070,"pow_combustion_st_waste_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
23,"CH",2020,"pow_combustion_st_waste_0_ag",114.64,0.0,0.0,227153.490229119,6702026.24214601,16.4945883463024,0.0,0.0,0.0,0,"","v1","","","",3.72846345800716,3.72846345800716,3.72846345800716,3.72846345800716,3.72846345800716,3.72846345800716,3.72846345800716,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
24,"CH",2021,"pow_combustion_st_waste_0_ag",114.64,0.0,0.0,227153.490229119,6702026.24214601,16.4945883463024,0.0,0.0,0.0,0,"","v1","","","",3.72846345800716,3.72846345800716,3.72846345800716,3.72846345800716,3.72846345800716,3.72846345800716,3.72846345800716,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
25,"CH",2024,"pow_combustion_st_waste_0_ag",47.17,0.0,0.0,255524.072092808,8421966.36893507,23.6656499319068,0.0,0.0,0.0,0,"","v1","","","",4.21421403649578,4.21421403649578,4.21421403649578,4.21421403649578,4.21421403649578,4.21421403649578,4.21421403649578,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
26,"CH",2027,"pow_combustion_st_waste_0_ag",47.17,0.0,0.0,255524.072092808,8421966.36893507,23.6656499319068,0.0,0.0,0.0,0,"","v1","","","",4.21421403649578,4.21421403649578,4.21421403649578,4.21421403649578,4.21421403649578,4.21421403649578,4.21421403649578,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
27,"CH",2030,"pow_combustion_st_waste_0_ag",39.17,0.0,0.0,296409.355629308,9767867.11007751,28.3229007380766,0.0,0.0,0.0,0,"","v1","","","",4.58646664362811,4.58646664362811,4.58646664362811,4.58646664362811,4.58646664362811,4.58646664362811,4.58646664362811,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
28,"CH",2035,"pow_combustion_st_waste_0_ag",39.17,0.0,0.0,296409.355629308,9767867.11007751,28.3229007380766,0.0,0.0,0.0,0,"","v1","","","",4.58646664362811,4.58646664362811,4.58646664362811,4.58646664362811,4.58646664362811,4.58646664362811,4.58646664362811,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
29,"CH",2040,"pow_combustion_st_waste_0_ag",39.17,0.0,0.0,296409.355629308,9767867.11007751,28.3229007380766,0.0,0.0,0.0,0,"","v1","","","",4.58646664362811,4.58646664362811,4.58646664362811,4.58646664362811,4.58646664362811,4.58646664362811,4.58646664362811,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
30,"CH",2045,"pow_combustion_st_waste_0_ag",39.17,0.0,0.0,296409.355629308,9767867.11007751,28.3229007380766,0.0,0.0,0.0,0,"","v1","","","",4.58646664362811,4.58646664362811,4.58646664362811,4.58646664362811,4.58646664362811,4.58646664362811,4.58646664362811,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
31,"CH",2050,"pow_combustion_st_waste_0_ag",36.07,0.0,0.0,284512.244524536,9662838.81844459,28.404154609844,0.0,0.0,0.0,0,"","v1","","","",4.60326031062327,4.60326031062327,4.60326031062327,4.60326031062327,4.60326031062327,4.60326031062327,4.60326031062327,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
32,"CH",2060,"pow_combustion_st_waste_0_ag",36.07,0.0,0.0,284512.244524536,9662838.81844459,28.404154609844,0.0,0.0,0.0,0,"","v1","","","",4.60326031062327,4.60326031062327,4.60326031062327,4.60326031062327,4.60326031062327,4.60326031062327,4.60326031062327,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
33,"CH",2070,"pow_combustion_st_waste_0_ag",36.07,0.0,0.0,284512.244524536,9662838.81844459,28.404154609844,0.0,0.0,0.0,0,"","v1","","","",4.60326031062327,4.60326031062327,4.60326031062327,4.60326031062327,4.60326031062327,4.60326031062327,4.60326031062327,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
34,"DK",2020,"pow_combustion_st_waste_0_ag",90.6,0.0,0.0,284020.450331126,9658497.23471775,28.407513423759,0.0,0.0,0.0,0,"","v1","","","",4.60395716246362,4.60395716246362,4.60395716246362,4.60395716246362,4.60395716246362,4.60395716246362,4.60395716246362,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
35,"DK",2021,"pow_combustion_st_waste_0_ag",90.6,0.0,0.0,284020.450331126,9658497.23471775,28.407513423759,0.0,0.0,0.0,0,"","v1","","","",4.60395716246362,4.60395716246362,4.60395716246362,4.60395716246362,4.60395716246362,4.60395716246362,4.60395716246362,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
36,"DK",2024,"pow_combustion_st_waste_0_ag",70.5,0.0,0.0,241021.404255319,9278899.50620906,28.7011846305917,0.0,0.0,0.0,0,"","v1","","","",4.66571160877114,4.66571160877114,4.66571160877114,4.66571160877114,4.66571160877114,4.66571160877114,4.66571160877114,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
37,"DK",2027,"pow_combustion_st_waste_0_ag",63.0,0.0,0.0,217948.0,9075206.33988065,28.85876939332,0.0,0.0,0.0,0,"","v1","","","",4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
38,"DK",2030,"pow_combustion_st_waste_0_ag",63.0,0.0,0.0,217948.0,9075206.33988065,28.85876939332,0.0,0.0,0.0,0,"","v1","","","",4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
39,"DK",2035,"pow_combustion_st_waste_0_ag",63.0,0.0,0.0,217948.0,9075206.33988065,28.85876939332,0.0,0.0,0.0,0,"","v1","","","",4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
40,"DK",2040,"pow_combustion_st_waste_0_ag",63.0,0.0,0.0,217948.0,9075206.33988065,28.85876939332,0.0,0.0,0.0,0,"","v1","","","",4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
41,"DK",2045,"pow_combustion_st_waste_0_ag",63.0,0.0,0.0,217948.0,9075206.33988065,28.85876939332,0.0,0.0,0.0,0,"","v1","","","",4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,4.69953716137938,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
42,"DK",2050,"pow_combustion_st_waste_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
43,"DK",2060,"pow_combustion_st_waste_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
44,"DK",2070,"pow_combustion_st_waste_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
45,"ES",2020,"pow_combustion_st_waste_0_ag",483.725,0.0,0.0,172245.507329341,7039470.04182581,20.9902053170262,0.0,0.0,0.0,0,"","v1","","","",4.0621044144554,4.0621044144554,4.0621044144554,4.0621044144554,4.0621044144554,4.0621044144554,4.0621044144554,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
46,"ES",2021,"pow_combustion_st_waste_0_ag",483.725,0.0,0.0,172245.507329341,7039470.04182581,20.9902053170262,0.0,0.0,0.0,0,"","v1","","","",4.0621044144554,4.0621044144554,4.0621044144554,4.0621044144554,4.0621044144554,4.0621044144554,4.0621044144554,1.0,"global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge","global_emission_factors.pri_waste_non_bio"
