"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","cb_coefficient","cv_coefficient","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_pri_sewage_gas","conversion_factor_sec_elec","conversion_factor_sec_heat_low","ef_pri_sewage_gas_emi_co2_f_pow"
109,"FI",2060,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
110,"FI",2070,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
111,"GB",2020,"pow_combustion_ic_chp_biogas_02",67.484,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
112,"GB",2021,"pow_combustion_ic_chp_biogas_02",67.484,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
113,"GB",2024,"pow_combustion_ic_chp_biogas_02",50.236,0.0,0.0,10315.5,1005100.0,7.935,0.860000000000001,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
114,"GB",2027,"pow_combustion_ic_chp_biogas_02",42.736,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
115,"GB",2030,"pow_combustion_ic_chp_biogas_02",42.736,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
116,"GB",2035,"pow_combustion_ic_chp_biogas_02",32.313,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
117,"GB",2040,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
118,"GB",2045,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
119,"GB",2050,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
120,"GB",2060,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
121,"GB",2070,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
122,"GR",2020,"pow_combustion_ic_chp_biogas_02",0.54,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
123,"GR",2021,"pow_combustion_ic_chp_biogas_02",0.54,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
124,"GR",2024,"pow_combustion_ic_chp_biogas_02",0.54,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
125,"GR",2027,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
126,"GR",2030,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
127,"GR",2035,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
128,"GR",2040,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
129,"GR",2045,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
130,"GR",2050,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
131,"GR",2060,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
132,"GR",2070,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
133,"HU",2020,"pow_combustion_ic_chp_biogas_02",2.321,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
134,"HU",2021,"pow_combustion_ic_chp_biogas_02",2.321,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
135,"HU",2024,"pow_combustion_ic_chp_biogas_02",1.991,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
136,"HU",2027,"pow_combustion_ic_chp_biogas_02",0.66,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
137,"HU",2030,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
138,"HU",2035,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
139,"HU",2040,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
140,"HU",2045,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
141,"HU",2050,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
142,"HU",2060,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
143,"HU",2070,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
144,"IE",2020,"pow_combustion_ic_chp_biogas_02",16.0,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
145,"IE",2021,"pow_combustion_ic_chp_biogas_02",16.0,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
146,"IE",2024,"pow_combustion_ic_chp_biogas_02",16.0,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
147,"IE",2027,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
148,"IE",2030,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
149,"IE",2035,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
150,"IE",2040,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
151,"IE",2045,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
152,"IE",2050,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
153,"IE",2060,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
154,"IE",2070,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
155,"IT",2020,"pow_combustion_gt_chp_biogas_02",0.46,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.pri_sewage_gas"
156,"IT",2021,"pow_combustion_gt_chp_biogas_02",0.46,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.pri_sewage_gas"
157,"IT",2024,"pow_combustion_gt_chp_biogas_02",0.46,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.pri_sewage_gas"
158,"IT",2027,"pow_combustion_gt_chp_biogas_02",0.46,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.pri_sewage_gas"
159,"IT",2030,"pow_combustion_gt_chp_biogas_02",0.46,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.pri_sewage_gas"
160,"IT",2035,"pow_combustion_gt_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
161,"IT",2040,"pow_combustion_gt_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
162,"IT",2045,"pow_combustion_gt_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
163,"IT",2050,"pow_combustion_gt_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
164,"IT",2060,"pow_combustion_gt_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
165,"IT",2070,"pow_combustion_gt_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
166,"IT",2020,"pow_combustion_ic_chp_biogas_02",9.376,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
167,"IT",2021,"pow_combustion_ic_chp_biogas_02",9.376,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
168,"IT",2024,"pow_combustion_ic_chp_biogas_02",0.15,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
169,"IT",2027,"pow_combustion_ic_chp_biogas_02",0.15,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
170,"IT",2030,"pow_combustion_ic_chp_biogas_02",0.15,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
171,"IT",2035,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
172,"IT",2040,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
173,"IT",2045,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
174,"IT",2050,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
175,"IT",2060,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
176,"IT",2070,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
177,"LU",2020,"pow_combustion_ic_chp_biogas_02",1.35,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
178,"LU",2021,"pow_combustion_ic_chp_biogas_02",1.35,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
179,"LU",2024,"pow_combustion_ic_chp_biogas_02",1.2,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
180,"LU",2027,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
181,"LU",2030,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
182,"LU",2035,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
183,"LU",2040,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
184,"LU",2045,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
185,"LU",2050,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
186,"LU",2060,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
187,"LU",2070,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
188,"LV",2020,"pow_combustion_ic_chp_biogas_02",2.024,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
189,"LV",2021,"pow_combustion_ic_chp_biogas_02",2.024,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
190,"LV",2024,"pow_combustion_ic_chp_biogas_02",2.024,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
191,"LV",2027,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
192,"LV",2030,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
193,"LV",2035,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
194,"LV",2040,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
195,"LV",2045,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
196,"LV",2050,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
197,"LV",2060,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
198,"LV",2070,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
199,"NL",2020,"pow_combustion_ic_chp_biogas_02",4.846,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
200,"NL",2021,"pow_combustion_ic_chp_biogas_02",4.846,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
201,"NL",2024,"pow_combustion_ic_chp_biogas_02",4.676,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
202,"NL",2027,"pow_combustion_ic_chp_biogas_02",4.676,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
203,"NL",2030,"pow_combustion_ic_chp_biogas_02",4.676,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
204,"NL",2035,"pow_combustion_ic_chp_biogas_02",0.5,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
205,"NL",2040,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
206,"NL",2045,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
207,"NL",2050,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
208,"NL",2060,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
209,"NL",2070,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
210,"NO",2020,"pow_combustion_ic_chp_biogas_02",0.3,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
211,"NO",2021,"pow_combustion_ic_chp_biogas_02",0.3,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
212,"NO",2024,"pow_combustion_ic_chp_biogas_02",0.3,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
213,"NO",2027,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
214,"NO",2030,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
215,"NO",2035,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
216,"NO",2040,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
217,"NO",2045,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
218,"NO",2050,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
219,"NO",2060,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
220,"NO",2070,"pow_combustion_ic_chp_biogas_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_sewage_gas"
221,"PL",2020,"pow_combustion_ic_chp_biogas_02",14.488,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
222,"PL",2021,"pow_combustion_ic_chp_biogas_02",14.308,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
223,"PL",2024,"pow_combustion_ic_chp_biogas_02",12.788,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_sewage_gas"
