"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","cb_coefficient","cv_coefficient","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_pri_landfill_gas","conversion_factor_sec_elec","conversion_factor_sec_heat_low","ef_pri_landfill_gas_emi_co2_f_pow"
108,"FI",2050,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
109,"FI",2060,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
110,"FI",2070,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
111,"FI",2020,"pow_combustion_ic_chp_biogas_01",15.465,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
112,"FI",2021,"pow_combustion_ic_chp_biogas_01",15.465,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
113,"FI",2024,"pow_combustion_ic_chp_biogas_01",15.0,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
114,"FI",2027,"pow_combustion_ic_chp_biogas_01",15.0,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
115,"FI",2030,"pow_combustion_ic_chp_biogas_01",15.0,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
116,"FI",2035,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
117,"FI",2040,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
118,"FI",2045,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
119,"FI",2050,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
120,"FI",2060,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
121,"FI",2070,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
122,"FR",2020,"pow_combustion_gt_chp_biogas_01",4.7,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.pri_landfill_gas"
123,"FR",2021,"pow_combustion_gt_chp_biogas_01",4.7,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.pri_landfill_gas"
124,"FR",2024,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
125,"FR",2027,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
126,"FR",2030,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
127,"FR",2035,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
128,"FR",2040,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
129,"FR",2045,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
130,"FR",2050,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
131,"FR",2060,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
132,"FR",2070,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
133,"FR",2020,"pow_combustion_ic_chp_biogas_01",1.4,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
134,"FR",2021,"pow_combustion_ic_chp_biogas_01",1.4,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
135,"FR",2024,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
136,"FR",2027,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
137,"FR",2030,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
138,"FR",2035,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
139,"FR",2040,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
140,"FR",2045,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
141,"FR",2050,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
142,"FR",2060,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
143,"FR",2070,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
144,"GB",2020,"pow_combustion_ic_chp_biogas_01",26.54,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
145,"GB",2021,"pow_combustion_ic_chp_biogas_01",26.54,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
146,"GB",2024,"pow_combustion_ic_chp_biogas_01",23.54,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
147,"GB",2027,"pow_combustion_ic_chp_biogas_01",21.54,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
148,"GB",2030,"pow_combustion_ic_chp_biogas_01",17.59,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
149,"GB",2035,"pow_combustion_ic_chp_biogas_01",8.145,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
150,"GB",2040,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
151,"GB",2045,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
152,"GB",2050,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
153,"GB",2060,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
154,"GB",2070,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
155,"GR",2020,"pow_combustion_ic_chp_biogas_01",28.53,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
156,"GR",2021,"pow_combustion_ic_chp_biogas_01",28.53,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
157,"GR",2024,"pow_combustion_ic_chp_biogas_01",28.53,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
158,"GR",2027,"pow_combustion_ic_chp_biogas_01",14.78,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
159,"GR",2030,"pow_combustion_ic_chp_biogas_01",9.732,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
160,"GR",2035,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
161,"GR",2040,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
162,"GR",2045,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
163,"GR",2050,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
164,"GR",2060,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
165,"GR",2070,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
166,"HU",2020,"pow_combustion_ic_chp_biogas_01",2.325,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
167,"HU",2021,"pow_combustion_ic_chp_biogas_01",2.325,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
168,"HU",2024,"pow_combustion_ic_chp_biogas_01",2.325,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
169,"HU",2027,"pow_combustion_ic_chp_biogas_01",2.325,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
170,"HU",2030,"pow_combustion_ic_chp_biogas_01",1.775,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
171,"HU",2035,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
172,"HU",2040,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
173,"HU",2045,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
174,"HU",2050,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
175,"HU",2060,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
176,"HU",2070,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
177,"IE",2020,"pow_combustion_ic_chp_biogas_01",10.765,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
178,"IE",2021,"pow_combustion_ic_chp_biogas_01",10.765,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
179,"IE",2024,"pow_combustion_ic_chp_biogas_01",10.765,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
180,"IE",2027,"pow_combustion_ic_chp_biogas_01",10.765,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
181,"IE",2030,"pow_combustion_ic_chp_biogas_01",7.0,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
182,"IE",2035,"pow_combustion_ic_chp_biogas_01",7.0,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
183,"IE",2040,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
184,"IE",2045,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
185,"IE",2050,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
186,"IE",2060,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
187,"IE",2070,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
188,"IT",2020,"pow_combustion_gt_chp_biogas_01",4.8,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.pri_landfill_gas"
189,"IT",2021,"pow_combustion_gt_chp_biogas_01",4.8,0.0,0.0,20631.0,772340.0,5.7132,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.7027027027027,1.0,1.0,"global_emission_factors.pri_landfill_gas"
190,"IT",2024,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
191,"IT",2027,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
192,"IT",2030,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
193,"IT",2035,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
194,"IT",2040,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
195,"IT",2045,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
196,"IT",2050,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
197,"IT",2060,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
198,"IT",2070,"pow_combustion_gt_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
199,"IT",2020,"pow_combustion_ic_chp_biogas_01",10.151,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
200,"IT",2021,"pow_combustion_ic_chp_biogas_01",10.151,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
201,"IT",2024,"pow_combustion_ic_chp_biogas_01",8.65,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
202,"IT",2027,"pow_combustion_ic_chp_biogas_01",3.2,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
203,"IT",2030,"pow_combustion_ic_chp_biogas_01",0.65,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
204,"IT",2035,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
205,"IT",2040,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
206,"IT",2045,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
207,"IT",2050,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
208,"IT",2060,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
209,"IT",2070,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
210,"LV",2020,"pow_combustion_ic_chp_biogas_01",5.03,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
211,"LV",2021,"pow_combustion_ic_chp_biogas_01",5.03,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
212,"LV",2024,"pow_combustion_ic_chp_biogas_01",5.03,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
213,"LV",2027,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
214,"LV",2030,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
215,"LV",2035,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
216,"LV",2040,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
217,"LV",2045,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
218,"LV",2050,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
219,"LV",2060,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
220,"LV",2070,"pow_combustion_ic_chp_biogas_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_landfill_gas"
221,"NL",2020,"pow_combustion_ic_chp_biogas_01",7.9,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
222,"NL",2021,"pow_combustion_ic_chp_biogas_01",7.9,0.0,0.0,10315.5,1005100.0,7.935,0.86,1.0,0.0,0.0,0.0,0,"","v1","","","",2.32558139534884,1.0,1.16279069767442,"global_emission_factors.pri_landfill_gas"
