"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","cb_coefficient","cv_coefficient","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_pri_biomass_wood_chips_sr","conversion_factor_sec_elec","conversion_factor_sec_heat_low","ef_pri_biomass_wood_chips_sr_emi_co2_f_pow"
1,"DE",2020,"pow_combustion_st_chp_biomass_07",45.714,0.0,0.0,126789.181968407,4736290.05269852,11.2420400743004,0.540094500590629,0.116521197007481,0.0,0.0,0.0,0,"","v1","","","",2.6059846322497,1.0,1.85152783245605,"global_emission_factors.pri_biomass_wood_chips_sr"
2,"DE",2021,"pow_combustion_st_chp_biomass_07",45.714,0.0,0.0,126789.181968407,4736290.05269852,11.2420400743004,0.540094500590629,0.116521197007481,0.0,0.0,0.0,0,"","v1","","","",2.6059846322497,1.0,1.85152783245605,"global_emission_factors.pri_biomass_wood_chips_sr"
3,"DE",2024,"pow_combustion_st_chp_biomass_07",43.214,0.0,0.0,113154.618052107,4468015.76241857,10.5617186809376,0.541719813023557,0.115058777248114,0.0,0.0,0.0,0,"","v1","","","",2.62644324010252,1.0,1.84597272604558,"global_emission_factors.pri_biomass_wood_chips_sr"
4,"DE",2027,"pow_combustion_st_chp_biomass_07",43.214,0.0,0.0,113154.618052107,4468015.76241857,10.5617186809376,0.541719813023557,0.115058777248114,0.0,0.0,0.0,0,"","v1","","","",2.62644324010252,1.0,1.84597272604558,"global_emission_factors.pri_biomass_wood_chips_sr"
5,"DE",2030,"pow_combustion_st_chp_biomass_07",41.964,0.0,0.0,114505.689448855,4511804.31227546,10.7247993964157,0.557856257744734,0.118486083309503,0.0,0.0,0.0,0,"","v1","","","",2.57591187243454,1.0,1.79257646771363,"global_emission_factors.pri_biomass_wood_chips_sr"
6,"DE",2035,"pow_combustion_st_chp_biomass_07",6.912,0.0,0.0,39684.481592815,2204555.17542678,3.46539857885577,0.674722222222222,0.120486111111111,0.0,0.0,0.0,0,"","v1","","","",2.53120056248901,1.0,1.48209139563606,"global_emission_factors.pri_biomass_wood_chips_sr"
7,"DE",2040,"pow_combustion_st_chp_biomass_07",6.912,0.0,0.0,39684.481592815,2204555.17542678,3.46539857885577,0.674722222222222,0.120486111111111,0.0,0.0,0.0,0,"","v1","","","",2.53120056248901,1.0,1.48209139563606,"global_emission_factors.pri_biomass_wood_chips_sr"
8,"DE",2045,"pow_combustion_st_chp_biomass_07",5.552,0.0,0.0,32798.0,2010200.0,3.0682,0.84,0.15,0.0,0.0,0.0,0,"","v1","","","",2.17391304347826,1.0,1.19047619047619,"global_emission_factors.pri_biomass_wood_chips_sr"
9,"DE",2050,"pow_combustion_st_chp_biomass_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_sr"
10,"DE",2060,"pow_combustion_st_chp_biomass_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_sr"
11,"DE",2070,"pow_combustion_st_chp_biomass_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_sr"
