"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_sec_heating_oil","conversion_factor_sec_elec","ef_sec_heating_oil_emi_co2_f_pow"
412,"IE",2030,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
413,"IE",2035,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
414,"IE",2040,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
415,"IE",2045,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
416,"IE",2050,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
417,"IE",2060,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
418,"IE",2070,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
419,"IT",2020,"pow_combustion_cc_oil_02",718.0,0.0,0.0,21122.97,638029.808408207,1.1,0.0,0.0,0.0,0,"","v1","","","",2.59207074080187,1.0,"global_emission_factors.sec_heating_oil"
420,"IT",2021,"pow_combustion_cc_oil_02",718.0,0.0,0.0,21122.97,638029.808408207,1.1,0.0,0.0,0.0,0,"","v1","","","",2.59207074080187,1.0,"global_emission_factors.sec_heating_oil"
421,"IT",2024,"pow_combustion_cc_oil_02",197.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.57419916761898,1.0,"global_emission_factors.sec_heating_oil"
422,"IT",2027,"pow_combustion_cc_oil_02",134.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.5751487004243,1.0,"global_emission_factors.sec_heating_oil"
423,"IT",2030,"pow_combustion_cc_oil_02",134.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.5751487004243,1.0,"global_emission_factors.sec_heating_oil"
424,"IT",2035,"pow_combustion_cc_oil_02",60.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.58836684405607,1.0,"global_emission_factors.sec_heating_oil"
425,"IT",2040,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
426,"IT",2045,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
427,"IT",2050,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
428,"IT",2060,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
429,"IT",2070,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
430,"IT",2020,"pow_combustion_gt_oil_02",381.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",3.0984476858418,1.0,"global_emission_factors.sec_heating_oil"
431,"IT",2021,"pow_combustion_gt_oil_02",381.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",3.0984476858418,1.0,"global_emission_factors.sec_heating_oil"
432,"IT",2024,"pow_combustion_gt_oil_02",381.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",3.0984476858418,1.0,"global_emission_factors.sec_heating_oil"
433,"IT",2027,"pow_combustion_gt_oil_02",303.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.95436817472699,1.0,"global_emission_factors.sec_heating_oil"
434,"IT",2030,"pow_combustion_gt_oil_02",303.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.95436817472699,1.0,"global_emission_factors.sec_heating_oil"
435,"IT",2035,"pow_combustion_gt_oil_02",303.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.95436817472699,1.0,"global_emission_factors.sec_heating_oil"
436,"IT",2040,"pow_combustion_gt_oil_02",303.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.95436817472699,1.0,"global_emission_factors.sec_heating_oil"
437,"IT",2045,"pow_combustion_gt_oil_02",90.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.77777777777778,1.0,"global_emission_factors.sec_heating_oil"
438,"IT",2050,"pow_combustion_gt_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
439,"IT",2060,"pow_combustion_gt_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
440,"IT",2070,"pow_combustion_gt_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
441,"IT",2020,"pow_combustion_st_oil_02",8031.0,0.0,0.0,49482.30593501,2280342.08443238,1.1,0.0,0.0,0.0,0,"","v1","","","",2.54443449948952,1.0,"global_emission_factors.sec_heating_oil"
442,"IT",2021,"pow_combustion_st_oil_02",7778.0,0.0,0.0,49482.30593501,2280342.08443238,1.1,0.0,0.0,0.0,0,"","v1","","","",2.54215557508855,1.0,"global_emission_factors.sec_heating_oil"
443,"IT",2024,"pow_combustion_st_oil_02",3932.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.48613701830383,1.0,"global_emission_factors.sec_heating_oil"
444,"IT",2027,"pow_combustion_st_oil_02",1839.0,0.0,0.0,49482.30593501,2280342.08443238,1.1,0.0,0.0,0.0,0,"","v1","","","",2.52749905572347,1.0,"global_emission_factors.sec_heating_oil"
445,"IT",2030,"pow_combustion_st_oil_02",707.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.59371527088166,1.0,"global_emission_factors.sec_heating_oil"
446,"IT",2035,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
447,"IT",2040,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
448,"IT",2045,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
449,"IT",2050,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
450,"IT",2060,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
451,"IT",2070,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
452,"LT",2020,"pow_combustion_cc_oil_02",205.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.60744913111591,1.0,"global_emission_factors.sec_heating_oil"
453,"LT",2021,"pow_combustion_cc_oil_02",205.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.60744913111591,1.0,"global_emission_factors.sec_heating_oil"
454,"LT",2024,"pow_combustion_cc_oil_02",127.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.60247880163187,1.0,"global_emission_factors.sec_heating_oil"
455,"LT",2027,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
456,"LT",2030,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
457,"LT",2035,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
458,"LT",2040,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
459,"LT",2045,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
460,"LT",2050,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
461,"LT",2060,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
462,"LT",2070,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
463,"LT",2020,"pow_combustion_st_oil_02",588.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.53581843540003,1.0,"global_emission_factors.sec_heating_oil"
464,"LT",2021,"pow_combustion_st_oil_02",294.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.53036437246964,1.0,"global_emission_factors.sec_heating_oil"
465,"LT",2024,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
466,"LT",2027,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
467,"LT",2030,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
468,"LT",2035,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
469,"LT",2040,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
470,"LT",2045,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
471,"LT",2050,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
472,"LT",2060,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
473,"LT",2070,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
474,"MK",2020,"pow_combustion_st_oil_02",206.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.58455367342614,1.0,"global_emission_factors.sec_heating_oil"
475,"MK",2021,"pow_combustion_st_oil_02",206.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.58455367342614,1.0,"global_emission_factors.sec_heating_oil"
476,"MK",2024,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
477,"MK",2027,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
478,"MK",2030,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
479,"MK",2035,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
480,"MK",2040,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
481,"MK",2045,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
482,"MK",2050,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
483,"MK",2060,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
484,"MK",2070,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
485,"NL",2020,"pow_combustion_st_oil_02",21.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.60824204486176,1.0,"global_emission_factors.sec_heating_oil"
486,"NL",2021,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
487,"NL",2024,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
488,"NL",2027,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
489,"NL",2030,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
490,"NL",2035,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
491,"NL",2040,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
492,"NL",2045,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
493,"NL",2050,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
494,"NL",2060,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
495,"NL",2070,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
496,"NO",2020,"pow_combustion_gt_oil_02",66.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",3.56125356125356,1.0,"global_emission_factors.sec_heating_oil"
497,"NO",2021,"pow_combustion_gt_oil_02",66.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",3.56125356125356,1.0,"global_emission_factors.sec_heating_oil"
498,"NO",2024,"pow_combustion_gt_oil_02",66.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",3.56125356125356,1.0,"global_emission_factors.sec_heating_oil"
499,"NO",2027,"pow_combustion_gt_oil_02",66.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",3.56125356125356,1.0,"global_emission_factors.sec_heating_oil"
500,"NO",2030,"pow_combustion_gt_oil_02",66.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",3.56125356125356,1.0,"global_emission_factors.sec_heating_oil"
501,"NO",2035,"pow_combustion_gt_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
502,"NO",2040,"pow_combustion_gt_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
503,"NO",2045,"pow_combustion_gt_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
504,"NO",2050,"pow_combustion_gt_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
505,"NO",2060,"pow_combustion_gt_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
506,"NO",2070,"pow_combustion_gt_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
507,"PL",2020,"pow_combustion_cc_oil_02",491.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.60801799704515,1.0,"global_emission_factors.sec_heating_oil"
508,"PL",2021,"pow_combustion_cc_oil_02",437.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.60591599461862,1.0,"global_emission_factors.sec_heating_oil"
509,"PL",2024,"pow_combustion_cc_oil_02",192.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.60985863496808,1.0,"global_emission_factors.sec_heating_oil"
510,"PL",2027,"pow_combustion_cc_oil_02",138.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.61513456828705,1.0,"global_emission_factors.sec_heating_oil"
511,"PL",2030,"pow_combustion_cc_oil_02",69.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.60335311881704,1.0,"global_emission_factors.sec_heating_oil"
512,"PL",2035,"pow_combustion_cc_oil_02",69.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.60335311881704,1.0,"global_emission_factors.sec_heating_oil"
513,"PL",2040,"pow_combustion_cc_oil_02",69.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.60335311881704,1.0,"global_emission_factors.sec_heating_oil"
514,"PL",2045,"pow_combustion_cc_oil_02",69.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.60335311881704,1.0,"global_emission_factors.sec_heating_oil"
515,"PL",2050,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
516,"PL",2060,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
517,"PL",2070,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
518,"PT",2020,"pow_combustion_cc_oil_02",23.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.59073398084411,1.0,"global_emission_factors.sec_heating_oil"
519,"PT",2021,"pow_combustion_cc_oil_02",23.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.59073398084411,1.0,"global_emission_factors.sec_heating_oil"
520,"PT",2024,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
521,"PT",2027,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
522,"PT",2030,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
523,"PT",2035,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
524,"PT",2040,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
525,"PT",2045,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
526,"PT",2050,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
527,"PT",2060,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
528,"PT",2070,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
529,"PT",2020,"pow_combustion_gt_oil_02",520.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",3.14913326162999,1.0,"global_emission_factors.sec_heating_oil"
530,"PT",2021,"pow_combustion_gt_oil_02",520.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",3.14913326162999,1.0,"global_emission_factors.sec_heating_oil"
531,"PT",2024,"pow_combustion_gt_oil_02",520.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",3.14913326162999,1.0,"global_emission_factors.sec_heating_oil"
532,"PT",2027,"pow_combustion_gt_oil_02",382.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.96068948412698,1.0,"global_emission_factors.sec_heating_oil"
533,"PT",2030,"pow_combustion_gt_oil_02",382.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.96068948412698,1.0,"global_emission_factors.sec_heating_oil"
534,"PT",2035,"pow_combustion_gt_oil_02",216.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.65957446808511,1.0,"global_emission_factors.sec_heating_oil"
535,"PT",2040,"pow_combustion_gt_oil_02",216.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.65957446808511,1.0,"global_emission_factors.sec_heating_oil"
536,"PT",2045,"pow_combustion_gt_oil_02",216.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.65957446808511,1.0,"global_emission_factors.sec_heating_oil"
537,"PT",2050,"pow_combustion_gt_oil_02",216.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.65957446808511,1.0,"global_emission_factors.sec_heating_oil"
538,"PT",2060,"pow_combustion_gt_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
539,"PT",2070,"pow_combustion_gt_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
540,"PT",2020,"pow_combustion_ic_oil_01",100.0,0.0,0.0,9310.4,362894.0,1.1,0.0,0.0,0.0,0,"","v1","","","",2.53807106598985,1.0,"global_emission_factors.sec_heating_oil"
541,"PT",2021,"pow_combustion_ic_oil_01",100.0,0.0,0.0,9310.4,362894.0,1.1,0.0,0.0,0.0,0,"","v1","","","",2.53807106598985,1.0,"global_emission_factors.sec_heating_oil"
542,"PT",2024,"pow_combustion_ic_oil_01",100.0,0.0,0.0,9310.4,362894.0,1.1,0.0,0.0,0.0,0,"","v1","","","",2.53807106598985,1.0,"global_emission_factors.sec_heating_oil"
543,"PT",2027,"pow_combustion_ic_oil_01",100.0,0.0,0.0,9310.4,362894.0,1.1,0.0,0.0,0.0,0,"","v1","","","",2.53807106598985,1.0,"global_emission_factors.sec_heating_oil"
544,"PT",2030,"pow_combustion_ic_oil_01",100.0,0.0,0.0,9310.4,362894.0,1.1,0.0,0.0,0.0,0,"","v1","","","",2.53807106598985,1.0,"global_emission_factors.sec_heating_oil"
545,"PT",2035,"pow_combustion_ic_oil_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
546,"PT",2040,"pow_combustion_ic_oil_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
547,"PT",2045,"pow_combustion_ic_oil_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
548,"PT",2050,"pow_combustion_ic_oil_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
