"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_sec_heating_oil","conversion_factor_sec_elec","ef_sec_heating_oil_emi_co2_f_pow"
277,"FR",2021,"pow_combustion_st_oil_02",1842.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.61138550128488,1.0,"global_emission_factors.sec_heating_oil"
278,"FR",2024,"pow_combustion_st_oil_02",175.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.58620042468071,1.0,"global_emission_factors.sec_heating_oil"
279,"FR",2027,"pow_combustion_st_oil_02",66.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.60035416823771,1.0,"global_emission_factors.sec_heating_oil"
280,"FR",2030,"pow_combustion_st_oil_02",66.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.60035416823771,1.0,"global_emission_factors.sec_heating_oil"
281,"FR",2035,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
282,"FR",2040,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
283,"FR",2045,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
284,"FR",2050,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
285,"FR",2060,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
286,"FR",2070,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
287,"GB",2020,"pow_combustion_cc_oil_02",105.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.59303404863618,1.0,"global_emission_factors.sec_heating_oil"
288,"GB",2021,"pow_combustion_cc_oil_02",105.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.59303404863618,1.0,"global_emission_factors.sec_heating_oil"
289,"GB",2024,"pow_combustion_cc_oil_02",50.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.5836188232133,1.0,"global_emission_factors.sec_heating_oil"
290,"GB",2027,"pow_combustion_cc_oil_02",50.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.5836188232133,1.0,"global_emission_factors.sec_heating_oil"
291,"GB",2030,"pow_combustion_cc_oil_02",50.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.5836188232133,1.0,"global_emission_factors.sec_heating_oil"
292,"GB",2035,"pow_combustion_cc_oil_02",50.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.5836188232133,1.0,"global_emission_factors.sec_heating_oil"
293,"GB",2040,"pow_combustion_cc_oil_02",50.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.5836188232133,1.0,"global_emission_factors.sec_heating_oil"
294,"GB",2045,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
295,"GB",2050,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
296,"GB",2060,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
297,"GB",2070,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
298,"GB",2020,"pow_combustion_gt_oil_02",1210.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",3.53076021644436,1.0,"global_emission_factors.sec_heating_oil"
299,"GB",2021,"pow_combustion_gt_oil_02",1210.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",3.53076021644436,1.0,"global_emission_factors.sec_heating_oil"
300,"GB",2024,"pow_combustion_gt_oil_02",900.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",3.31404802865694,1.0,"global_emission_factors.sec_heating_oil"
301,"GB",2027,"pow_combustion_gt_oil_02",636.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",3.12637639212232,1.0,"global_emission_factors.sec_heating_oil"
302,"GB",2030,"pow_combustion_gt_oil_02",566.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",3.06864216379393,1.0,"global_emission_factors.sec_heating_oil"
303,"GB",2035,"pow_combustion_gt_oil_02",278.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.70406972220061,1.0,"global_emission_factors.sec_heating_oil"
304,"GB",2040,"pow_combustion_gt_oil_02",278.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.70406972220061,1.0,"global_emission_factors.sec_heating_oil"
305,"GB",2045,"pow_combustion_gt_oil_02",278.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.70406972220061,1.0,"global_emission_factors.sec_heating_oil"
306,"GB",2050,"pow_combustion_gt_oil_02",138.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.52525252525253,1.0,"global_emission_factors.sec_heating_oil"
307,"GB",2060,"pow_combustion_gt_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
308,"GB",2070,"pow_combustion_gt_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
309,"GB",2020,"pow_combustion_ic_oil_01",245.0,0.0,0.0,9310.4,362894.0,1.1,0.0,0.0,0.0,0,"","v1","","","",2.49722247704084,1.0,"global_emission_factors.sec_heating_oil"
310,"GB",2021,"pow_combustion_ic_oil_01",245.0,0.0,0.0,9310.4,362894.0,1.1,0.0,0.0,0.0,0,"","v1","","","",2.49722247704084,1.0,"global_emission_factors.sec_heating_oil"
311,"GB",2024,"pow_combustion_ic_oil_01",245.0,0.0,0.0,9310.4,362894.0,1.1,0.0,0.0,0.0,0,"","v1","","","",2.49722247704084,1.0,"global_emission_factors.sec_heating_oil"
312,"GB",2027,"pow_combustion_ic_oil_01",245.0,0.0,0.0,9310.4,362894.0,1.1,0.0,0.0,0.0,0,"","v1","","","",2.49722247704084,1.0,"global_emission_factors.sec_heating_oil"
313,"GB",2030,"pow_combustion_ic_oil_01",205.0,0.0,0.0,9310.4,362894.0,1.1,0.0,0.0,0.0,0,"","v1","","","",2.48457744003684,1.0,"global_emission_factors.sec_heating_oil"
314,"GB",2035,"pow_combustion_ic_oil_01",205.0,0.0,0.0,9310.4,362894.0,1.1,0.0,0.0,0.0,0,"","v1","","","",2.48457744003684,1.0,"global_emission_factors.sec_heating_oil"
315,"GB",2040,"pow_combustion_ic_oil_01",205.0,0.0,0.0,9310.4,362894.0,1.1,0.0,0.0,0.0,0,"","v1","","","",2.48457744003684,1.0,"global_emission_factors.sec_heating_oil"
316,"GB",2045,"pow_combustion_ic_oil_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
317,"GB",2050,"pow_combustion_ic_oil_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
318,"GB",2060,"pow_combustion_ic_oil_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
319,"GB",2070,"pow_combustion_ic_oil_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
320,"GB",2020,"pow_combustion_st_oil_02",64.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.62467880493125,1.0,"global_emission_factors.sec_heating_oil"
321,"GB",2021,"pow_combustion_st_oil_02",64.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.62467880493125,1.0,"global_emission_factors.sec_heating_oil"
322,"GB",2024,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
323,"GB",2027,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
324,"GB",2030,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
325,"GB",2035,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
326,"GB",2040,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
327,"GB",2045,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
328,"GB",2050,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
329,"GB",2060,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
330,"GB",2070,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
331,"GR",2020,"pow_combustion_gt_oil_02",1056.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.74313644402235,1.0,"global_emission_factors.sec_heating_oil"
332,"GR",2021,"pow_combustion_gt_oil_02",1056.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.74313644402235,1.0,"global_emission_factors.sec_heating_oil"
333,"GR",2024,"pow_combustion_gt_oil_02",1056.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.74313644402235,1.0,"global_emission_factors.sec_heating_oil"
334,"GR",2027,"pow_combustion_gt_oil_02",1056.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.74313644402235,1.0,"global_emission_factors.sec_heating_oil"
335,"GR",2030,"pow_combustion_gt_oil_02",942.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.66068624238795,1.0,"global_emission_factors.sec_heating_oil"
336,"GR",2035,"pow_combustion_gt_oil_02",942.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.66068624238795,1.0,"global_emission_factors.sec_heating_oil"
337,"GR",2040,"pow_combustion_gt_oil_02",942.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.66068624238795,1.0,"global_emission_factors.sec_heating_oil"
338,"GR",2045,"pow_combustion_gt_oil_02",942.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.66068624238795,1.0,"global_emission_factors.sec_heating_oil"
339,"GR",2050,"pow_combustion_gt_oil_02",706.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.60543524792229,1.0,"global_emission_factors.sec_heating_oil"
340,"GR",2060,"pow_combustion_gt_oil_02",278.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.48756218905473,1.0,"global_emission_factors.sec_heating_oil"
341,"GR",2070,"pow_combustion_gt_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
342,"GR",2020,"pow_combustion_ic_oil_01",429.0,0.0,0.0,9310.4,362894.0,1.1,0.0,0.0,0.0,0,"","v1","","","",2.52250557126813,1.0,"global_emission_factors.sec_heating_oil"
343,"GR",2021,"pow_combustion_ic_oil_01",429.0,0.0,0.0,9310.4,362894.0,1.1,0.0,0.0,0.0,0,"","v1","","","",2.52250557126813,1.0,"global_emission_factors.sec_heating_oil"
344,"GR",2024,"pow_combustion_ic_oil_01",429.0,0.0,0.0,9310.4,362894.0,1.1,0.0,0.0,0.0,0,"","v1","","","",2.52250557126813,1.0,"global_emission_factors.sec_heating_oil"
345,"GR",2027,"pow_combustion_ic_oil_01",429.0,0.0,0.0,9310.4,362894.0,1.1,0.0,0.0,0.0,0,"","v1","","","",2.52250557126813,1.0,"global_emission_factors.sec_heating_oil"
346,"GR",2030,"pow_combustion_ic_oil_01",429.0,0.0,0.0,9310.4,362894.0,1.1,0.0,0.0,0.0,0,"","v1","","","",2.52250557126813,1.0,"global_emission_factors.sec_heating_oil"
347,"GR",2035,"pow_combustion_ic_oil_01",196.0,0.0,0.0,9310.4,362894.0,1.1,0.0,0.0,0.0,0,"","v1","","","",2.50838260513451,1.0,"global_emission_factors.sec_heating_oil"
348,"GR",2040,"pow_combustion_ic_oil_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
349,"GR",2045,"pow_combustion_ic_oil_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
350,"GR",2050,"pow_combustion_ic_oil_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
351,"GR",2060,"pow_combustion_ic_oil_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
352,"GR",2070,"pow_combustion_ic_oil_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
353,"GR",2020,"pow_combustion_st_oil_02",539.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.58883224837727,1.0,"global_emission_factors.sec_heating_oil"
354,"GR",2021,"pow_combustion_st_oil_02",539.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.58883224837727,1.0,"global_emission_factors.sec_heating_oil"
355,"GR",2024,"pow_combustion_st_oil_02",98.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.57968984389007,1.0,"global_emission_factors.sec_heating_oil"
356,"GR",2027,"pow_combustion_st_oil_02",98.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.57968984389007,1.0,"global_emission_factors.sec_heating_oil"
357,"GR",2030,"pow_combustion_st_oil_02",98.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.57968984389007,1.0,"global_emission_factors.sec_heating_oil"
358,"GR",2035,"pow_combustion_st_oil_02",98.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.57968984389007,1.0,"global_emission_factors.sec_heating_oil"
359,"GR",2040,"pow_combustion_st_oil_02",98.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.57968984389007,1.0,"global_emission_factors.sec_heating_oil"
360,"GR",2045,"pow_combustion_st_oil_02",98.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.57968984389007,1.0,"global_emission_factors.sec_heating_oil"
361,"GR",2050,"pow_combustion_st_oil_02",98.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.57968984389007,1.0,"global_emission_factors.sec_heating_oil"
362,"GR",2060,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
363,"GR",2070,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
364,"HR",2020,"pow_combustion_cc_oil_02",166.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.60276618540736,1.0,"global_emission_factors.sec_heating_oil"
365,"HR",2021,"pow_combustion_cc_oil_02",166.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.60276618540736,1.0,"global_emission_factors.sec_heating_oil"
366,"HR",2024,"pow_combustion_cc_oil_02",29.0,0.0,0.0,21122.97,638029.808408208,1.1,0.0,0.0,0.0,0,"","v1","","","",2.60755513023434,1.0,"global_emission_factors.sec_heating_oil"
367,"HR",2027,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
368,"HR",2030,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
369,"HR",2035,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
370,"HR",2040,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
371,"HR",2045,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
372,"HR",2050,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
373,"HR",2060,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
374,"HR",2070,"pow_combustion_cc_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
375,"HR",2020,"pow_combustion_st_oil_02",760.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.60455388700675,1.0,"global_emission_factors.sec_heating_oil"
376,"HR",2021,"pow_combustion_st_oil_02",760.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.60455388700675,1.0,"global_emission_factors.sec_heating_oil"
377,"HR",2024,"pow_combustion_st_oil_02",34.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.60139590904479,1.0,"global_emission_factors.sec_heating_oil"
378,"HR",2027,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
379,"HR",2030,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
380,"HR",2035,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
381,"HR",2040,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
382,"HR",2045,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
383,"HR",2050,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
384,"HR",2060,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
385,"HR",2070,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
386,"HU",2020,"pow_combustion_gt_oil_02",202.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.93590995767639,1.0,"global_emission_factors.sec_heating_oil"
387,"HU",2021,"pow_combustion_gt_oil_02",202.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.93590995767639,1.0,"global_emission_factors.sec_heating_oil"
388,"HU",2024,"pow_combustion_gt_oil_02",170.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.77777777777778,1.0,"global_emission_factors.sec_heating_oil"
389,"HU",2027,"pow_combustion_gt_oil_02",170.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.77777777777778,1.0,"global_emission_factors.sec_heating_oil"
390,"HU",2030,"pow_combustion_gt_oil_02",170.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.77777777777778,1.0,"global_emission_factors.sec_heating_oil"
391,"HU",2035,"pow_combustion_gt_oil_02",170.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.77777777777778,1.0,"global_emission_factors.sec_heating_oil"
392,"HU",2040,"pow_combustion_gt_oil_02",170.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.77777777777778,1.0,"global_emission_factors.sec_heating_oil"
393,"HU",2045,"pow_combustion_gt_oil_02",170.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.77777777777778,1.0,"global_emission_factors.sec_heating_oil"
394,"HU",2050,"pow_combustion_gt_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
395,"HU",2060,"pow_combustion_gt_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
396,"HU",2070,"pow_combustion_gt_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
397,"IE",2020,"pow_combustion_gt_oil_02",318.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.58637517079836,1.0,"global_emission_factors.sec_heating_oil"
398,"IE",2021,"pow_combustion_gt_oil_02",318.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.58637517079836,1.0,"global_emission_factors.sec_heating_oil"
399,"IE",2024,"pow_combustion_gt_oil_02",318.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.58637517079836,1.0,"global_emission_factors.sec_heating_oil"
400,"IE",2027,"pow_combustion_gt_oil_02",318.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.58637517079836,1.0,"global_emission_factors.sec_heating_oil"
401,"IE",2030,"pow_combustion_gt_oil_02",318.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.58637517079836,1.0,"global_emission_factors.sec_heating_oil"
402,"IE",2035,"pow_combustion_gt_oil_02",318.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.58637517079836,1.0,"global_emission_factors.sec_heating_oil"
403,"IE",2040,"pow_combustion_gt_oil_02",318.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.58637517079836,1.0,"global_emission_factors.sec_heating_oil"
404,"IE",2045,"pow_combustion_gt_oil_02",318.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.58637517079836,1.0,"global_emission_factors.sec_heating_oil"
405,"IE",2050,"pow_combustion_gt_oil_02",318.0,0.0,0.0,8535.944,400241.4,1.1,0.0,0.0,0.0,0,"","v1","","","",2.58637517079836,1.0,"global_emission_factors.sec_heating_oil"
406,"IE",2060,"pow_combustion_gt_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
407,"IE",2070,"pow_combustion_gt_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
408,"IE",2020,"pow_combustion_st_oil_02",667.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.59137441638761,1.0,"global_emission_factors.sec_heating_oil"
409,"IE",2021,"pow_combustion_st_oil_02",667.0,0.0,0.0,49482.30593501,2280342.08443239,1.1,0.0,0.0,0.0,0,"","v1","","","",2.59137441638761,1.0,"global_emission_factors.sec_heating_oil"
410,"IE",2024,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
411,"IE",2027,"pow_combustion_st_oil_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.sec_heating_oil"
