"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_pri_coal","conversion_factor_sec_elec","ef_pri_coal_emi_co2_f_pow"
136,"GB",2027,"pow_combustion_st_coal_0",620.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.59358968373767,1.0,"global_emission_factors.pri_coal"
137,"GB",2030,"pow_combustion_st_coal_0",620.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.59358968373767,1.0,"global_emission_factors.pri_coal"
138,"GB",2035,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
139,"GB",2040,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
140,"GB",2045,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
141,"GB",2050,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
142,"GB",2060,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
143,"GB",2070,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
144,"HR",2020,"pow_combustion_st_coal_0",201.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.60205249901122,1.0,"global_emission_factors.pri_coal"
145,"HR",2021,"pow_combustion_st_coal_0",201.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.60205249901122,1.0,"global_emission_factors.pri_coal"
146,"HR",2024,"pow_combustion_st_coal_0",201.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.60205249901122,1.0,"global_emission_factors.pri_coal"
147,"HR",2027,"pow_combustion_st_coal_0",201.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.60205249901122,1.0,"global_emission_factors.pri_coal"
148,"HR",2030,"pow_combustion_st_coal_0",201.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.60205249901122,1.0,"global_emission_factors.pri_coal"
149,"HR",2035,"pow_combustion_st_coal_0",201.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.60205249901122,1.0,"global_emission_factors.pri_coal"
150,"HR",2040,"pow_combustion_st_coal_0",201.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.60205249901122,1.0,"global_emission_factors.pri_coal"
151,"HR",2045,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
152,"HR",2050,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
153,"HR",2060,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
154,"HR",2070,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
155,"IE",2020,"pow_combustion_st_coal_0",858.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.58780196414169,1.0,"global_emission_factors.pri_coal"
156,"IE",2021,"pow_combustion_st_coal_0",858.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.58780196414169,1.0,"global_emission_factors.pri_coal"
157,"IE",2024,"pow_combustion_st_coal_0",858.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.58780196414169,1.0,"global_emission_factors.pri_coal"
158,"IE",2027,"pow_combustion_st_coal_0",858.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.58780196414169,1.0,"global_emission_factors.pri_coal"
159,"IE",2030,"pow_combustion_st_coal_0",572.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.57190731360423,1.0,"global_emission_factors.pri_coal"
160,"IE",2035,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
161,"IE",2040,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
162,"IE",2045,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
163,"IE",2050,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
164,"IE",2060,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
165,"IE",2070,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
166,"IT",2020,"pow_combustion_st_coal_0",6996.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.48353045236296,1.0,"global_emission_factors.pri_coal"
167,"IT",2021,"pow_combustion_st_coal_0",6690.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.47883191757627,1.0,"global_emission_factors.pri_coal"
168,"IT",2024,"pow_combustion_st_coal_0",4611.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.42873316164263,1.0,"global_emission_factors.pri_coal"
169,"IT",2027,"pow_combustion_st_coal_0",4611.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.42873316164263,1.0,"global_emission_factors.pri_coal"
170,"IT",2030,"pow_combustion_st_coal_0",4611.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.42873316164263,1.0,"global_emission_factors.pri_coal"
171,"IT",2035,"pow_combustion_st_coal_0",4611.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.42873316164263,1.0,"global_emission_factors.pri_coal"
172,"IT",2040,"pow_combustion_st_coal_0",1970.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.23476842390875,1.0,"global_emission_factors.pri_coal"
173,"IT",2045,"pow_combustion_st_coal_0",1893.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.22222222222222,1.0,"global_emission_factors.pri_coal"
174,"IT",2050,"pow_combustion_st_coal_0",1893.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.22222222222222,1.0,"global_emission_factors.pri_coal"
175,"IT",2060,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
176,"IT",2070,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
177,"NL",2020,"pow_combustion_st_coal_0",3060.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.16602588400931,1.0,"global_emission_factors.pri_coal"
178,"NL",2021,"pow_combustion_st_coal_0",3060.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.16602588400931,1.0,"global_emission_factors.pri_coal"
179,"NL",2024,"pow_combustion_st_coal_0",3060.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.16602588400931,1.0,"global_emission_factors.pri_coal"
180,"NL",2027,"pow_combustion_st_coal_0",3060.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.16602588400931,1.0,"global_emission_factors.pri_coal"
181,"NL",2030,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
182,"NL",2035,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
183,"NL",2040,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
184,"NL",2045,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
185,"NL",2050,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
186,"NL",2060,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
187,"NL",2070,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
188,"PL",2020,"pow_combustion_st_coal_0",10056.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.4486023966295,1.0,"global_emission_factors.pri_coal"
189,"PL",2021,"pow_combustion_st_coal_0",9475.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.43564732502288,1.0,"global_emission_factors.pri_coal"
190,"PL",2024,"pow_combustion_st_coal_0",8325.0,0.0,0.0,37188.7,2407027.75578974,3.29637445229983,0.0,0.0,0.0,0,"","v1","","","",2.36018273470087,1.0,"global_emission_factors.pri_coal"
191,"PL",2027,"pow_combustion_st_coal_0",5699.0,0.0,0.0,37188.7,2407027.75578974,3.29470386302792,0.0,0.0,0.0,0,"","v1","","","",2.26048283752751,1.0,"global_emission_factors.pri_coal"
192,"PL",2030,"pow_combustion_st_coal_0",5699.0,0.0,0.0,37188.7,2407027.75578974,3.29470386302792,0.0,0.0,0.0,0,"","v1","","","",2.26048283752751,1.0,"global_emission_factors.pri_coal"
193,"PL",2035,"pow_combustion_st_coal_0",5699.0,0.0,0.0,37188.7,2407027.75578974,3.29470386302792,0.0,0.0,0.0,0,"","v1","","","",2.26048283752751,1.0,"global_emission_factors.pri_coal"
194,"PL",2040,"pow_combustion_st_coal_0",5005.0,0.0,0.0,37188.7,2407027.75578974,3.29396949358563,0.0,0.0,0.0,0,"","v1","","","",2.22083778456498,1.0,"global_emission_factors.pri_coal"
195,"PL",2045,"pow_combustion_st_coal_0",4288.0,0.0,0.0,37188.7,2407027.75578974,3.29296112765767,0.0,0.0,0.0,0,"","v1","","","",2.17084026406344,1.0,"global_emission_factors.pri_coal"
196,"PL",2050,"pow_combustion_st_coal_0",4288.0,0.0,0.0,37188.7,2407027.75578974,3.29296112765767,0.0,0.0,0.0,0,"","v1","","","",2.17084026406344,1.0,"global_emission_factors.pri_coal"
197,"PL",2060,"pow_combustion_st_coal_0",3848.0,0.0,0.0,37188.7,2407027.75578974,3.29215626699483,0.0,0.0,0.0,0,"","v1","","","",2.1662421947153,1.0,"global_emission_factors.pri_coal"
198,"PL",2070,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
199,"PT",2020,"pow_combustion_st_coal_0",1769.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.60014828282606,1.0,"global_emission_factors.pri_coal"
200,"PT",2021,"pow_combustion_st_coal_0",1769.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.60014828282606,1.0,"global_emission_factors.pri_coal"
201,"PT",2024,"pow_combustion_st_coal_0",1769.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.60014828282606,1.0,"global_emission_factors.pri_coal"
202,"PT",2027,"pow_combustion_st_coal_0",1769.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.60014828282606,1.0,"global_emission_factors.pri_coal"
203,"PT",2030,"pow_combustion_st_coal_0",1480.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.59716487340475,1.0,"global_emission_factors.pri_coal"
204,"PT",2035,"pow_combustion_st_coal_0",595.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.58897479643914,1.0,"global_emission_factors.pri_coal"
205,"PT",2040,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
206,"PT",2045,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
207,"PT",2050,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
208,"PT",2060,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
209,"PT",2070,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
210,"RO",2020,"pow_combustion_st_coal_0",394.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.61622925493715,1.0,"global_emission_factors.pri_coal"
211,"RO",2021,"pow_combustion_st_coal_0",394.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.61622925493715,1.0,"global_emission_factors.pri_coal"
212,"RO",2024,"pow_combustion_st_coal_0",394.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.61622925493715,1.0,"global_emission_factors.pri_coal"
213,"RO",2027,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
214,"RO",2030,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
215,"RO",2035,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
216,"RO",2040,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
217,"RO",2045,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
218,"RO",2050,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
219,"RO",2060,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
220,"RO",2070,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
221,"RS",2020,"pow_combustion_st_coal_0",18.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.58531540847983,1.0,"global_emission_factors.pri_coal"
222,"RS",2021,"pow_combustion_st_coal_0",18.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.58531540847983,1.0,"global_emission_factors.pri_coal"
223,"RS",2024,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
224,"RS",2027,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
225,"RS",2030,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
226,"RS",2035,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
227,"RS",2040,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
228,"RS",2045,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
229,"RS",2050,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
230,"RS",2060,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
231,"RS",2070,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
232,"SE",2020,"pow_combustion_st_coal_0",57.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.62016056343933,1.0,"global_emission_factors.pri_coal"
233,"SE",2021,"pow_combustion_st_coal_0",57.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.62016056343933,1.0,"global_emission_factors.pri_coal"
234,"SE",2024,"pow_combustion_st_coal_0",57.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.62016056343933,1.0,"global_emission_factors.pri_coal"
235,"SE",2027,"pow_combustion_st_coal_0",57.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.62016056343933,1.0,"global_emission_factors.pri_coal"
236,"SE",2030,"pow_combustion_st_coal_0",57.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.62016056343933,1.0,"global_emission_factors.pri_coal"
237,"SE",2035,"pow_combustion_st_coal_0",57.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.62016056343933,1.0,"global_emission_factors.pri_coal"
238,"SE",2040,"pow_combustion_st_coal_0",57.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.62016056343933,1.0,"global_emission_factors.pri_coal"
239,"SE",2045,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
240,"SE",2050,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
241,"SE",2060,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
242,"SE",2070,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
243,"DE",2020,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,43888.80769,3.84227846072314,0.0,0.0,0.0,40,"","v1","","","",2.22222222222222,1.0,"global_emission_factors.pri_coal"
244,"DE",2021,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,40196.353834,3.76609966961532,0.0,0.0,0.0,40,"","v1","","","",2.2075055187638,1.0,"global_emission_factors.pri_coal"
245,"DE",2024,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,38350.126906,3.72801027406141,0.0,0.0,0.0,40,"","v1","","","",2.2002200220022,1.0,"global_emission_factors.pri_coal"
246,"DE",2027,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,39580.944858,3.75340320443068,0.0,0.0,0.0,40,"","v1","","","",2.20507166482911,1.0,"global_emission_factors.pri_coal"
247,"DE",2030,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,37734.71793,3.71531380887677,0.0,0.0,0.0,40,"","v1","","","",2.1978021978022,1.0,"global_emission_factors.pri_coal"
248,"DE",2035,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,35638.4811055,3.64306863751455,0.0,0.0,0.0,40,"","v1","","","",2.17391304347826,1.0,"global_emission_factors.pri_coal"
249,"DE",2040,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,33542.244281,3.57082346615233,0.0,0.0,0.0,40,"","v1","","","",2.1505376344086,1.0,"global_emission_factors.pri_coal"
250,"DE",2045,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,33138.3821405,3.5554113265721,0.0,0.0,0.0,40,"","v1","","","",2.13903743315508,1.0,"global_emission_factors.pri_coal"
251,"DE",2050,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,32734.52,3.53999918699187,0.0,0.0,0.0,40,"","v1","","","",2.12765957446809,1.0,"global_emission_factors.pri_coal"
252,"DE",2060,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,32734.52,3.53999918699187,0.0,0.0,0.0,40,"","v1","","","",2.12765957446809,1.0,"global_emission_factors.pri_coal"
253,"DE",2070,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,32734.52,3.53999918699187,0.0,0.0,0.0,40,"","v1","","","",2.12765957446809,1.0,"global_emission_factors.pri_coal"
254,"AT",2020,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,43888.80769,3.84227846072314,0.0,0.0,0.0,40,"","v1","","","",2.22222222222222,1.0,"global_emission_factors.pri_coal"
255,"AT",2021,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,40196.353834,3.76609966961532,0.0,0.0,0.0,40,"","v1","","","",2.2075055187638,1.0,"global_emission_factors.pri_coal"
256,"AT",2024,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,38350.126906,3.72801027406141,0.0,0.0,0.0,40,"","v1","","","",2.2002200220022,1.0,"global_emission_factors.pri_coal"
257,"AT",2027,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,39580.944858,3.75340320443068,0.0,0.0,0.0,40,"","v1","","","",2.20507166482911,1.0,"global_emission_factors.pri_coal"
258,"AT",2030,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,37734.71793,3.71531380887677,0.0,0.0,0.0,40,"","v1","","","",2.1978021978022,1.0,"global_emission_factors.pri_coal"
259,"AT",2035,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,35638.4811055,3.64306863751455,0.0,0.0,0.0,40,"","v1","","","",2.17391304347826,1.0,"global_emission_factors.pri_coal"
260,"AT",2040,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,33542.244281,3.57082346615233,0.0,0.0,0.0,40,"","v1","","","",2.1505376344086,1.0,"global_emission_factors.pri_coal"
261,"AT",2045,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,33138.3821405,3.5554113265721,0.0,0.0,0.0,40,"","v1","","","",2.13903743315508,1.0,"global_emission_factors.pri_coal"
262,"AT",2050,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,32734.52,3.53999918699187,0.0,0.0,0.0,40,"","v1","","","",2.12765957446809,1.0,"global_emission_factors.pri_coal"
263,"AT",2060,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,32734.52,3.53999918699187,0.0,0.0,0.0,40,"","v1","","","",2.12765957446809,1.0,"global_emission_factors.pri_coal"
264,"AT",2070,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,32734.52,3.53999918699187,0.0,0.0,0.0,40,"","v1","","","",2.12765957446809,1.0,"global_emission_factors.pri_coal"
265,"BA",2020,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,43888.80769,3.84227846072314,0.0,0.0,0.0,40,"","v1","","","",2.22222222222222,1.0,"global_emission_factors.pri_coal"
266,"BA",2021,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,40196.353834,3.76609966961532,0.0,0.0,0.0,40,"","v1","","","",2.2075055187638,1.0,"global_emission_factors.pri_coal"
267,"BA",2024,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,38350.126906,3.72801027406141,0.0,0.0,0.0,40,"","v1","","","",2.2002200220022,1.0,"global_emission_factors.pri_coal"
268,"BA",2027,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,39580.944858,3.75340320443068,0.0,0.0,0.0,40,"","v1","","","",2.20507166482911,1.0,"global_emission_factors.pri_coal"
269,"BA",2030,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,37734.71793,3.71531380887677,0.0,0.0,0.0,40,"","v1","","","",2.1978021978022,1.0,"global_emission_factors.pri_coal"
270,"BA",2035,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,35638.4811055,3.64306863751455,0.0,0.0,0.0,40,"","v1","","","",2.17391304347826,1.0,"global_emission_factors.pri_coal"
271,"BA",2040,"pow_combustion_st_coal_1",0.0,100000.0,0.0,2090313.57739635,33542.244281,3.57082346615233,0.0,0.0,0.0,40,"","v1","","","",2.1505376344086,1.0,"global_emission_factors.pri_coal"
