"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_pri_coal","conversion_factor_sec_elec","ef_pri_coal_emi_co2_f_pow"
123,"FR",2021,"pow_combustion_st_coal_0",2832.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.60151369147628,1.0,"global_emission_factors.pri_coal"
124,"FR",2024,"pow_combustion_st_coal_0",2832.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.60151369147628,1.0,"global_emission_factors.pri_coal"
125,"FR",2027,"pow_combustion_st_coal_0",2252.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.59909031838856,1.0,"global_emission_factors.pri_coal"
126,"FR",2030,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
127,"FR",2035,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
128,"FR",2040,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
129,"FR",2045,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
130,"FR",2050,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
131,"FR",2060,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
132,"FR",2070,"pow_combustion_st_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_coal"
133,"GB",2020,"pow_combustion_st_coal_0",6080.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.60302752994453,1.0,"global_emission_factors.pri_coal"
134,"GB",2021,"pow_combustion_st_coal_0",4246.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.60498393870956,1.0,"global_emission_factors.pri_coal"
135,"GB",2024,"pow_combustion_st_coal_0",620.0,0.0,0.0,37188.7,2407027.75578974,3.3,0.0,0.0,0.0,0,"","v1","","","",2.59358968373767,1.0,"global_emission_factors.pri_coal"
