"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","cb_coefficient","cv_coefficient","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_pri_coal","conversion_factor_sec_elec","conversion_factor_sec_heat_low","ef_pri_coal_emi_co2_f_pow"
190,"SI",2027,"pow_combustion_cc_chp_coal_0",47.0,0.0,0.0,33327.0,2041940.0,3.3,0.75,0.15,0.0,0.0,0.0,0,"","v1","","","",2.60613484141669,1.0,1.33333333333333,"global_emission_factors.pri_coal"
191,"SI",2030,"pow_combustion_cc_chp_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_coal"
192,"SI",2035,"pow_combustion_cc_chp_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_coal"
193,"SI",2040,"pow_combustion_cc_chp_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_coal"
194,"SI",2045,"pow_combustion_cc_chp_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_coal"
195,"SI",2050,"pow_combustion_cc_chp_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_coal"
196,"SI",2060,"pow_combustion_cc_chp_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_coal"
197,"SI",2070,"pow_combustion_cc_chp_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_coal"
198,"SK",2020,"pow_combustion_cc_chp_coal_0",294.0,0.0,0.0,33327.0,2041940.0,3.3,0.75,0.15,0.0,0.0,0.0,0,"","v1","","","",2.58570749653594,1.0,1.33333333333333,"global_emission_factors.pri_coal"
199,"SK",2021,"pow_combustion_cc_chp_coal_0",294.0,0.0,0.0,33327.0,2041940.0,3.3,0.75,0.15,0.0,0.0,0.0,0,"","v1","","","",2.58570749653594,1.0,1.33333333333333,"global_emission_factors.pri_coal"
200,"SK",2024,"pow_combustion_cc_chp_coal_0",294.0,0.0,0.0,33327.0,2041940.0,3.3,0.75,0.15,0.0,0.0,0.0,0,"","v1","","","",2.58570749653594,1.0,1.33333333333333,"global_emission_factors.pri_coal"
201,"SK",2027,"pow_combustion_cc_chp_coal_0",232.0,0.0,0.0,33327.0,2041940.0,3.3,0.75,0.15,0.0,0.0,0.0,0,"","v1","","","",2.5740404997757,1.0,1.33333333333333,"global_emission_factors.pri_coal"
202,"SK",2030,"pow_combustion_cc_chp_coal_0",232.0,0.0,0.0,33327.0,2041940.0,3.3,0.75,0.15,0.0,0.0,0.0,0,"","v1","","","",2.5740404997757,1.0,1.33333333333333,"global_emission_factors.pri_coal"
203,"SK",2035,"pow_combustion_cc_chp_coal_0",232.0,0.0,0.0,33327.0,2041940.0,3.3,0.75,0.15,0.0,0.0,0.0,0,"","v1","","","",2.5740404997757,1.0,1.33333333333333,"global_emission_factors.pri_coal"
204,"SK",2040,"pow_combustion_cc_chp_coal_0",232.0,0.0,0.0,33327.0,2041940.0,3.3,0.75,0.15,0.0,0.0,0.0,0,"","v1","","","",2.5740404997757,1.0,1.33333333333333,"global_emission_factors.pri_coal"
205,"SK",2045,"pow_combustion_cc_chp_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_coal"
206,"SK",2050,"pow_combustion_cc_chp_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_coal"
207,"SK",2060,"pow_combustion_cc_chp_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_coal"
208,"SK",2070,"pow_combustion_cc_chp_coal_0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_coal"
209,"DE",2020,"pow_combustion_st_chp_coal_1",0.0,100000.0,0.0,35053.6076589879,2148446.92103474,3.27920845842145,0.84,0.15,5.4,2.88,126.0,25,"","v1","","","",2.06185567010309,1.0,1.19047619047619,"global_emission_factors.pri_coal"
210,"DE",2021,"pow_combustion_st_chp_coal_1",0.0,100000.0,0.0,34980.6871089649,2143923.8748852,3.27242388919713,0.857,0.15,5.4,2.88,126.0,25,"","v1","","","",2.04708290685773,1.0,1.16686114352392,"global_emission_factors.pri_coal"
211,"DE",2024,"pow_combustion_st_chp_coal_1",0.0,100000.0,0.0,34761.925458896,2130354.73643656,3.25207018152417,0.908,0.15,5.4,2.88,126.0,25,"","v1","","","",2.00400801603206,1.0,1.10132158590308,"global_emission_factors.pri_coal"
212,"DE",2027,"pow_combustion_st_chp_coal_1",0.0,100000.0,0.0,34543.163808827,2116785.59798792,3.23171647385121,0.959,0.15,5.4,2.88,126.0,25,"","v1","","","",1.96270853778214,1.0,1.04275286757039,"global_emission_factors.pri_coal"
213,"DE",2030,"pow_combustion_st_chp_coal_1",0.0,100000.0,0.0,34324.402158758,2103216.45953928,3.21136276617825,1.01,0.15,5.4,2.88,126.0,25,"","v1","","","",1.92307692307692,1.0,0.99009900990099,"global_emission_factors.pri_coal"
214,"DE",2035,"pow_combustion_st_chp_coal_1",0.0,100000.0,0.0,33971.0957164015,2080601.22879154,3.17743992005665,1.01,0.15,5.4,2.88,126.0,25,"","v1","","","",1.90930787589499,1.0,0.99009900990099,"global_emission_factors.pri_coal"
215,"DE",2040,"pow_combustion_st_chp_coal_1",0.0,100000.0,0.0,33617.789274045,2057985.99804381,3.14351707393505,1.01,0.15,5.4,2.88,126.0,25,"","v1","","","",1.8957345971564,1.0,0.99009900990099,"global_emission_factors.pri_coal"
216,"DE",2045,"pow_combustion_st_chp_coal_1",0.0,100000.0,0.0,33264.4828316886,2035370.76729607,3.10959422781345,1.01,0.15,5.4,2.88,126.0,25,"","v1","","","",1.88235294117647,1.0,0.99009900990099,"global_emission_factors.pri_coal"
217,"DE",2050,"pow_combustion_st_chp_coal_1",0.0,100000.0,0.0,32911.1763893321,2012755.53654834,3.07567138169185,1.01,0.15,5.4,2.88,126.0,25,"","v1","","","",1.86915887850467,1.0,0.99009900990099,"global_emission_factors.pri_coal"
218,"DE",2060,"pow_combustion_st_chp_coal_1",0.0,100000.0,0.0,32911.1763893321,2012755.53654834,3.07567138169185,1.01,0.15,5.4,2.88,126.0,25,"","v1","","","",1.86915887850467,1.0,0.99009900990099,"global_emission_factors.pri_coal"
219,"DE",2070,"pow_combustion_st_chp_coal_1",0.0,100000.0,0.0,32911.1763893321,2012755.53654834,3.07567138169185,1.01,0.15,5.4,2.88,126.0,25,"","v1","","","",1.86915887850467,1.0,0.99009900990099,"global_emission_factors.pri_coal"
