"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","cb_coefficient","cv_coefficient","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_pri_waste_municipal_bio","conversion_factor_sec_elec","conversion_factor_sec_heat_low","ef_pri_waste_municipal_bio_emi_co2_f_pow"
168,"LT",2024,"pow_combustion_st_chp_waste_02",20.0,0.0,0.0,217948.0,9075206.33988065,28.85876939332,0.282640721724607,1.0,0.0,0.0,0.0,0,"","v1","","","",4.69953716137938,1.0,3.53806059473043,"global_emission_factors.pri_waste_municipal_bio"
169,"LT",2027,"pow_combustion_st_chp_waste_02",20.0,0.0,0.0,217948.0,9075206.33988065,28.85876939332,0.282640721724607,1.0,0.0,0.0,0.0,0,"","v1","","","",4.69953716137938,1.0,3.53806059473043,"global_emission_factors.pri_waste_municipal_bio"
170,"LT",2030,"pow_combustion_st_chp_waste_02",20.0,0.0,0.0,217948.0,9075206.33988065,28.85876939332,0.282640721724607,1.0,0.0,0.0,0.0,0,"","v1","","","",4.69953716137938,1.0,3.53806059473043,"global_emission_factors.pri_waste_municipal_bio"
171,"LT",2035,"pow_combustion_st_chp_waste_02",20.0,0.0,0.0,217948.0,9075206.33988065,28.85876939332,0.282640721724607,1.0,0.0,0.0,0.0,0,"","v1","","","",4.69953716137938,1.0,3.53806059473043,"global_emission_factors.pri_waste_municipal_bio"
172,"LT",2040,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
173,"LT",2045,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
174,"LT",2050,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
175,"LT",2060,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
176,"LT",2070,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
177,"LU",2020,"pow_combustion_st_chp_waste_02",15.3,0.0,0.0,277196.0,9544532.44292575,26.7484726448468,0.295131451269827,1.0,0.0,0.0,0.0,0,"","v1","","","",4.29866289542874,1.0,3.3883206811657,"global_emission_factors.pri_waste_municipal_bio"
178,"LU",2021,"pow_combustion_st_chp_waste_02",15.3,0.0,0.0,277196.0,9544532.44292575,26.7484726448468,0.295131451269827,1.0,0.0,0.0,0.0,0,"","v1","","","",4.29866289542874,1.0,3.3883206811657,"global_emission_factors.pri_waste_municipal_bio"
179,"LU",2024,"pow_combustion_st_chp_waste_02",15.3,0.0,0.0,277196.0,9544532.44292575,26.7484726448468,0.295131451269827,1.0,0.0,0.0,0.0,0,"","v1","","","",4.29866289542874,1.0,3.3883206811657,"global_emission_factors.pri_waste_municipal_bio"
180,"LU",2027,"pow_combustion_st_chp_waste_02",15.3,0.0,0.0,277196.0,9544532.44292575,26.7484726448468,0.295131451269827,1.0,0.0,0.0,0.0,0,"","v1","","","",4.29866289542874,1.0,3.3883206811657,"global_emission_factors.pri_waste_municipal_bio"
181,"LU",2030,"pow_combustion_st_chp_waste_02",15.3,0.0,0.0,277196.0,9544532.44292575,26.7484726448468,0.295131451269827,1.0,0.0,0.0,0.0,0,"","v1","","","",4.29866289542874,1.0,3.3883206811657,"global_emission_factors.pri_waste_municipal_bio"
182,"LU",2035,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
183,"LU",2040,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
184,"LU",2045,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
185,"LU",2050,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
186,"LU",2060,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
187,"LU",2070,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
188,"NL",2020,"pow_combustion_st_chp_waste_02",381.6,0.0,0.0,227155.039832285,9148138.82916413,28.530832817889,0.284581760147121,1.0,0.0,0.0,0.0,0,"","v1","","","",4.63240545587491,1.0,3.51392864912715,"global_emission_factors.pri_waste_municipal_bio"
189,"NL",2021,"pow_combustion_st_chp_waste_02",381.6,0.0,0.0,227155.039832285,9148138.82916413,28.530832817889,0.284581760147121,1.0,0.0,0.0,0.0,0,"","v1","","","",4.63240545587491,1.0,3.51392864912715,"global_emission_factors.pri_waste_municipal_bio"
190,"NL",2024,"pow_combustion_st_chp_waste_02",178.7,0.0,0.0,232602.513710129,9191290.35641447,28.3368045568202,0.285730202675355,1.0,0.0,0.0,0.0,0,"","v1","","","",4.59358155599612,1.0,3.49980502808866,"global_emission_factors.pri_waste_municipal_bio"
191,"NL",2027,"pow_combustion_st_chp_waste_02",178.7,0.0,0.0,232602.513710129,9191290.35641447,28.3368045568202,0.285730202675355,1.0,0.0,0.0,0.0,0,"","v1","","","",4.59358155599612,1.0,3.49980502808866,"global_emission_factors.pri_waste_municipal_bio"
192,"NL",2030,"pow_combustion_st_chp_waste_02",178.7,0.0,0.0,232602.513710129,9191290.35641447,28.3368045568202,0.285730202675355,1.0,0.0,0.0,0.0,0,"","v1","","","",4.59358155599612,1.0,3.49980502808866,"global_emission_factors.pri_waste_municipal_bio"
193,"NL",2035,"pow_combustion_st_chp_waste_02",49.0,0.0,0.0,238503.428571429,9238033.76338609,28.1266256234416,0.286974240138255,1.0,0.0,0.0,0.0,0,"","v1","","","",4.55225366527745,1.0,3.48463332290115,"global_emission_factors.pri_waste_municipal_bio"
194,"NL",2040,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
195,"NL",2045,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
196,"NL",2050,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
197,"NL",2060,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
198,"NL",2070,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
199,"NO",2020,"pow_combustion_st_chp_waste_02",82.73,0.0,0.0,308255.647044603,9829312.46788891,26.8724022913461,0.293552210744413,1.0,0.0,0.0,0.0,0,"","v1","","","",4.31820205174764,1.0,3.40654903420459,"global_emission_factors.pri_waste_municipal_bio"
200,"NO",2021,"pow_combustion_st_chp_waste_02",82.73,0.0,0.0,308255.647044603,9829312.46788891,26.8724022913461,0.293552210744413,1.0,0.0,0.0,0.0,0,"","v1","","","",4.31820205174764,1.0,3.40654903420459,"global_emission_factors.pri_waste_municipal_bio"
201,"NO",2024,"pow_combustion_st_chp_waste_02",60.2,0.0,0.0,319879.797342193,9935892.10181616,26.9187832703433,0.292961176042792,1.0,0.0,0.0,0.0,0,"","v1","","","",4.32556038577284,1.0,3.41342157861195,"global_emission_factors.pri_waste_municipal_bio"
202,"NO",2027,"pow_combustion_st_chp_waste_02",57.2,0.0,0.0,313850.520979021,9880610.80802849,26.8947261364273,0.293267737078658,1.0,0.0,0.0,0.0,0,"","v1","","","",4.32174059822006,1.0,3.40985343277562,"global_emission_factors.pri_waste_municipal_bio"
203,"NO",2030,"pow_combustion_st_chp_waste_02",57.2,0.0,0.0,313850.520979021,9880610.80802849,26.8947261364273,0.293267737078658,1.0,0.0,0.0,0.0,0,"","v1","","","",4.32174059822006,1.0,3.40985343277562,"global_emission_factors.pri_waste_municipal_bio"
204,"NO",2035,"pow_combustion_st_chp_waste_02",19.2,0.0,0.0,352732.791666667,10237114.9885542,27.0498684680349,0.291290752037525,1.0,0.0,0.0,0.0,0,"","v1","","","",4.34649328070086,1.0,3.43299604606458,"global_emission_factors.pri_waste_municipal_bio"
205,"NO",2040,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
206,"NO",2045,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
207,"NO",2050,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
208,"NO",2060,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
209,"NO",2070,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
210,"PL",2020,"pow_combustion_st_chp_waste_02",18.0,0.0,0.0,277196.0,9544532.44292575,26.7484726448468,0.295131451269827,1.0,0.0,0.0,0.0,0,"","v1","","","",4.29866289542874,1.0,3.3883206811657,"global_emission_factors.pri_waste_municipal_bio"
211,"PL",2021,"pow_combustion_st_chp_waste_02",18.0,0.0,0.0,277196.0,9544532.44292575,26.7484726448468,0.295131451269827,1.0,0.0,0.0,0.0,0,"","v1","","","",4.29866289542874,1.0,3.3883206811657,"global_emission_factors.pri_waste_municipal_bio"
212,"PL",2024,"pow_combustion_st_chp_waste_02",18.0,0.0,0.0,277196.0,9544532.44292575,26.7484726448468,0.295131451269827,1.0,0.0,0.0,0.0,0,"","v1","","","",4.29866289542874,1.0,3.3883206811657,"global_emission_factors.pri_waste_municipal_bio"
213,"PL",2027,"pow_combustion_st_chp_waste_02",18.0,0.0,0.0,277196.0,9544532.44292575,26.7484726448468,0.295131451269827,1.0,0.0,0.0,0.0,0,"","v1","","","",4.29866289542874,1.0,3.3883206811657,"global_emission_factors.pri_waste_municipal_bio"
214,"PL",2030,"pow_combustion_st_chp_waste_02",18.0,0.0,0.0,277196.0,9544532.44292575,26.7484726448468,0.295131451269827,1.0,0.0,0.0,0.0,0,"","v1","","","",4.29866289542874,1.0,3.3883206811657,"global_emission_factors.pri_waste_municipal_bio"
215,"PL",2035,"pow_combustion_st_chp_waste_02",18.0,0.0,0.0,277196.0,9544532.44292575,26.7484726448468,0.295131451269827,1.0,0.0,0.0,0.0,0,"","v1","","","",4.29866289542874,1.0,3.3883206811657,"global_emission_factors.pri_waste_municipal_bio"
216,"PL",2040,"pow_combustion_st_chp_waste_02",18.0,0.0,0.0,277196.0,9544532.44292575,26.7484726448468,0.295131451269827,1.0,0.0,0.0,0.0,0,"","v1","","","",4.29866289542874,1.0,3.3883206811657,"global_emission_factors.pri_waste_municipal_bio"
217,"PL",2045,"pow_combustion_st_chp_waste_02",18.0,0.0,0.0,277196.0,9544532.44292575,26.7484726448468,0.295131451269827,1.0,0.0,0.0,0.0,0,"","v1","","","",4.29866289542874,1.0,3.3883206811657,"global_emission_factors.pri_waste_municipal_bio"
218,"PL",2050,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
219,"PL",2060,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
220,"PL",2070,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
221,"PT",2020,"pow_combustion_st_chp_waste_02",8.1,0.0,0.0,277196.0,9544532.44292575,26.7484726448468,0.295131451269827,1.0,0.0,0.0,0.0,0,"","v1","","","",4.29866289542874,1.0,3.3883206811657,"global_emission_factors.pri_waste_municipal_bio"
222,"PT",2021,"pow_combustion_st_chp_waste_02",8.1,0.0,0.0,277196.0,9544532.44292575,26.7484726448468,0.295131451269827,1.0,0.0,0.0,0.0,0,"","v1","","","",4.29866289542874,1.0,3.3883206811657,"global_emission_factors.pri_waste_municipal_bio"
223,"PT",2024,"pow_combustion_st_chp_waste_02",8.1,0.0,0.0,277196.0,9544532.44292575,26.7484726448468,0.295131451269827,1.0,0.0,0.0,0.0,0,"","v1","","","",4.29866289542874,1.0,3.3883206811657,"global_emission_factors.pri_waste_municipal_bio"
224,"PT",2027,"pow_combustion_st_chp_waste_02",8.1,0.0,0.0,277196.0,9544532.44292575,26.7484726448468,0.295131451269827,1.0,0.0,0.0,0.0,0,"","v1","","","",4.29866289542874,1.0,3.3883206811657,"global_emission_factors.pri_waste_municipal_bio"
225,"PT",2030,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
226,"PT",2035,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
227,"PT",2040,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
228,"PT",2045,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
229,"PT",2050,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
230,"PT",2060,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
231,"PT",2070,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
232,"SE",2020,"pow_combustion_st_chp_waste_02",376.286,0.0,0.0,247773.480161367,9322884.19886301,28.1590123750342,0.28653329820654,1.0,0.0,0.0,0.0,0,"","v1","","","",4.55788314774199,1.0,3.48999577451964,"global_emission_factors.pri_waste_municipal_bio"
233,"SE",2021,"pow_combustion_st_chp_waste_02",376.286,0.0,0.0,247773.480161367,9322884.19886301,28.1590123750342,0.28653329820654,1.0,0.0,0.0,0.0,0,"","v1","","","",4.55788314774199,1.0,3.48999577451964,"global_emission_factors.pri_waste_municipal_bio"
234,"SE",2024,"pow_combustion_st_chp_waste_02",344.286,0.0,0.0,250545.638672499,9345904.86042762,28.0939727725377,0.286895097546106,1.0,0.0,0.0,0.0,0,"","v1","","","",4.54514950722956,1.0,3.48559459033381,"global_emission_factors.pri_waste_municipal_bio"
235,"SE",2027,"pow_combustion_st_chp_waste_02",275.186,0.0,0.0,252137.771383719,9360435.73793435,28.0981953662564,0.286828217185419,1.0,0.0,0.0,0.0,0,"","v1","","","",4.54585454137116,1.0,3.48640733402305,"global_emission_factors.pri_waste_municipal_bio"
236,"SE",2030,"pow_combustion_st_chp_waste_02",183.536,0.0,0.0,244145.029073315,9291830.24408258,28.2148530463984,0.286253237416441,1.0,0.0,0.0,0.0,0,"","v1","","","",4.56895790679972,1.0,3.49341027205642,"global_emission_factors.pri_waste_municipal_bio"
237,"SE",2035,"pow_combustion_st_chp_waste_02",46.0,0.0,0.0,246238.0,9324951.87424852,28.6655567711923,0.283224463972563,1.0,0.0,0.0,0.0,0,"","v1","","","",4.65813147165063,1.0,3.53076844413015,"global_emission_factors.pri_waste_municipal_bio"
238,"SE",2040,"pow_combustion_st_chp_waste_02",6.0,0.0,0.0,434838.0,10989922.1033676,27.3774726236741,0.287116078958936,1.0,0.0,0.0,0.0,0,"","v1","","","",4.39970486724871,1.0,3.48291187183224,"global_emission_factors.pri_waste_municipal_bio"
239,"SE",2045,"pow_combustion_st_chp_waste_02",6.0,0.0,0.0,434838.0,10989922.1033676,27.3774726236741,0.287116078958936,1.0,0.0,0.0,0.0,0,"","v1","","","",4.39970486724871,1.0,3.48291187183224,"global_emission_factors.pri_waste_municipal_bio"
240,"SE",2050,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
241,"SE",2060,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
242,"SE",2070,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
243,"SK",2020,"pow_combustion_st_chp_waste_02",23.74,0.0,0.0,319030.229149116,9928102.57185515,26.9153934479897,0.293004372686903,1.0,0.0,0.0,0.0,0,"","v1","","","",4.32502174172914,1.0,3.4129183494083,"global_emission_factors.pri_waste_municipal_bio"
244,"SK",2021,"pow_combustion_st_chp_waste_02",23.74,0.0,0.0,319030.229149116,9928102.57185515,26.9153934479897,0.293004372686903,1.0,0.0,0.0,0.0,0,"","v1","","","",4.32502174172914,1.0,3.4129183494083,"global_emission_factors.pri_waste_municipal_bio"
245,"SK",2024,"pow_combustion_st_chp_waste_02",23.74,0.0,0.0,319030.229149116,9928102.57185515,26.9153934479897,0.293004372686903,1.0,0.0,0.0,0.0,0,"","v1","","","",4.32502174172914,1.0,3.4129183494083,"global_emission_factors.pri_waste_municipal_bio"
246,"SK",2027,"pow_combustion_st_chp_waste_02",17.44,0.0,0.0,277196.0,9544532.44292575,26.7484726448468,0.295131451269827,1.0,0.0,0.0,0.0,0,"","v1","","","",4.29866289542874,1.0,3.3883206811657,"global_emission_factors.pri_waste_municipal_bio"
247,"SK",2030,"pow_combustion_st_chp_waste_02",17.44,0.0,0.0,277196.0,9544532.44292575,26.7484726448468,0.295131451269827,1.0,0.0,0.0,0.0,0,"","v1","","","",4.29866289542874,1.0,3.3883206811657,"global_emission_factors.pri_waste_municipal_bio"
248,"SK",2035,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
249,"SK",2040,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
250,"SK",2045,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
251,"SK",2050,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
252,"SK",2060,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
253,"SK",2070,"pow_combustion_st_chp_waste_02",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_waste_municipal_bio"
