"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_pri_biomass_wood_chips_pp","conversion_factor_sec_elec","ef_pri_biomass_wood_chips_pp_emi_co2_f_pow"
281,"RS",2035,"pow_combustion_ic_syngas_07",2.4,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
282,"RS",2040,"pow_combustion_ic_syngas_07",2.4,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
283,"RS",2045,"pow_combustion_ic_syngas_07",2.4,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
284,"RS",2050,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
285,"RS",2060,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
286,"RS",2070,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
287,"SE",2020,"pow_combustion_ic_syngas_07",895.0,0.0,0.0,149136.481484233,3932857.89565888,5.1121247918956,0.0,0.0,0.0,0,"","v1","","","",3.53855517817957,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
288,"SE",2021,"pow_combustion_ic_syngas_07",895.0,0.0,0.0,149136.481484233,3932857.89565888,5.1121247918956,0.0,0.0,0.0,0,"","v1","","","",3.53855517817957,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
289,"SE",2024,"pow_combustion_ic_syngas_07",895.0,0.0,0.0,149136.481484233,3932857.89565888,5.1121247918956,0.0,0.0,0.0,0,"","v1","","","",3.53855517817957,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
290,"SE",2027,"pow_combustion_ic_syngas_07",895.0,0.0,0.0,149136.481484233,3932857.89565888,5.1121247918956,0.0,0.0,0.0,0,"","v1","","","",3.53855517817957,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
291,"SE",2030,"pow_combustion_ic_syngas_07",895.0,0.0,0.0,149136.481484233,3932857.89565888,5.1121247918956,0.0,0.0,0.0,0,"","v1","","","",3.53855517817957,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
292,"SE",2035,"pow_combustion_ic_syngas_07",843.513,0.0,0.0,148913.876339775,3919519.1222875,5.08803274744808,0.0,0.0,0.0,0,"","v1","","","",3.52850238484655,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
293,"SE",2040,"pow_combustion_ic_syngas_07",577.113,0.0,0.0,147752.279206396,3898592.41417031,5.0524845064398,0.0,0.0,0.0,0,"","v1","","","",3.5158008680554,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
294,"SE",2045,"pow_combustion_ic_syngas_07",380.0,0.0,0.0,151217.019724847,3899799.40801191,5.04512877537937,0.0,0.0,0.0,0,"","v1","","","",3.50419791825077,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
295,"SE",2050,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
296,"SE",2060,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
297,"SE",2070,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
298,"SI",2020,"pow_combustion_ic_syngas_07",36.4,0.0,0.0,210714.328198305,4864229.72427791,6.66689867242679,0.0,0.0,0.0,0,"","v1","","","",4.16765682964811,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
299,"SI",2021,"pow_combustion_ic_syngas_07",36.4,0.0,0.0,210714.328198305,4864229.72427791,6.66689867242679,0.0,0.0,0.0,0,"","v1","","","",4.16765682964811,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
300,"SI",2024,"pow_combustion_ic_syngas_07",23.4,0.0,0.0,220890.844828373,5078132.98179621,7.03495385439223,0.0,0.0,0.0,0,"","v1","","","",4.36723693698695,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
301,"SI",2027,"pow_combustion_ic_syngas_07",23.4,0.0,0.0,220890.844828373,5078132.98179621,7.03495385439223,0.0,0.0,0.0,0,"","v1","","","",4.36723693698695,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
302,"SI",2030,"pow_combustion_ic_syngas_07",23.4,0.0,0.0,220890.844828373,5078132.98179621,7.03495385439223,0.0,0.0,0.0,0,"","v1","","","",4.36723693698695,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
303,"SI",2035,"pow_combustion_ic_syngas_07",6.4,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
304,"SI",2040,"pow_combustion_ic_syngas_07",5.4,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
305,"SI",2045,"pow_combustion_ic_syngas_07",5.4,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
306,"SI",2050,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
307,"SI",2060,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
308,"SI",2070,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
309,"SK",2020,"pow_combustion_ic_syngas_07",109.295048548771,0.0,0.0,176751.559392735,4150356.09286383,5.4385635252261,0.0,0.0,0.0,0,"","v1","","","",3.61613900179485,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
310,"SK",2021,"pow_combustion_ic_syngas_07",109.295048548771,0.0,0.0,176751.559392735,4150356.09286383,5.4385635252261,0.0,0.0,0.0,0,"","v1","","","",3.61613900179485,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
311,"SK",2024,"pow_combustion_ic_syngas_07",109.295048548771,0.0,0.0,176751.559392735,4150356.09286383,5.4385635252261,0.0,0.0,0.0,0,"","v1","","","",3.61613900179485,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
312,"SK",2027,"pow_combustion_ic_syngas_07",72.8030485487712,0.0,0.0,182003.980519387,4260758.30903367,5.62852841044204,0.0,0.0,0.0,0,"","v1","","","",3.69169161142095,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
313,"SK",2030,"pow_combustion_ic_syngas_07",66.9450485487712,0.0,0.0,184095.512295806,4304720.84321331,5.70417306730644,0.0,0.0,0.0,0,"","v1","","","",3.72266316733918,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
314,"SK",2035,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
315,"SK",2040,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
316,"SK",2045,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
317,"SK",2050,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
318,"SK",2060,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
319,"SK",2070,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
