"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_pri_biomass_stemwood","conversion_factor_pri_biomass_pellets_pp","conversion_factor_pri_biomass_wood_chips_pp","conversion_factor_pri_biomass_wood_chips_pr","conversion_factor_pri_biomass_wood_chips_sr","conversion_factor_sec_elec","ef_pri_biomass_stemwood_emi_co2_f_pow","ef_pri_biomass_pellets_pp_emi_co2_f_pow","ef_pri_biomass_wood_chips_pp_emi_co2_f_pow","ef_pri_biomass_wood_chips_pr_emi_co2_f_pow","ef_pri_biomass_wood_chips_sr_emi_co2_f_pow"
49,"DK",2030,"pow_combustion_st_biomass_03",858.0,0.0,0.0,61374.3949292309,2403673.42882396,2.09668213040594,0.0,0.0,0.0,0,"","v1","","","",2.57174023145894,2.57174023145894,2.57174023145894,2.57174023145894,2.57174023145894,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
50,"DK",2035,"pow_combustion_st_biomass_03",858.0,0.0,0.0,61374.3949292309,2403673.42882396,2.09668213040594,0.0,0.0,0.0,0,"","v1","","","",2.57174023145894,2.57174023145894,2.57174023145894,2.57174023145894,2.57174023145894,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
51,"DK",2040,"pow_combustion_st_biomass_03",400.0,0.0,0.0,65120.1472160002,2552022.66596199,3.13227871263298,0.0,0.0,0.0,0,"","v1","","","",3.06812454552411,3.06812454552411,3.06812454552411,3.06812454552411,3.06812454552411,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
52,"DK",2045,"pow_combustion_st_biomass_03",400.0,0.0,0.0,65120.1472160002,2552022.66596199,3.13227871263298,0.0,0.0,0.0,0,"","v1","","","",3.06812454552411,3.06812454552411,3.06812454552411,3.06812454552411,3.06812454552411,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
53,"DK",2050,"pow_combustion_st_biomass_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
54,"DK",2060,"pow_combustion_st_biomass_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
55,"DK",2070,"pow_combustion_st_biomass_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
56,"ES",2020,"pow_combustion_st_biomass_03",214.9,0.0,0.0,50269.4678781922,2222897.20086966,3.77175872653302,0.0,0.0,0.0,0,"","v1","","","",6.56070769837669,6.56070769837669,6.56070769837669,6.56070769837669,6.56070769837669,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
57,"ES",2021,"pow_combustion_st_biomass_03",214.9,0.0,0.0,50269.4678781922,2222897.20086966,3.77175872653302,0.0,0.0,0.0,0,"","v1","","","",6.56070769837669,6.56070769837669,6.56070769837669,6.56070769837669,6.56070769837669,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
58,"ES",2024,"pow_combustion_st_biomass_03",264.9,0.0,0.0,50260.2048917461,2222487.59504903,3.77106371718766,0.0,0.0,0.0,0,"","v1","","","",6.56019769818231,6.56019769818231,6.56019769818231,6.56019769818231,6.56019769818231,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
59,"ES",2027,"pow_combustion_st_biomass_03",264.9,0.0,0.0,50260.2048917461,2222487.59504903,3.77106371718766,0.0,0.0,0.0,0,"","v1","","","",6.56019769818231,6.56019769818231,6.56019769818231,6.56019769818231,6.56019769818231,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
60,"ES",2030,"pow_combustion_st_biomass_03",264.9,0.0,0.0,50260.2048917461,2222487.59504903,3.77106371718766,0.0,0.0,0.0,0,"","v1","","","",6.56019769818231,6.56019769818231,6.56019769818231,6.56019769818231,6.56019769818231,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
61,"ES",2035,"pow_combustion_st_biomass_03",227.0,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
62,"ES",2040,"pow_combustion_st_biomass_03",227.0,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
63,"ES",2045,"pow_combustion_st_biomass_03",150.0,0.0,0.0,50220.3925760006,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
64,"ES",2050,"pow_combustion_st_biomass_03",50.0,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
65,"ES",2060,"pow_combustion_st_biomass_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
66,"ES",2070,"pow_combustion_st_biomass_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
67,"FI",2020,"pow_combustion_st_biomass_03",684.0,0.0,0.0,61614.5500496844,2427233.60833141,2.42120773147941,0.0,0.0,0.0,0,"","v1","","","",2.76388979020201,2.76388979020201,2.76388979020201,2.76388979020201,2.76388979020201,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
68,"FI",2021,"pow_combustion_st_biomass_03",684.0,0.0,0.0,61614.5500496844,2427233.60833141,2.42120773147941,0.0,0.0,0.0,0,"","v1","","","",2.76388979020201,2.76388979020201,2.76388979020201,2.76388979020201,2.76388979020201,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
69,"FI",2024,"pow_combustion_st_biomass_03",576.0,0.0,0.0,63750.9545760001,2465953.57691255,2.16866982481531,0.0,0.0,0.0,0,"","v1","","","",2.49341056351266,2.49341056351266,2.49341056351266,2.49341056351266,2.49341056351266,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
70,"FI",2027,"pow_combustion_st_biomass_03",576.0,0.0,0.0,63750.9545760001,2465953.57691255,2.16866982481531,0.0,0.0,0.0,0,"","v1","","","",2.49341056351266,2.49341056351266,2.49341056351266,2.49341056351266,2.49341056351266,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
71,"FI",2030,"pow_combustion_st_biomass_03",576.0,0.0,0.0,63750.9545760001,2465953.57691255,2.16866982481531,0.0,0.0,0.0,0,"","v1","","","",2.49341056351266,2.49341056351266,2.49341056351266,2.49341056351266,2.49341056351266,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
72,"FI",2035,"pow_combustion_st_biomass_03",576.0,0.0,0.0,63750.9545760001,2465953.57691255,2.16866982481531,0.0,0.0,0.0,0,"","v1","","","",2.49341056351266,2.49341056351266,2.49341056351266,2.49341056351266,2.49341056351266,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
73,"FI",2040,"pow_combustion_st_biomass_03",576.0,0.0,0.0,63750.9545760001,2465953.57691255,2.16866982481531,0.0,0.0,0.0,0,"","v1","","","",2.49341056351266,2.49341056351266,2.49341056351266,2.49341056351266,2.49341056351266,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
74,"FI",2045,"pow_combustion_st_biomass_03",576.0,0.0,0.0,63750.9545760001,2465953.57691255,2.16866982481531,0.0,0.0,0.0,0,"","v1","","","",2.49341056351266,2.49341056351266,2.49341056351266,2.49341056351266,2.49341056351266,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
75,"FI",2050,"pow_combustion_st_biomass_03",500.0,0.0,0.0,65807.6,2503228.0,1.92556,0.0,0.0,0.0,0,"","v1","","","",2.27873484641327,2.27873484641327,2.27873484641327,2.27873484641327,2.27873484641327,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
76,"FI",2060,"pow_combustion_st_biomass_03",500.0,0.0,0.0,65807.6,2503228.0,1.92556,0.0,0.0,0.0,0,"","v1","","","",2.27873484641327,2.27873484641327,2.27873484641327,2.27873484641327,2.27873484641327,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
77,"FI",2070,"pow_combustion_st_biomass_03",500.0,0.0,0.0,65807.6,2503228.0,1.92556,0.0,0.0,0.0,0,"","v1","","","",2.27873484641327,2.27873484641327,2.27873484641327,2.27873484641327,2.27873484641327,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
78,"FR",2020,"pow_combustion_st_biomass_03",85.7,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
79,"FR",2021,"pow_combustion_st_biomass_03",85.7,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
80,"FR",2024,"pow_combustion_st_biomass_03",85.7,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
81,"FR",2027,"pow_combustion_st_biomass_03",72.5,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
82,"FR",2030,"pow_combustion_st_biomass_03",72.5,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
83,"FR",2035,"pow_combustion_st_biomass_03",50.0,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
84,"FR",2040,"pow_combustion_st_biomass_03",50.0,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
85,"FR",2045,"pow_combustion_st_biomass_03",50.0,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
86,"FR",2050,"pow_combustion_st_biomass_03",50.0,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
87,"FR",2060,"pow_combustion_st_biomass_03",50.0,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
88,"FR",2070,"pow_combustion_st_biomass_03",50.0,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
89,"GB",2020,"pow_combustion_st_biomass_03",1989.55,0.0,0.0,56704.9627060529,2265966.1693659,1.66327399070481,0.0,0.0,0.0,0,"","v1","","","",2.55905197842803,2.55905197842803,2.55905197842803,2.55905197842803,2.55905197842803,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
90,"GB",2021,"pow_combustion_st_biomass_03",1989.55,0.0,0.0,56704.9627060529,2265966.1693659,1.66327399070481,0.0,0.0,0.0,0,"","v1","","","",2.55905197842803,2.55905197842803,2.55905197842803,2.55905197842803,2.55905197842803,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
91,"GB",2024,"pow_combustion_st_biomass_03",2318.55,0.0,0.0,56812.5683418979,2266507.12968833,1.62609616580078,0.0,0.0,0.0,0,"","v1","","","",2.53204317613243,2.53204317613243,2.53204317613243,2.53204317613243,2.53204317613243,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
92,"GB",2027,"pow_combustion_st_biomass_03",2318.5,0.0,0.0,56812.7105065683,2266508.11696503,1.62604997256374,0.0,0.0,0.0,0,"","v1","","","",2.53200965441679,2.53200965441679,2.53200965441679,2.53200965441679,2.53200965441679,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
93,"GB",2030,"pow_combustion_st_biomass_03",2160.8,0.0,0.0,57293.8325621267,2269849.31694629,1.46972009754248,0.0,0.0,0.0,0,"","v1","","","",2.42342982307957,2.42342982307957,2.42342982307957,2.42342982307957,2.42342982307957,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
94,"GB",2035,"pow_combustion_st_biomass_03",2101.8,0.0,0.0,57492.3923485866,2271228.23513791,1.40520252608028,0.0,0.0,0.0,0,"","v1","","","",2.38128624173309,2.38128624173309,2.38128624173309,2.38128624173309,2.38128624173309,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
95,"GB",2040,"pow_combustion_st_biomass_03",329.0,0.0,0.0,57463.288076839,2269778.45980839,1.40127202738796,0.0,0.0,0.0,0,"","v1","","","",2.38013315216722,2.38013315216722,2.38013315216722,2.38013315216722,2.38013315216722,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
96,"GB",2045,"pow_combustion_st_biomass_03",329.0,0.0,0.0,57463.288076839,2269778.45980839,1.40127202738796,0.0,0.0,0.0,0,"","v1","","","",2.38013315216722,2.38013315216722,2.38013315216722,2.38013315216722,2.38013315216722,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
97,"GB",2050,"pow_combustion_st_biomass_03",329.0,0.0,0.0,57463.288076839,2269778.45980839,1.40127202738796,0.0,0.0,0.0,0,"","v1","","","",2.38013315216722,2.38013315216722,2.38013315216722,2.38013315216722,2.38013315216722,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
98,"GB",2060,"pow_combustion_st_biomass_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
99,"GB",2070,"pow_combustion_st_biomass_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
100,"HU",2020,"pow_combustion_st_biomass_03",20.0,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
101,"HU",2021,"pow_combustion_st_biomass_03",20.0,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
102,"HU",2024,"pow_combustion_st_biomass_03",20.0,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
103,"HU",2027,"pow_combustion_st_biomass_03",20.0,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
104,"HU",2030,"pow_combustion_st_biomass_03",20.0,0.0,0.0,50220.3925760007,2220727.10923197,3.76807656702128,0.0,0.0,0.0,0,"","v1","","","",6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,6.55800661979717,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
105,"HU",2035,"pow_combustion_st_biomass_03",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_wood_chips_sr"
