"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_sec_methane","conversion_factor_pri_cbm","conversion_factor_sec_elec","ef_sec_methane_emi_co2_f_pow","ef_pri_cbm_emi_co2_f_pow"
238,"EE",2040,"pow_combustion_ic_methane_0_ag",243.0,0.0,0.0,6877.0,523392.6,1.1,0.0,0.0,0.0,0,"","v1","","","",2.47524752475248,2.47524752475248,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
239,"EE",2045,"pow_combustion_ic_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
240,"EE",2050,"pow_combustion_ic_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
241,"EE",2060,"pow_combustion_ic_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
242,"EE",2070,"pow_combustion_ic_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
243,"GB",2020,"pow_combustion_ic_methane_0_ag",79.91,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,2.08333333333333,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
244,"GB",2021,"pow_combustion_ic_methane_0_ag",79.91,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,2.08333333333333,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
245,"GB",2024,"pow_combustion_ic_methane_0_ag",62.51,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,2.08333333333333,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
246,"GB",2027,"pow_combustion_ic_methane_0_ag",31.792,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,2.08333333333333,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
247,"GB",2030,"pow_combustion_ic_methane_0_ag",25.792,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,2.08333333333333,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
248,"GB",2035,"pow_combustion_ic_methane_0_ag",24.592,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,2.08333333333333,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
249,"GB",2040,"pow_combustion_ic_methane_0_ag",24.592,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,2.08333333333333,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
250,"GB",2045,"pow_combustion_ic_methane_0_ag",24.592,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,2.08333333333333,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
251,"GB",2050,"pow_combustion_ic_methane_0_ag",24.592,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,2.08333333333333,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
252,"GB",2060,"pow_combustion_ic_methane_0_ag",24.592,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,2.08333333333333,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
253,"GB",2070,"pow_combustion_ic_methane_0_ag",24.592,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,2.08333333333333,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
254,"PL",2020,"pow_combustion_ic_methane_0_ag",7.01,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,2.08333333333333,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
255,"PL",2021,"pow_combustion_ic_methane_0_ag",7.01,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,2.08333333333333,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
256,"PL",2024,"pow_combustion_ic_methane_0_ag",7.01,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,2.08333333333333,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
257,"PL",2027,"pow_combustion_ic_methane_0_ag",7.01,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,2.08333333333333,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
258,"PL",2030,"pow_combustion_ic_methane_0_ag",7.01,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,2.08333333333333,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
259,"PL",2035,"pow_combustion_ic_methane_0_ag",5.01,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,2.08333333333333,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
260,"PL",2040,"pow_combustion_ic_methane_0_ag",5.01,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,2.08333333333333,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
261,"PL",2045,"pow_combustion_ic_methane_0_ag",5.01,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,2.08333333333333,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
262,"PL",2050,"pow_combustion_ic_methane_0_ag",5.01,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,2.08333333333333,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
263,"PL",2060,"pow_combustion_ic_methane_0_ag",5.01,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,2.08333333333333,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
264,"PL",2070,"pow_combustion_ic_methane_0_ag",5.01,0.0,0.0,6877.0,523392.6,6.348,0.0,0.0,0.0,0,"","v1","","","",2.08333333333333,2.08333333333333,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
265,"DE",2020,"pow_combustion_st_methane_0_ag",857.294,0.0,0.0,49465.336496352,2279560.06499352,1.59945129675467,0.0,0.0,0.0,0,"","v1","","","",2.07436865725828,2.07436865725828,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
266,"DE",2021,"pow_combustion_st_methane_0_ag",857.294,0.0,0.0,49465.336496352,2279560.06499352,1.59945129675467,0.0,0.0,0.0,0,"","v1","","","",2.07436865725828,2.07436865725828,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
267,"DE",2024,"pow_combustion_st_methane_0_ag",51.264,0.0,0.0,49227.4813257941,2268598.74972791,1.59176029962547,0.0,0.0,0.0,0,"","v1","","","",2.21319628647215,2.21319628647215,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
268,"DE",2027,"pow_combustion_st_methane_0_ag",51.209,0.0,0.0,49280.3531153803,2271035.29274252,1.59346989786952,0.0,0.0,0.0,0,"","v1","","","",2.2130288187701,2.2130288187701,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
269,"DE",2030,"pow_combustion_st_methane_0_ag",51.209,0.0,0.0,49280.3531153803,2271035.29274252,1.59346989786952,0.0,0.0,0.0,0,"","v1","","","",2.2130288187701,2.2130288187701,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
270,"DE",2035,"pow_combustion_st_methane_0_ag",51.209,0.0,0.0,49280.3531153803,2271035.29274252,1.59346989786952,0.0,0.0,0.0,0,"","v1","","","",2.2130288187701,2.2130288187701,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
271,"DE",2040,"pow_combustion_st_methane_0_ag",51.209,0.0,0.0,49280.3531153803,2271035.29274252,1.59346989786952,0.0,0.0,0.0,0,"","v1","","","",2.2130288187701,2.2130288187701,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
272,"DE",2045,"pow_combustion_st_methane_0_ag",0.2082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,2.38095238095238,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
273,"DE",2050,"pow_combustion_st_methane_0_ag",0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,2.38095238095238,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
274,"DE",2060,"pow_combustion_st_methane_0_ag",0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,2.38095238095238,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
275,"DE",2070,"pow_combustion_st_methane_0_ag",0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.38095238095238,2.38095238095238,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
276,"AT",2020,"pow_combustion_st_methane_0_ag",318.0,0.0,0.0,49482.30593501,2280342.08443239,1.6,0.0,0.0,0.0,0,"","v1","","","",2.45308475407825,2.45308475407825,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
277,"AT",2021,"pow_combustion_st_methane_0_ag",318.0,0.0,0.0,49482.30593501,2280342.08443239,1.6,0.0,0.0,0.0,0,"","v1","","","",2.45308475407825,2.45308475407825,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
278,"AT",2024,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
279,"AT",2027,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
280,"AT",2030,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
281,"AT",2035,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
282,"AT",2040,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
283,"AT",2045,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
284,"AT",2050,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
285,"AT",2060,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
286,"AT",2070,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
287,"BG",2020,"pow_combustion_st_methane_0_ag",359.0,0.0,0.0,49482.30593501,2280342.08443239,2.59442896935933,0.0,0.0,0.0,0,"","v1","","","",2.58939545189639,2.58939545189639,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
288,"BG",2021,"pow_combustion_st_methane_0_ag",334.0,0.0,0.0,49482.30593501,2280342.08443239,2.6688622754491,0.0,0.0,0.0,0,"","v1","","","",2.59050479165826,2.59050479165826,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
289,"BG",2024,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
290,"BG",2027,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
291,"BG",2030,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
292,"BG",2035,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
293,"BG",2040,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
294,"BG",2045,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
295,"BG",2050,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
296,"BG",2060,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
297,"BG",2070,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
298,"FR",2020,"pow_combustion_st_methane_0_ag",32.0,0.0,0.0,49482.30593501,2280342.08443239,1.6,0.0,0.0,0.0,0,"","v1","","","",2.45821042281219,2.45821042281219,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
299,"FR",2021,"pow_combustion_st_methane_0_ag",32.0,0.0,0.0,49482.30593501,2280342.08443239,1.6,0.0,0.0,0.0,0,"","v1","","","",2.45821042281219,2.45821042281219,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
300,"FR",2024,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
301,"FR",2027,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
302,"FR",2030,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
303,"FR",2035,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
304,"FR",2040,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
305,"FR",2045,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
306,"FR",2050,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
307,"FR",2060,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
308,"FR",2070,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
309,"GB",2020,"pow_combustion_st_methane_0_ag",1882.0,0.0,0.0,49482.30593501,2280342.08443239,1.6,0.0,0.0,0.0,0,"","v1","","","",2.40925327358249,2.40925327358249,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
310,"GB",2021,"pow_combustion_st_methane_0_ag",1882.0,0.0,0.0,49482.30593501,2280342.08443239,1.6,0.0,0.0,0.0,0,"","v1","","","",2.40925327358249,2.40925327358249,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
311,"GB",2024,"pow_combustion_st_methane_0_ag",647.0,0.0,0.0,49482.30593501,2280342.08443239,1.6,0.0,0.0,0.0,0,"","v1","","","",2.37981913374584,2.37981913374584,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
312,"GB",2027,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
313,"GB",2030,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
314,"GB",2035,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
315,"GB",2040,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
316,"GB",2045,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
317,"GB",2050,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
318,"GB",2060,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
319,"GB",2070,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
320,"GR",2020,"pow_combustion_st_methane_0_ag",147.0,0.0,0.0,49482.30593501,2280342.08443239,1.6,0.0,0.0,0.0,0,"","v1","","","",2.46791707798618,2.46791707798618,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
321,"GR",2021,"pow_combustion_st_methane_0_ag",147.0,0.0,0.0,49482.30593501,2280342.08443239,1.6,0.0,0.0,0.0,0,"","v1","","","",2.46791707798618,2.46791707798618,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
322,"GR",2024,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
323,"GR",2027,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
324,"GR",2030,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
325,"GR",2035,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
326,"GR",2040,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
327,"GR",2045,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
328,"GR",2050,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
329,"GR",2060,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
330,"GR",2070,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
331,"IE",2020,"pow_combustion_st_methane_0_ag",649.0,0.0,0.0,49482.30593501,2280342.08443239,1.6,0.0,0.0,0.0,0,"","v1","","","",2.41300987846833,2.41300987846833,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
332,"IE",2021,"pow_combustion_st_methane_0_ag",531.0,0.0,0.0,49482.30593501,2280342.08443239,1.6,0.0,0.0,0.0,0,"","v1","","","",2.39896234713392,2.39896234713392,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
333,"IE",2024,"pow_combustion_st_methane_0_ag",265.0,0.0,0.0,49482.30593501,2280342.08443239,1.6,0.0,0.0,0.0,0,"","v1","","","",2.389486260454,2.389486260454,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
334,"IE",2027,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
335,"IE",2030,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
336,"IE",2035,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
337,"IE",2040,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
338,"IE",2045,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
339,"IE",2050,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
340,"IE",2060,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
341,"IE",2070,"pow_combustion_st_methane_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
342,"IT",2020,"pow_combustion_st_methane_0_ag",4792.0,0.0,0.0,49482.30593501,2280342.08443238,1.6,0.0,0.0,0.0,0,"","v1","","","",1.88712907193784,1.88712907193784,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
343,"IT",2021,"pow_combustion_st_methane_0_ag",4792.0,0.0,0.0,49482.30593501,2280342.08443238,1.6,0.0,0.0,0.0,0,"","v1","","","",1.88712907193784,1.88712907193784,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
344,"IT",2024,"pow_combustion_st_methane_0_ag",5319.0,0.0,0.0,49482.30593501,2280342.08443239,2.04731395953706,0.0,0.0,0.0,0,"","v1","","","",1.86421772655008,1.86421772655008,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
345,"IT",2027,"pow_combustion_st_methane_0_ag",5599.0,0.0,0.0,49366.0771662367,2280342.08443239,2.16114245702558,0.0,0.0,0.0,0,"","v1","","","",1.86576895214175,1.86576895214175,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
346,"IT",2030,"pow_combustion_st_methane_0_ag",4704.0,0.0,0.0,49343.9630616338,2280342.08443239,2.26790744406595,0.0,0.0,0.0,0,"","v1","","","",1.86380256597959,1.86380256597959,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
347,"IT",2035,"pow_combustion_st_methane_0_ag",2019.0,0.0,0.0,49159.9855405763,2280342.08443239,3.15613502569897,0.0,0.0,0.0,0,"","v1","","","",1.85978822144789,1.85978822144789,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
348,"IT",2040,"pow_combustion_st_methane_0_ag",1281.0,0.0,0.0,48974.292760645,2280342.08443239,4.05264372902905,0.0,0.0,0.0,0,"","v1","","","",1.89259703138502,1.89259703138502,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
349,"IT",2045,"pow_combustion_st_methane_0_ag",1281.0,0.0,0.0,48974.292760645,2280342.08443239,4.05264372902905,0.0,0.0,0.0,0,"","v1","","","",1.89259703138502,1.89259703138502,1.0,"global_emission_factors.sec_methane","global_emission_factors.pri_cbm"
