"id","region","year","type","availability_constant","efficiency","cost_fix_p","cost_inv_p","lifetime","conversion_factor_me1_space_heating","conversion_factor_me1_hot_water","conversion_factor_me1_space_cooling","flow_share_fix_me1_space_heating","flow_share_fix_me1_hot_water","flow_share_fix_me1_space_cooling","flow_share_fix_sec_elec","flow_share_fix_pri_solar_radiation","flow_share_fix_pri_envir_heat","flow_share_fix_pri_geoth_heat","flow_share_fix_pri_natural_gas","flow_share_fix_sec_heating_oil","starting_year","bandwidth_type","version","method","source","comment"
104,"DE",2030,"hea_hh_me1_heater_hp_dual_air_1",1.0,1.0,25.99237377,1039.694951,18.0,0.0,0.0,0.0,0.863355922,0.136644078,0.0,0.0,0.0,0.66,0.0,0.0,0.0,2015.0,"","","","",""
105,"DE",2035,"hea_hh_me1_heater_hp_dual_air_1",1.0,1.0,27.06841711,1082.736684,18.0,0.0,0.0,0.0,0.858408467,0.141591533,0.0,0.0,0.0,0.66,0.0,0.0,0.0,2015.0,"","","","",""
106,"DE",2040,"hea_hh_me1_heater_hp_dual_air_1",1.0,1.0,28.02469978,1120.987991,18.0,0.0,0.0,0.0,0.853311928,0.146688072,0.0,0.0,0.0,0.66,0.0,0.0,0.0,2015.0,"","","","",""
107,"DE",2045,"hea_hh_me1_heater_hp_dual_air_1",1.0,1.0,28.26989082,1130.795633,18.0,0.0,0.0,0.0,0.848064141,0.151935859,0.0,0.0,0.0,0.66,0.0,0.0,0.0,2015.0,"","","","",""
108,"DE",2050,"hea_hh_me1_heater_hp_dual_air_1",1.0,1.0,28.32372441,1132.948976,18.0,0.0,0.0,0.0,0.842662978,0.157337022,0.0,0.0,0.0,0.66,0.0,0.0,0.0,2015.0,"","","","",""
109,"DE",2060,"hea_hh_me1_heater_hp_dual_air_1",1.0,1.0,28.32372441,1132.948976,18.0,0.0,0.0,0.0,0.842662978,0.157337022,0.0,0.0,0.0,0.66,0.0,0.0,0.0,2015.0,"","","","",""
110,"DE",2070,"hea_hh_me1_heater_hp_dual_air_1",1.0,1.0,28.32372441,1132.948976,18.0,0.0,0.0,0.0,0.842662978,0.157337022,0.0,0.0,0.0,0.66,0.0,0.0,0.0,2015.0,"","","","",""
111,"DE",2015,"hea_hh_me1_heater_hp_dual_gas_1",1.0,1.0,44.16888985,981.5308857,20.0,0.0,0.0,0.0,0.877328579,0.122671421,0.0,0.0,0.0,0.17,0.0,0.0,0.0,2020.0,"","","","",""
112,"DE",2020,"hea_hh_me1_heater_hp_dual_gas_1",1.0,1.0,47.38440174,1052.986705,20.0,0.0,0.0,0.0,0.872814079,0.127185921,0.0,0.0,0.0,0.17,0.0,0.0,0.0,2020.0,"","","","",""
113,"DE",2025,"hea_hh_me1_heater_hp_dual_gas_1",1.0,1.0,48.83791111,1085.286914,20.0,0.0,0.0,0.0,0.868156877,0.131843123,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2020.0,"","","","",""
114,"DE",2030,"hea_hh_me1_heater_hp_dual_gas_1",1.0,1.0,52.42008158,1164.890702,20.0,0.0,0.0,0.0,0.863355922,0.136644078,0.0,0.0,0.0,0.23,0.0,0.0,0.0,2020.0,"","","","",""
115,"DE",2035,"hea_hh_me1_heater_hp_dual_gas_1",1.0,1.0,55.07865999,1223.970222,20.0,0.0,0.0,0.0,0.858408467,0.141591533,0.0,0.0,0.0,0.23,0.0,0.0,0.0,2020.0,"","","","",""
116,"DE",2040,"hea_hh_me1_heater_hp_dual_gas_1",1.0,1.0,54.31529444,1207.006543,20.0,0.0,0.0,0.0,0.853311928,0.146688072,0.0,0.0,0.0,0.26,0.0,0.0,0.0,2020.0,"","","","",""
117,"DE",2045,"hea_hh_me1_heater_hp_dual_gas_1",1.0,1.0,54.89544715,1219.898826,20.0,0.0,0.0,0.0,0.848064141,0.151935859,0.0,0.0,0.0,0.26,0.0,0.0,0.0,2020.0,"","","","",""
118,"DE",2050,"hea_hh_me1_heater_hp_dual_gas_1",1.0,1.0,55.02291428,1222.731428,20.0,0.0,0.0,0.0,0.842662978,0.157337022,0.0,0.0,0.0,0.29,0.0,0.0,0.0,2020.0,"","","","",""
119,"DE",2060,"hea_hh_me1_heater_hp_dual_gas_1",1.0,1.0,55.02291428,1222.731428,20.0,0.0,0.0,0.0,0.842662978,0.157337022,0.0,0.0,0.0,0.29,0.0,0.0,0.0,2020.0,"","","","",""
120,"DE",2070,"hea_hh_me1_heater_hp_dual_gas_1",1.0,1.0,55.02291428,1222.731428,20.0,0.0,0.0,0.0,0.842662978,0.157337022,0.0,0.0,0.0,0.29,0.0,0.0,0.0,2020.0,"","","","",""
121,"DE",2015,"hea_hh_me1_heater_hp_gas_1",1.0,0.0,42.10132754,935.5850563,16.0,1.0,0.0,1.04,0.7,0.0,0.3,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
122,"DE",2020,"hea_hh_me1_heater_hp_gas_1",1.0,0.0,44.92973248,998.4384996,16.0,1.0,0.0,1.04,0.7,0.0,0.3,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
123,"DE",2025,"hea_hh_me1_heater_hp_gas_1",1.0,0.0,45.64095732,1014.243496,16.0,1.0,0.0,1.04,0.7,0.0,0.3,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
124,"DE",2030,"hea_hh_me1_heater_hp_gas_1",1.0,0.0,48.69475674,1082.105705,16.0,1.0,0.0,1.04,0.7,0.0,0.3,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
125,"DE",2035,"hea_hh_me1_heater_hp_gas_1",1.0,0.0,50.94318926,1132.070872,16.0,1.0,0.0,1.04,0.7,0.0,0.3,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
126,"DE",2040,"hea_hh_me1_heater_hp_gas_1",1.0,0.0,49.55966935,1101.325986,16.0,1.0,0.0,1.04,0.7,0.0,0.3,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
127,"DE",2045,"hea_hh_me1_heater_hp_gas_1",1.0,0.0,50.03824124,1111.960917,16.0,1.0,0.0,1.04,0.7,0.0,0.3,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
128,"DE",2050,"hea_hh_me1_heater_hp_gas_1",1.0,0.0,50.14329054,1114.295345,16.0,1.0,0.0,1.04,0.7,0.0,0.3,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
129,"DE",2060,"hea_hh_me1_heater_hp_gas_1",1.0,0.0,50.14329054,1114.295345,16.0,1.0,0.0,1.04,0.7,0.0,0.3,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
130,"DE",2070,"hea_hh_me1_heater_hp_gas_1",1.0,0.0,50.14329054,1114.295345,16.0,1.0,0.0,1.04,0.7,0.0,0.3,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
131,"DE",2015,"hea_hh_me1_heater_hp_gro_1",1.0,0.0,21.26796758,850.7187031,20.0,0.93,0.0,4.0,0.6,0.0,0.4,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
132,"DE",2020,"hea_hh_me1_heater_hp_gro_1",1.0,0.0,22.5944688,903.778752,20.0,0.93,0.0,4.0,0.6,0.0,0.4,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
133,"DE",2025,"hea_hh_me1_heater_hp_gro_1",1.0,0.0,23.8306444,953.2257761,20.0,0.93,0.0,4.0,0.6,0.0,0.4,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
134,"DE",2030,"hea_hh_me1_heater_hp_gro_1",1.0,0.0,25.18691016,1007.476406,20.0,0.93,0.0,4.0,0.6,0.0,0.4,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
135,"DE",2035,"hea_hh_me1_heater_hp_gro_1",1.0,0.0,26.08099405,1043.239762,20.0,0.93,0.0,4.0,0.6,0.0,0.4,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
136,"DE",2040,"hea_hh_me1_heater_hp_gro_1",1.0,0.0,26.95923194,1078.369278,20.0,0.93,0.0,4.0,0.6,0.0,0.4,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
137,"DE",2045,"hea_hh_me1_heater_hp_gro_1",1.0,0.0,27.21446945,1088.578778,20.0,0.93,0.0,4.0,0.6,0.0,0.4,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
138,"DE",2050,"hea_hh_me1_heater_hp_gro_1",1.0,0.0,27.27054633,1090.821853,20.0,0.93,0.0,4.0,0.6,0.0,0.4,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
139,"DE",2060,"hea_hh_me1_heater_hp_gro_1",1.0,0.0,27.27054633,1090.821853,20.0,0.93,0.0,4.0,0.6,0.0,0.4,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
140,"DE",2070,"hea_hh_me1_heater_hp_gro_1",1.0,0.0,27.27054633,1090.821853,20.0,0.93,0.0,4.0,0.6,0.0,0.4,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
141,"DE",2015,"hea_hh_me1_water_heating_boil_et_1",1.0,0.945,2.27,86.5,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
142,"DE",2020,"hea_hh_me1_water_heating_boil_et_1",1.0,0.95,2.25,86.0,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
143,"DE",2030,"hea_hh_me1_water_heating_boil_et_1",1.0,0.96,2.25,86.0,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
