"id","region","year","type","availability_constant","efficiency","cost_fix_p","cost_inv_p","lifetime","conversion_factor_mn1_space_heating","conversion_factor_mn1_hot_water","conversion_factor_mn1_space_cooling","flow_share_fix_mn1_space_heating","flow_share_fix_mn1_hot_water","flow_share_fix_mn1_space_cooling","flow_share_fix_sec_elec","flow_share_fix_pri_solar_radiation","flow_share_fix_pri_envir_heat","flow_share_fix_pri_geoth_heat","flow_share_fix_pri_natural_gas","flow_share_fix_sec_heating_oil","starting_year","bandwidth_type","version","method","source","comment"
125,"DE",2035,"hea_hh_mn1_heater_hp_gas_1",1.0,0.0,53.56215126,1190.270028,15.0,1.0,0.0,1.04,0.0,0.0,0.3,0.0,0.0,0.23,0.0,0.0,0.0,2020.0,"","","","",""
126,"DE",2040,"hea_hh_mn1_heater_hp_gas_1",1.0,0.0,50.14329054,1114.295345,15.0,1.0,0.0,1.04,0.0,0.0,0.3,0.0,0.0,0.26,0.0,0.0,0.0,2020.0,"","","","",""
127,"DE",2045,"hea_hh_mn1_heater_hp_gas_1",1.0,0.0,50.14329054,1114.295345,15.0,1.0,0.0,1.04,0.0,0.0,0.3,0.0,0.0,0.26,0.0,0.0,0.0,2020.0,"","","","",""
128,"DE",2050,"hea_hh_mn1_heater_hp_gas_1",1.0,0.0,50.14329054,1114.295345,15.0,1.0,0.0,1.04,0.0,0.0,0.3,0.0,0.0,0.29,0.0,0.0,0.0,2020.0,"","","","",""
129,"DE",2060,"hea_hh_mn1_heater_hp_gas_1",1.0,0.0,50.14329054,1114.295345,15.0,1.0,0.0,1.04,0.0,0.0,0.3,0.0,0.0,0.29,0.0,0.0,0.0,2020.0,"","","","",""
130,"DE",2070,"hea_hh_mn1_heater_hp_gas_1",1.0,0.0,50.14329054,1114.295345,15.0,1.0,0.0,1.04,0.0,0.0,0.3,0.0,0.0,0.29,0.0,0.0,0.0,2020.0,"","","","",""
131,"DE",2015,"hea_hh_mn1_heater_hp_gro_1",1.0,0.0,28.34019911,1133.607964,20.0,0.93,0.0,4.0,0.0,0.0,0.4,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
132,"DE",2020,"hea_hh_mn1_heater_hp_gro_1",1.0,0.0,28.34019911,1133.607964,20.0,0.93,0.0,4.0,0.0,0.0,0.4,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
133,"DE",2025,"hea_hh_mn1_heater_hp_gro_1",1.0,0.0,27.80537272,1112.214909,20.0,0.93,0.0,4.0,0.0,0.0,0.4,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
134,"DE",2030,"hea_hh_mn1_heater_hp_gro_1",1.0,0.0,27.62709726,1105.08389,20.0,0.93,0.0,4.0,0.0,0.0,0.4,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
135,"DE",2035,"hea_hh_mn1_heater_hp_gro_1",1.0,0.0,27.38939664,1095.575866,20.0,0.93,0.0,4.0,0.0,0.0,0.4,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
136,"DE",2040,"hea_hh_mn1_heater_hp_gro_1",1.0,0.0,27.27054633,1090.821853,20.0,0.93,0.0,4.0,0.0,0.0,0.4,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
137,"DE",2045,"hea_hh_mn1_heater_hp_gro_1",1.0,0.0,27.27054633,1090.821853,20.0,0.93,0.0,4.0,0.0,0.0,0.4,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
138,"DE",2050,"hea_hh_mn1_heater_hp_gro_1",1.0,0.0,27.27054633,1090.821853,20.0,0.93,0.0,4.0,0.0,0.0,0.4,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
139,"DE",2060,"hea_hh_mn1_heater_hp_gro_1",1.0,0.0,27.27054633,1090.821853,20.0,0.93,0.0,4.0,0.0,0.0,0.4,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
140,"DE",2070,"hea_hh_mn1_heater_hp_gro_1",1.0,0.0,27.27054633,1090.821853,20.0,0.93,0.0,4.0,0.0,0.0,0.4,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
141,"DE",2015,"hea_hh_mn1_water_heating_boil_et_1",1.0,0.945,1.407950103,46.93167011,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
142,"DE",2020,"hea_hh_mn1_water_heating_boil_et_1",1.0,0.95,1.407950103,46.93167011,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
143,"DE",2025,"hea_hh_mn1_water_heating_boil_et_1",1.0,0.95,1.407950103,46.93167011,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
144,"DE",2030,"hea_hh_mn1_water_heating_boil_et_1",1.0,0.96,1.407950103,46.93167011,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
145,"DE",2035,"hea_hh_mn1_water_heating_boil_et_1",1.0,0.96,1.407950103,46.93167011,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
146,"DE",2040,"hea_hh_mn1_water_heating_boil_et_1",1.0,0.96,1.407950103,46.93167011,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
147,"DE",2045,"hea_hh_mn1_water_heating_boil_et_1",1.0,0.96,1.407950103,46.93167011,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
148,"DE",2050,"hea_hh_mn1_water_heating_boil_et_1",1.0,0.96,1.407950103,46.93167011,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
149,"DE",2060,"hea_hh_mn1_water_heating_boil_et_1",1.0,0.96,1.407950103,46.93167011,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
150,"DE",2070,"hea_hh_mn1_water_heating_boil_et_1",1.0,0.96,1.407950103,46.93167011,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
