"id","region","year","type","availability_constant","efficiency","cost_fix_p","cost_inv_p","lifetime","conversion_factor_rn1_space_heating","conversion_factor_rn1_hot_water","conversion_factor_rn1_space_cooling","flow_share_fix_rn1_space_heating","flow_share_fix_rn1_hot_water","flow_share_fix_rn1_space_cooling","flow_share_fix_sec_elec","flow_share_fix_pri_solar_radiation","flow_share_fix_pri_envir_heat","flow_share_fix_pri_geoth_heat","flow_share_fix_pri_natural_gas","flow_share_fix_sec_heating_oil","starting_year","bandwidth_type","version","method","source","comment"
23,"DE",2025,"hea_hh_rn1_heat_exchanger_lth_1",1.0,0.0,7.007465397,233.5821799,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
24,"DE",2030,"hea_hh_rn1_heat_exchanger_lth_1",1.0,0.0,7.007465397,233.5821799,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
25,"DE",2035,"hea_hh_rn1_heat_exchanger_lth_1",1.0,0.0,7.007465397,233.5821799,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
26,"DE",2040,"hea_hh_rn1_heat_exchanger_lth_1",1.0,0.0,7.007465397,233.5821799,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
27,"DE",2045,"hea_hh_rn1_heat_exchanger_lth_1",1.0,0.0,7.007465397,233.5821799,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
28,"DE",2050,"hea_hh_rn1_heat_exchanger_lth_1",1.0,0.0,7.007465397,233.5821799,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
29,"DE",2060,"hea_hh_rn1_heat_exchanger_lth_1",1.0,0.0,7.007465397,233.5821799,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
30,"DE",2070,"hea_hh_rn1_heat_exchanger_lth_1",1.0,0.0,7.007465397,233.5821799,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
31,"DE",2015,"hea_hh_rn1_heater_boil_biomass_soco_1",1.0,0.0,58.89053956,1963.017985,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,2015.0,"","","","",""
32,"DE",2020,"hea_hh_rn1_heater_boil_biomass_soco_1",1.0,0.0,58.89053956,1963.017985,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,2015.0,"","","","",""
33,"DE",2025,"hea_hh_rn1_heater_boil_biomass_soco_1",1.0,0.0,58.89053956,1963.017985,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,2015.0,"","","","",""
34,"DE",2030,"hea_hh_rn1_heater_boil_biomass_soco_1",1.0,0.0,58.89053956,1963.017985,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,2015.0,"","","","",""
35,"DE",2035,"hea_hh_rn1_heater_boil_biomass_soco_1",1.0,0.0,58.89053956,1963.017985,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,2015.0,"","","","",""
36,"DE",2040,"hea_hh_rn1_heater_boil_biomass_soco_1",1.0,0.0,58.89053956,1963.017985,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,2015.0,"","","","",""
37,"DE",2045,"hea_hh_rn1_heater_boil_biomass_soco_1",1.0,0.0,58.89053956,1963.017985,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,2015.0,"","","","",""
38,"DE",2050,"hea_hh_rn1_heater_boil_biomass_soco_1",1.0,0.0,58.89053956,1963.017985,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,2015.0,"","","","",""
39,"DE",2060,"hea_hh_rn1_heater_boil_biomass_soco_1",1.0,0.0,58.89053956,1963.017985,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,2015.0,"","","","",""
40,"DE",2070,"hea_hh_rn1_heater_boil_biomass_soco_1",1.0,0.0,58.89053956,1963.017985,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,2015.0,"","","","",""
41,"DE",2015,"hea_hh_rn1_heater_boil_cd_biodiesel_1",1.0,0.0,17.70371253,590.123751,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
42,"DE",2020,"hea_hh_rn1_heater_boil_cd_biodiesel_1",1.0,0.0,17.70371253,590.123751,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
43,"DE",2025,"hea_hh_rn1_heater_boil_cd_biodiesel_1",1.0,0.0,17.70371253,590.123751,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
44,"DE",2030,"hea_hh_rn1_heater_boil_cd_biodiesel_1",1.0,0.0,17.70371253,590.123751,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
45,"DE",2035,"hea_hh_rn1_heater_boil_cd_biodiesel_1",1.0,0.0,17.70371253,590.123751,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
46,"DE",2040,"hea_hh_rn1_heater_boil_cd_biodiesel_1",1.0,0.0,17.70371253,590.123751,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
47,"DE",2045,"hea_hh_rn1_heater_boil_cd_biodiesel_1",1.0,0.0,17.70371253,590.123751,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
48,"DE",2050,"hea_hh_rn1_heater_boil_cd_biodiesel_1",1.0,0.0,17.70371253,590.123751,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
49,"DE",2060,"hea_hh_rn1_heater_boil_cd_biodiesel_1",1.0,0.0,17.70371253,590.123751,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
50,"DE",2070,"hea_hh_rn1_heater_boil_cd_biodiesel_1",1.0,0.0,17.70371253,590.123751,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
51,"DE",2015,"hea_hh_rn1_heater_boil_cd_gas_1",1.0,0.0,12.18388207,406.1294023,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
52,"DE",2015,"hea_hh_rn1_heater_boil_cd_gas_1",1.0,0.0,12.18388207,406.1294023,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
53,"DE",2025,"hea_hh_rn1_heater_boil_cd_gas_1",1.0,0.0,12.18388207,406.1294023,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
54,"DE",2030,"hea_hh_rn1_heater_boil_cd_gas_1",1.0,0.0,12.18388207,406.1294023,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
55,"DE",2035,"hea_hh_rn1_heater_boil_cd_gas_1",1.0,0.0,12.18388207,406.1294023,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
56,"DE",2040,"hea_hh_rn1_heater_boil_cd_gas_1",1.0,0.0,12.18388207,406.1294023,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
57,"DE",2045,"hea_hh_rn1_heater_boil_cd_gas_1",1.0,0.0,12.18388207,406.1294023,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
58,"DE",2050,"hea_hh_rn1_heater_boil_cd_gas_1",1.0,0.0,12.18388207,406.1294023,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
59,"DE",2060,"hea_hh_rn1_heater_boil_cd_gas_1",1.0,0.0,12.18388207,406.1294023,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
60,"DE",2070,"hea_hh_rn1_heater_boil_cd_gas_1",1.0,0.0,12.18388207,406.1294023,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
61,"DE",2015,"hea_hh_rn1_heater_boil_dual_biomass_1",1.0,0.0,77.50184138,1291.697356,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
62,"DE",2020,"hea_hh_rn1_heater_boil_dual_biomass_1",1.0,0.0,77.50184138,1291.697356,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
63,"DE",2025,"hea_hh_rn1_heater_boil_dual_biomass_1",1.0,0.0,77.50184138,1291.697356,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
64,"DE",2030,"hea_hh_rn1_heater_boil_dual_biomass_1",1.0,0.0,77.50184138,1291.697356,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
65,"DE",2035,"hea_hh_rn1_heater_boil_dual_biomass_1",1.0,0.0,77.50184138,1291.697356,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
66,"DE",2040,"hea_hh_rn1_heater_boil_dual_biomass_1",1.0,0.0,77.50184138,1291.697356,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
67,"DE",2045,"hea_hh_rn1_heater_boil_dual_biomass_1",1.0,0.0,77.50184138,1291.697356,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
68,"DE",2050,"hea_hh_rn1_heater_boil_dual_biomass_1",1.0,0.0,77.50184138,1291.697356,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
69,"DE",2060,"hea_hh_rn1_heater_boil_dual_biomass_1",1.0,0.0,77.50184138,1291.697356,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
70,"DE",2070,"hea_hh_rn1_heater_boil_dual_biomass_1",1.0,0.0,77.50184138,1291.697356,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
71,"DE",2015,"hea_hh_rn1_heater_boil_et_soco_1",1.0,0.0,31.8077805,1060.25935,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,2015.0,"","","","",""
72,"DE",2020,"hea_hh_rn1_heater_boil_et_soco_1",1.0,0.0,31.8077805,1060.25935,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,2015.0,"","","","",""
73,"DE",2025,"hea_hh_rn1_heater_boil_et_soco_1",1.0,0.0,31.8077805,1060.25935,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,2015.0,"","","","",""
74,"DE",2030,"hea_hh_rn1_heater_boil_et_soco_1",1.0,0.0,31.8077805,1060.25935,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,2015.0,"","","","",""
75,"DE",2035,"hea_hh_rn1_heater_boil_et_soco_1",1.0,0.0,31.8077805,1060.25935,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,2015.0,"","","","",""
76,"DE",2040,"hea_hh_rn1_heater_boil_et_soco_1",1.0,0.0,31.8077805,1060.25935,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,2015.0,"","","","",""
77,"DE",2045,"hea_hh_rn1_heater_boil_et_soco_1",1.0,0.0,31.8077805,1060.25935,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,2015.0,"","","","",""
78,"DE",2050,"hea_hh_rn1_heater_boil_et_soco_1",1.0,0.0,31.8077805,1060.25935,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,2015.0,"","","","",""
79,"DE",2060,"hea_hh_rn1_heater_boil_et_soco_1",1.0,0.0,31.8077805,1060.25935,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,2015.0,"","","","",""
80,"DE",2070,"hea_hh_rn1_heater_boil_et_soco_1",1.0,0.0,31.8077805,1060.25935,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,2015.0,"","","","",""
81,"DE",2015,"hea_hh_rn1_heater_et_boil_mono_1",1.0,1.0,5.471425877,182.3808626,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
82,"DE",2020,"hea_hh_rn1_heater_et_boil_mono_1",1.0,1.0,5.471425877,182.3808626,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
83,"DE",2025,"hea_hh_rn1_heater_et_boil_mono_1",1.0,1.0,5.471425877,182.3808626,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
84,"DE",2030,"hea_hh_rn1_heater_et_boil_mono_1",1.0,1.0,5.471425877,182.3808626,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
85,"DE",2035,"hea_hh_rn1_heater_et_boil_mono_1",1.0,1.0,5.471425877,182.3808626,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
86,"DE",2040,"hea_hh_rn1_heater_et_boil_mono_1",1.0,1.0,5.471425877,182.3808626,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
87,"DE",2045,"hea_hh_rn1_heater_et_boil_mono_1",1.0,1.0,5.471425877,182.3808626,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
88,"DE",2050,"hea_hh_rn1_heater_et_boil_mono_1",1.0,1.0,5.471425877,182.3808626,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
89,"DE",2060,"hea_hh_rn1_heater_et_boil_mono_1",1.0,1.0,5.471425877,182.3808626,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
90,"DE",2070,"hea_hh_rn1_heater_et_boil_mono_1",1.0,1.0,5.471425877,182.3808626,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
91,"DE",2015,"hea_hh_rn1_heater_hp_air_1",1.0,0.0,29.47337751,1178.9351,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578526813,0.0,0.0,0.0,2015.0,"","","","",""
92,"DE",2020,"hea_hh_rn1_heater_hp_air_1",1.0,0.0,29.47337751,1178.9351,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578526813,0.0,0.0,0.0,2015.0,"","","","",""
93,"DE",2025,"hea_hh_rn1_heater_hp_air_1",1.0,0.0,28.73654307,1149.461723,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578526813,0.0,0.0,0.0,2015.0,"","","","",""
94,"DE",2030,"hea_hh_rn1_heater_hp_air_1",1.0,0.0,28.49093159,1139.637264,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578526813,0.0,0.0,0.0,2015.0,"","","","",""
95,"DE",2035,"hea_hh_rn1_heater_hp_air_1",1.0,0.0,28.16344962,1126.537985,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578526813,0.0,0.0,0.0,2015.0,"","","","",""
96,"DE",2040,"hea_hh_rn1_heater_hp_air_1",1.0,0.0,27.99970863,1119.988345,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578526813,0.0,0.0,0.0,2015.0,"","","","",""
97,"DE",2045,"hea_hh_rn1_heater_hp_air_1",1.0,0.0,27.99970863,1119.988345,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578526813,0.0,0.0,0.0,2015.0,"","","","",""
98,"DE",2050,"hea_hh_rn1_heater_hp_air_1",1.0,0.0,27.99970863,1119.988345,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578526813,0.0,0.0,0.0,2015.0,"","","","",""
99,"DE",2060,"hea_hh_rn1_heater_hp_air_1",1.0,0.0,27.99970863,1119.988345,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578526813,0.0,0.0,0.0,2015.0,"","","","",""
100,"DE",2070,"hea_hh_rn1_heater_hp_air_1",1.0,0.0,27.99970863,1119.988345,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578526813,0.0,0.0,0.0,2015.0,"","","","",""
101,"DE",2015,"hea_hh_rn1_heater_hp_dual_air_1",1.0,1.0,35.29513657,1411.805463,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,2015.0,"","","","",""
102,"DE",2020,"hea_hh_rn1_heater_hp_dual_air_1",1.0,1.0,35.29513657,1411.805463,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,2015.0,"","","","",""
103,"DE",2025,"hea_hh_rn1_heater_hp_dual_air_1",1.0,1.0,35.29513657,1411.805463,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,2015.0,"","","","",""
104,"DE",2030,"hea_hh_rn1_heater_hp_dual_air_1",1.0,1.0,35.29513657,1411.805463,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,2015.0,"","","","",""
105,"DE",2035,"hea_hh_rn1_heater_hp_dual_air_1",1.0,1.0,35.29513657,1411.805463,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,2015.0,"","","","",""
106,"DE",2040,"hea_hh_rn1_heater_hp_dual_air_1",1.0,1.0,35.29513657,1411.805463,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,2015.0,"","","","",""
107,"DE",2045,"hea_hh_rn1_heater_hp_dual_air_1",1.0,1.0,35.29513657,1411.805463,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,2015.0,"","","","",""
108,"DE",2050,"hea_hh_rn1_heater_hp_dual_air_1",1.0,1.0,35.29513657,1411.805463,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,2015.0,"","","","",""
109,"DE",2060,"hea_hh_rn1_heater_hp_dual_air_1",1.0,1.0,35.29513657,1411.805463,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,2015.0,"","","","",""
110,"DE",2070,"hea_hh_rn1_heater_hp_dual_air_1",1.0,1.0,35.29513657,1411.805463,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,2015.0,"","","","",""
111,"DE",2015,"hea_hh_rn1_heater_hp_dual_gas_1",1.0,1.0,85.39241134,1897.609141,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,2020.0,"","","","",""
112,"DE",2020,"hea_hh_rn1_heater_hp_dual_gas_1",1.0,1.0,85.39241134,1897.609141,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,2020.0,"","","","",""
113,"DE",2025,"hea_hh_rn1_heater_hp_dual_gas_1",1.0,1.0,80.60824166,1791.294259,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2020.0,"","","","",""
114,"DE",2030,"hea_hh_rn1_heater_hp_dual_gas_1",1.0,1.0,80.60824166,1791.294259,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,2020.0,"","","","",""
