"id","region","year","type","availability_constant","efficiency","cost_fix_p","cost_inv_p","lifetime","conversion_factor_rn1_space_heating","conversion_factor_rn1_hot_water","conversion_factor_rn1_space_cooling","flow_share_fix_rn1_space_heating","flow_share_fix_rn1_hot_water","flow_share_fix_rn1_space_cooling","flow_share_fix_sec_elec","flow_share_fix_pri_solar_radiation","flow_share_fix_pri_envir_heat","flow_share_fix_pri_geoth_heat","flow_share_fix_pri_natural_gas","flow_share_fix_sec_heating_oil","starting_year","bandwidth_type","version","method","source","comment"
115,"DE",2035,"hea_hh_rn1_heater_hp_dual_gas_1",1.0,1.0,80.60824166,1791.294259,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,2020.0,"","","","",""
116,"DE",2040,"hea_hh_rn1_heater_hp_dual_gas_1",1.0,1.0,75.82407198,1684.979377,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,2020.0,"","","","",""
117,"DE",2045,"hea_hh_rn1_heater_hp_dual_gas_1",1.0,1.0,75.82407198,1684.979377,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,2020.0,"","","","",""
118,"DE",2050,"hea_hh_rn1_heater_hp_dual_gas_1",1.0,1.0,75.82407198,1684.979377,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,2020.0,"","","","",""
119,"DE",2060,"hea_hh_rn1_heater_hp_dual_gas_1",1.0,1.0,75.82407198,1684.979377,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,2020.0,"","","","",""
120,"DE",2070,"hea_hh_rn1_heater_hp_dual_gas_1",1.0,1.0,75.82407198,1684.979377,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,2020.0,"","","","",""
121,"DE",2015,"hea_hh_rn1_heater_hp_gas_1",1.0,0.0,85.86971221,1908.215827,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
122,"DE",2020,"hea_hh_rn1_heater_hp_gas_1",1.0,0.0,85.86971221,1908.215827,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
123,"DE",2025,"hea_hh_rn1_heater_hp_gas_1",1.0,0.0,80.71752948,1793.722877,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
124,"DE",2030,"hea_hh_rn1_heater_hp_gas_1",1.0,0.0,80.71752948,1793.722877,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
125,"DE",2035,"hea_hh_rn1_heater_hp_gas_1",1.0,0.0,80.71752948,1793.722877,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
126,"DE",2040,"hea_hh_rn1_heater_hp_gas_1",1.0,0.0,75.56534675,1679.229928,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
127,"DE",2045,"hea_hh_rn1_heater_hp_gas_1",1.0,0.0,75.56534675,1679.229928,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
128,"DE",2050,"hea_hh_rn1_heater_hp_gas_1",1.0,0.0,75.56534675,1679.229928,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
129,"DE",2060,"hea_hh_rn1_heater_hp_gas_1",1.0,0.0,75.56534675,1679.229928,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
130,"DE",2070,"hea_hh_rn1_heater_hp_gas_1",1.0,0.0,75.56534675,1679.229928,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
131,"DE",2015,"hea_hh_rn1_heater_hp_gro_1",1.0,0.0,42.86566327,1714.626531,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
132,"DE",2020,"hea_hh_rn1_heater_hp_gro_1",1.0,0.0,42.86566327,1714.626531,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
133,"DE",2025,"hea_hh_rn1_heater_hp_gro_1",1.0,0.0,42.14124391,1685.649756,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
134,"DE",2030,"hea_hh_rn1_heater_hp_gro_1",1.0,0.0,41.89977079,1675.990832,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
135,"DE",2035,"hea_hh_rn1_heater_hp_gro_1",1.0,0.0,41.57780663,1663.112265,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
136,"DE",2040,"hea_hh_rn1_heater_hp_gro_1",1.0,0.0,41.41682455,1656.672982,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
137,"DE",2045,"hea_hh_rn1_heater_hp_gro_1",1.0,0.0,41.41682455,1656.672982,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
138,"DE",2050,"hea_hh_rn1_heater_hp_gro_1",1.0,0.0,41.41682455,1656.672982,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
139,"DE",2060,"hea_hh_rn1_heater_hp_gro_1",1.0,0.0,41.41682455,1656.672982,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
140,"DE",2070,"hea_hh_rn1_heater_hp_gro_1",1.0,0.0,41.41682455,1656.672982,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
141,"DE",2015,"hea_hh_rn1_heater_stov_wood_1",1.0,0.55,53.29350804,888.225134,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
142,"DE",2020,"hea_hh_rn1_heater_stov_wood_1",1.0,0.55,53.29350804,888.225134,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
143,"DE",2025,"hea_hh_rn1_heater_stov_wood_1",1.0,0.55,53.29350804,888.225134,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
144,"DE",2030,"hea_hh_rn1_heater_stov_wood_1",1.0,0.55,53.29350804,888.225134,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
145,"DE",2035,"hea_hh_rn1_heater_stov_wood_1",1.0,0.55,53.29350804,888.225134,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
146,"DE",2040,"hea_hh_rn1_heater_stov_wood_1",1.0,0.55,53.29350804,888.225134,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
147,"DE",2045,"hea_hh_rn1_heater_stov_wood_1",1.0,0.55,53.29350804,888.225134,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
148,"DE",2050,"hea_hh_rn1_heater_stov_wood_1",1.0,0.55,53.29350804,888.225134,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
149,"DE",2060,"hea_hh_rn1_heater_stov_wood_1",1.0,0.55,53.29350804,888.225134,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
150,"DE",2070,"hea_hh_rn1_heater_stov_wood_1",1.0,0.55,53.29350804,888.225134,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
151,"DE",2015,"hea_hh_rn1_water_heating_boil_et_1",1.0,0.945,1.280002821,42.6667607,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
152,"DE",2020,"hea_hh_rn1_water_heating_boil_et_1",1.0,0.95,1.280002821,42.6667607,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
153,"DE",2025,"hea_hh_rn1_water_heating_boil_et_1",1.0,0.95,1.280002821,42.6667607,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
154,"DE",2030,"hea_hh_rn1_water_heating_boil_et_1",1.0,0.95,1.280002821,42.6667607,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
155,"DE",2035,"hea_hh_rn1_water_heating_boil_et_1",1.0,0.95,1.280002821,42.6667607,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
156,"DE",2040,"hea_hh_rn1_water_heating_boil_et_1",1.0,0.95,1.280002821,42.6667607,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
157,"DE",2045,"hea_hh_rn1_water_heating_boil_et_1",1.0,0.95,1.280002821,42.6667607,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
158,"DE",2050,"hea_hh_rn1_water_heating_boil_et_1",1.0,0.95,1.280002821,42.6667607,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
159,"DE",2060,"hea_hh_rn1_water_heating_boil_et_1",1.0,0.95,1.280002821,42.6667607,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
160,"DE",2070,"hea_hh_rn1_water_heating_boil_et_1",1.0,0.95,1.280002821,42.6667607,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
