"id","region","year","type","availability_constant","efficiency","cost_fix_p","cost_inv_p","lifetime","conversion_factor_ue1_space_heating","conversion_factor_ue1_hot_water","conversion_factor_ue1_space_cooling","flow_share_fix_ue1_space_heating","flow_share_fix_ue1_hot_water","flow_share_fix_ue1_space_cooling","flow_share_fix_sec_elec","flow_share_fix_pri_solar_radiation","flow_share_fix_pri_envir_heat","flow_share_fix_pri_geoth_heat","flow_share_fix_pri_natural_gas","flow_share_fix_sec_heating_oil","starting_year","bandwidth_type","version","method","source","comment"
106,"DE",2040,"hea_hh_ue1_heater_hp_dual_air_1",1.0,1.0,31.54616049,1261.84642,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,2015.0,"","","","",""
107,"DE",2045,"hea_hh_ue1_heater_hp_dual_air_1",1.0,1.0,31.54616049,1261.84642,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,2015.0,"","","","",""
108,"DE",2050,"hea_hh_ue1_heater_hp_dual_air_1",1.0,1.0,31.54616049,1261.84642,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,2015.0,"","","","",""
109,"DE",2060,"hea_hh_ue1_heater_hp_dual_air_1",1.0,1.0,31.54616049,1261.84642,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,2015.0,"","","","",""
110,"DE",2070,"hea_hh_ue1_heater_hp_dual_air_1",1.0,1.0,31.54616049,1261.84642,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,2015.0,"","","","",""
111,"DE",2015,"hea_hh_ue1_heater_hp_dual_gas_1",1.0,1.0,59.9005485,1331.1233,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,2020.0,"","","","",""
112,"DE",2020,"hea_hh_ue1_heater_hp_dual_gas_1",1.0,1.0,64.17474669,1426.105482,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,2020.0,"","","","",""
113,"DE",2025,"hea_hh_ue1_heater_hp_dual_gas_1",1.0,1.0,66.06087026,1468.019339,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2020.0,"","","","",""
114,"DE",2030,"hea_hh_ue1_heater_hp_dual_gas_1",1.0,1.0,72.52603707,1611.689713,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,2020.0,"","","","",""
115,"DE",2035,"hea_hh_ue1_heater_hp_dual_gas_1",1.0,1.0,76.06934877,1690.429973,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,2020.0,"","","","",""
116,"DE",2040,"hea_hh_ue1_heater_hp_dual_gas_1",1.0,1.0,73.8314506,1640.698902,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,2020.0,"","","","",""
117,"DE",2045,"hea_hh_ue1_heater_hp_dual_gas_1",1.0,1.0,73.8314506,1640.698902,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,2020.0,"","","","",""
118,"DE",2050,"hea_hh_ue1_heater_hp_dual_gas_1",1.0,1.0,73.8314506,1640.698902,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,2020.0,"","","","",""
119,"DE",2060,"hea_hh_ue1_heater_hp_dual_gas_1",1.0,1.0,73.8314506,1640.698902,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,2020.0,"","","","",""
120,"DE",2070,"hea_hh_ue1_heater_hp_dual_gas_1",1.0,1.0,73.8314506,1640.698902,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,2020.0,"","","","",""
121,"DE",2015,"hea_hh_ue1_heater_hp_gas_1",1.0,0.0,61.08190079,1357.375573,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
122,"DE",2020,"hea_hh_ue1_heater_hp_gas_1",1.0,0.0,65.27794175,1450.620928,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
123,"DE",2025,"hea_hh_ue1_heater_hp_gas_1",1.0,0.0,66.72611443,1482.802543,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
124,"DE",2030,"hea_hh_ue1_heater_hp_gas_1",1.0,0.0,72.96841726,1621.520383,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
125,"DE",2035,"hea_hh_ue1_heater_hp_gas_1",1.0,0.0,76.37298042,1697.177343,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
126,"DE",2040,"hea_hh_ue1_heater_hp_gas_1",1.0,0.0,73.67466766,1637.214837,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
127,"DE",2045,"hea_hh_ue1_heater_hp_gas_1",1.0,0.0,73.67466766,1637.214837,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
128,"DE",2050,"hea_hh_ue1_heater_hp_gas_1",1.0,0.0,73.67466766,1637.214837,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
129,"DE",2060,"hea_hh_ue1_heater_hp_gas_1",1.0,0.0,73.67466766,1637.214837,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
130,"DE",2070,"hea_hh_ue1_heater_hp_gas_1",1.0,0.0,73.67466766,1637.214837,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303501946,0.0,0.0,0.0,2020.0,"","","","",""
131,"DE",2015,"hea_hh_ue1_heater_hp_gro_1",1.0,0.0,30.33433156,1213.373262,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
132,"DE",2020,"hea_hh_ue1_heater_hp_gro_1",1.0,0.0,32.39693432,1295.877373,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
133,"DE",2025,"hea_hh_ue1_heater_hp_gro_1",1.0,0.0,34.61054227,1384.421691,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
134,"DE",2030,"hea_hh_ue1_heater_hp_gro_1",1.0,0.0,37.70723663,1508.289465,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
135,"DE",2035,"hea_hh_ue1_heater_hp_gro_1",1.0,0.0,39.22805227,1569.122091,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
136,"DE",2040,"hea_hh_ue1_heater_hp_gro_1",1.0,0.0,40.32362863,1612.945145,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
137,"DE",2045,"hea_hh_ue1_heater_hp_gro_1",1.0,0.0,40.32362863,1612.945145,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
138,"DE",2050,"hea_hh_ue1_heater_hp_gro_1",1.0,0.0,40.32362863,1612.945145,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
139,"DE",2060,"hea_hh_ue1_heater_hp_gro_1",1.0,0.0,40.32362863,1612.945145,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
140,"DE",2070,"hea_hh_ue1_heater_hp_gro_1",1.0,0.0,40.32362863,1612.945145,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692640693,0.0,0.0,2015.0,"","","","",""
141,"DE",2015,"hea_hh_ue1_heater_stov_wood_1",1.0,0.55,38.72507887,645.4179812,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
142,"DE",2020,"hea_hh_ue1_heater_stov_wood_1",1.0,0.55,41.21381818,686.8969697,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
143,"DE",2025,"hea_hh_ue1_heater_stov_wood_1",1.0,0.55,44.58299961,743.0499935,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
144,"DE",2030,"hea_hh_ue1_heater_stov_wood_1",1.0,0.55,48.48204521,808.0340868,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
145,"DE",2035,"hea_hh_ue1_heater_stov_wood_1",1.0,0.55,50.59970027,843.3283378,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
146,"DE",2040,"hea_hh_ue1_heater_stov_wood_1",1.0,0.55,52.04243343,867.3738905,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
147,"DE",2045,"hea_hh_ue1_heater_stov_wood_1",1.0,0.55,52.04243343,867.3738905,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
148,"DE",2050,"hea_hh_ue1_heater_stov_wood_1",1.0,0.55,52.04243343,867.3738905,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
149,"DE",2060,"hea_hh_ue1_heater_stov_wood_1",1.0,0.55,52.04243343,867.3738905,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
150,"DE",2070,"hea_hh_ue1_heater_stov_wood_1",1.0,0.55,52.04243343,867.3738905,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
151,"DE",2015,"hea_hh_ue1_water_heating_boil_et_1",1.0,0.945,1.280002821,42.6667607,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
152,"DE",2020,"hea_hh_ue1_water_heating_boil_et_1",1.0,0.95,1.280002821,42.6667607,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
153,"DE",2025,"hea_hh_ue1_water_heating_boil_et_1",1.0,0.95,1.280002821,42.6667607,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
154,"DE",2030,"hea_hh_ue1_water_heating_boil_et_1",1.0,0.95,1.280002821,42.6667607,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
155,"DE",2035,"hea_hh_ue1_water_heating_boil_et_1",1.0,0.95,1.280002821,42.6667607,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
156,"DE",2040,"hea_hh_ue1_water_heating_boil_et_1",1.0,0.95,1.280002821,42.6667607,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
157,"DE",2045,"hea_hh_ue1_water_heating_boil_et_1",1.0,0.95,1.280002821,42.6667607,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
158,"DE",2050,"hea_hh_ue1_water_heating_boil_et_1",1.0,0.95,1.280002821,42.6667607,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
159,"DE",2060,"hea_hh_ue1_water_heating_boil_et_1",1.0,0.95,1.280002821,42.6667607,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
160,"DE",2070,"hea_hh_ue1_water_heating_boil_et_1",1.0,0.95,1.280002821,42.6667607,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
