"id","region","year","type","availability_constant","efficiency","cost_fix_p","cost_inv_p","lifetime","conversion_factor_t1e_space_heating","conversion_factor_t1e_hot_water","conversion_factor_t1e_space_cooling","flow_share_fix_t1e_space_heating","flow_share_fix_t1e_hot_water","flow_share_fix_t1e_space_cooling","flow_share_fix_sec_elec","flow_share_fix_pri_solar_radiation","flow_share_fix_pri_envir_heat","flow_share_fix_pri_geoth_heat","starting_year","bandwidth_type","version","method","source","comment"
37,"DE",2030,"hea_cts_t1e_heater_boil_hydrogen_1",1.0,0.95,6.512386387,217.0795462,20.0,0.0,0.0,0.0,0.785827017,0.214172983,0.0,0.0,0.0,0.0,0.0,2030.0,"","","","",""
38,"DE",2035,"hea_cts_t1e_heater_boil_hydrogen_1",1.0,0.95,6.632396679,221.0798893,20.0,0.0,0.0,0.0,0.784754971,0.215245029,0.0,0.0,0.0,0.0,0.0,2030.0,"","","","",""
39,"DE",2040,"hea_cts_t1e_heater_boil_hydrogen_1",1.0,0.95,8.438345658,281.2781886,20.0,0.0,0.0,0.0,0.783760757,0.216239243,0.0,0.0,0.0,0.0,0.0,2030.0,"","","","",""
40,"DE",2045,"hea_cts_t1e_heater_boil_hydrogen_1",1.0,0.95,9.109823446,303.6607815,20.0,0.0,0.0,0.0,0.782837805,0.217162195,0.0,0.0,0.0,0.0,0.0,2030.0,"","","","",""
41,"DE",2050,"hea_cts_t1e_heater_boil_hydrogen_1",1.0,0.95,9.422251259,314.075042,20.0,0.0,0.0,0.0,0.782012402,0.217987598,0.0,0.0,0.0,0.0,0.0,2030.0,"","","","",""
42,"DE",2060,"hea_cts_t1e_heater_boil_hydrogen_1",1.0,0.95,9.422251259,314.075042,20.0,0.0,0.0,0.0,0.782012402,0.217987598,0.0,0.0,0.0,0.0,0.0,2030.0,"","","","",""
43,"DE",2070,"hea_cts_t1e_heater_boil_hydrogen_1",1.0,0.95,9.422251259,314.075042,20.0,0.0,0.0,0.0,0.782012402,0.217987598,0.0,0.0,0.0,0.0,0.0,2030.0,"","","","",""
44,"DE",2015,"hea_cts_t1e_heater_hp_ads_gas_0",1.0,1.0,8.225186864,274.1728955,15.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2015.0,"","","","",""
45,"DE",2020,"hea_cts_t1e_heater_hp_ads_gas_0",1.0,1.0,8.760300818,292.0100273,15.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2015.0,"","","","",""
46,"DE",2025,"hea_cts_t1e_heater_hp_ads_gas_0",1.0,1.0,8.877855556,295.9285185,15.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2015.0,"","","","",""
47,"DE",2030,"hea_cts_t1e_heater_hp_ads_gas_0",1.0,1.0,9.45309714,315.103238,15.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2015.0,"","","","",""
48,"DE",2035,"hea_cts_t1e_heater_hp_ads_gas_0",1.0,1.0,9.875922554,329.1974185,15.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2015.0,"","","","",""
49,"DE",2040,"hea_cts_t1e_heater_hp_ads_gas_0",1.0,1.0,9.596412082,319.8804027,15.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2015.0,"","","","",""
50,"DE",2045,"hea_cts_t1e_heater_hp_ads_gas_0",1.0,1.0,9.686228428,322.8742809,15.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2015.0,"","","","",""
51,"DE",2050,"hea_cts_t1e_heater_hp_ads_gas_0",1.0,1.0,9.705940105,323.5313368,15.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2015.0,"","","","",""
52,"DE",2060,"hea_cts_t1e_heater_hp_ads_gas_0",1.0,1.0,9.705940105,323.5313368,15.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2015.0,"","","","",""
53,"DE",2070,"hea_cts_t1e_heater_hp_ads_gas_0",1.0,1.0,9.705940105,323.5313368,15.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2015.0,"","","","",""
54,"DE",2015,"hea_cts_t1e_heater_hp_air_0",1.0,1.92,8.007351739,320.2940696,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.418181818,0.0,2015.0,"","","","",""
55,"DE",2020,"hea_cts_t1e_heater_hp_air_0",1.0,1.92,8.407550933,336.3020373,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.418181818,0.0,2015.0,"","","","",""
56,"DE",2025,"hea_cts_t1e_heater_hp_air_0",1.0,1.92,8.688531606,347.5412642,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.418181818,0.0,2015.0,"","","","",""
57,"DE",2030,"hea_cts_t1e_heater_hp_air_0",1.0,1.92,9.043075674,361.723027,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.418181818,0.0,2015.0,"","","","",""
58,"DE",2035,"hea_cts_t1e_heater_hp_air_0",1.0,1.92,9.246976356,369.8790542,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.418181818,0.0,2015.0,"","","","",""
59,"DE",2040,"hea_cts_t1e_heater_hp_air_0",1.0,1.92,9.462027848,378.4811139,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.418181818,0.0,2015.0,"","","","",""
60,"DE",2045,"hea_cts_t1e_heater_hp_air_0",1.0,1.92,9.530479575,381.219183,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.418181818,0.0,2015.0,"","","","",""
61,"DE",2050,"hea_cts_t1e_heater_hp_air_0",1.0,1.92,9.545483183,381.8193273,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.418181818,0.0,2015.0,"","","","",""
62,"DE",2060,"hea_cts_t1e_heater_hp_air_0",1.0,1.92,9.545483183,381.8193273,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.418181818,0.0,2015.0,"","","","",""
63,"DE",2070,"hea_cts_t1e_heater_hp_air_0",1.0,1.92,9.545483183,381.8193273,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.418181818,0.0,2015.0,"","","","",""
64,"DE",2015,"hea_cts_t1e_heater_hp_gro_0",1.0,2.2,10.05502597,402.2010388,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.45,2015.0,"","","","",""
65,"DE",2020,"hea_cts_t1e_heater_hp_gro_0",1.0,2.2,10.64481534,425.7926136,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.45,2015.0,"","","","",""
66,"DE",2025,"hea_cts_t1e_heater_hp_gro_0",1.0,2.2,11.15758672,446.3034686,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.45,2015.0,"","","","",""
67,"DE",2030,"hea_cts_t1e_heater_hp_gro_0",1.0,2.2,11.7384939,469.539756,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.45,2015.0,"","","","",""
68,"DE",2035,"hea_cts_t1e_heater_hp_gro_0",1.0,2.2,12.10935761,484.3743045,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.45,2015.0,"","","","",""
69,"DE",2040,"hea_cts_t1e_heater_hp_gro_0",1.0,2.2,12.47953473,499.1813892,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.45,2015.0,"","","","",""
70,"DE",2045,"hea_cts_t1e_heater_hp_gro_0",1.0,2.2,12.58951574,503.5806298,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.45,2015.0,"","","","",""
71,"DE",2050,"hea_cts_t1e_heater_hp_gro_0",1.0,2.2,12.61366455,504.546582,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.45,2015.0,"","","","",""
72,"DE",2060,"hea_cts_t1e_heater_hp_gro_0",1.0,2.2,12.61366455,504.546582,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.45,2015.0,"","","","",""
73,"DE",2070,"hea_cts_t1e_heater_hp_gro_0",1.0,2.2,12.61366455,504.546582,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.45,2015.0,"","","","",""
