"id","region","year","type","availability_constant","efficiency","cost_fix_p","cost_inv_p","lifetime","conversion_factor_t1e_space_heating","conversion_factor_t1e_hot_water","conversion_factor_t1e_space_cooling","flow_share_fix_t1e_space_heating","flow_share_fix_t1e_hot_water","flow_share_fix_t1e_space_cooling","flow_share_fix_sec_elec","flow_share_fix_pri_solar_radiation","flow_share_fix_pri_envir_heat","flow_share_fix_pri_geoth_heat","starting_year","bandwidth_type","version","method","source","comment"
1,"DE",2015,"hea_cts_t1e_cooling_aircon_room_1",1.0,2.76,10.0,460.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
2,"DE",2015,"hea_cts_t1e_cooling_fan_1",1.0,2.76,10.0,675.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
3,"DE",2015,"hea_cts_t1e_cooling_hp_abs_gas_1",1.0,0.75,5.0,243.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
4,"DE",2015,"hea_cts_t1e_cooling_hp_abs_hth_1",1.0,1.2,5.0,243.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
5,"DE",2015,"hea_cts_t1e_cooling_hp_abs_lth_1",1.0,1.15,5.0,243.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
6,"DE",2015,"hea_cts_t1e_cooling_hp_abs_solar_1",1.0,0.9,10.0,1050.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,2020.0,"","","","",""
7,"DE",2015,"hea_cts_t1e_heat_exchanger_hth_0",1.0,1.0,0.824387942,27.47959806,25.0,0.0,0.0,0.0,0.788978174,0.784792386,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
8,"DE",2020,"hea_cts_t1e_heat_exchanger_hth_0",1.0,1.0,0.891149366,29.70497888,25.0,0.0,0.0,0.0,0.788293552,0.7840979,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
9,"DE",2025,"hea_cts_t1e_heat_exchanger_hth_0",1.0,1.0,0.977918121,32.59727069,25.0,0.0,0.0,0.0,0.78697685,0.782762295,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
10,"DE",2030,"hea_cts_t1e_heat_exchanger_hth_0",1.0,1.0,1.056790554,35.22635179,25.0,0.0,0.0,0.0,0.785827017,0.781596026,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
11,"DE",2035,"hea_cts_t1e_heat_exchanger_hth_0",1.0,1.0,1.115494099,37.18313665,25.0,0.0,0.0,0.0,0.784754971,0.780508717,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
12,"DE",2040,"hea_cts_t1e_heat_exchanger_hth_0",1.0,1.0,1.16802666,38.934222,25.0,0.0,0.0,0.0,0.783760757,0.779500401,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
13,"DE",2045,"hea_cts_t1e_heat_exchanger_hth_0",1.0,1.0,1.181547673,39.38492243,25.0,0.0,0.0,0.0,0.782837805,0.778564402,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
14,"DE",2050,"hea_cts_t1e_heat_exchanger_hth_0",1.0,1.0,1.184519044,39.48396814,25.0,0.0,0.0,0.0,0.782012402,0.777727368,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
15,"DE",2060,"hea_cts_t1e_heat_exchanger_hth_0",1.0,1.0,1.184519044,39.48396814,25.0,0.0,0.0,0.0,0.782012402,0.777727368,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
16,"DE",2070,"hea_cts_t1e_heat_exchanger_hth_0",1.0,1.0,1.184519044,39.48396814,25.0,0.0,0.0,0.0,0.782012402,0.777727368,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
17,"DE",2015,"hea_cts_t1e_heat_exchanger_lth_0",1.0,1.0,0.864002007,28.8000669,25.0,0.0,0.0,0.0,0.788978174,0.784792386,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
18,"DE",2020,"hea_cts_t1e_heat_exchanger_lth_0",1.0,1.0,0.931717465,31.05724885,25.0,0.0,0.0,0.0,0.788293552,0.7840979,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
19,"DE",2025,"hea_cts_t1e_heat_exchanger_lth_0",1.0,1.0,1.019492701,33.98309002,25.0,0.0,0.0,0.0,0.78697685,0.782762295,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
20,"DE",2030,"hea_cts_t1e_heat_exchanger_lth_0",1.0,1.0,1.099069795,36.63565983,25.0,0.0,0.0,0.0,0.785827017,0.781596026,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
21,"DE",2035,"hea_cts_t1e_heat_exchanger_lth_0",1.0,1.0,1.158177445,38.60591483,25.0,0.0,0.0,0.0,0.784754971,0.780508717,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
22,"DE",2040,"hea_cts_t1e_heat_exchanger_lth_0",1.0,1.0,1.210989672,40.36632241,25.0,0.0,0.0,0.0,0.783760757,0.779500401,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
23,"DE",2045,"hea_cts_t1e_heat_exchanger_lth_0",1.0,1.0,1.224570609,40.8190203,25.0,0.0,0.0,0.0,0.782837805,0.778564402,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
24,"DE",2050,"hea_cts_t1e_heat_exchanger_lth_0",1.0,1.0,1.227554501,40.91848335,25.0,0.0,0.0,0.0,0.782012402,0.777727368,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
25,"DE",2060,"hea_cts_t1e_heat_exchanger_lth_0",1.0,1.0,1.227554501,40.91848335,25.0,0.0,0.0,0.0,0.782012402,0.777727368,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
26,"DE",2070,"hea_cts_t1e_heat_exchanger_lth_0",1.0,1.0,1.227554501,40.91848335,25.0,0.0,0.0,0.0,0.782012402,0.777727368,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
27,"DE",2015,"hea_cts_t1e_heater_boil_cd_gas_0",1.0,0.985,2.868070947,95.60236489,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
28,"DE",2020,"hea_cts_t1e_heater_boil_cd_gas_0",1.0,0.985,3.004148878,100.1382959,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
29,"DE",2025,"hea_cts_t1e_heater_boil_cd_gas_0",1.0,0.985,3.176903112,105.8967704,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
30,"DE",2030,"hea_cts_t1e_heater_boil_cd_gas_0",1.0,0.985,3.330480569,111.016019,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
31,"DE",2035,"hea_cts_t1e_heater_boil_cd_gas_0",1.0,0.985,3.442928983,114.7642994,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
32,"DE",2040,"hea_cts_t1e_heater_boil_cd_gas_0",1.0,0.985,3.542356605,118.0785535,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
33,"DE",2045,"hea_cts_t1e_heater_boil_cd_gas_0",1.0,0.985,3.567776936,118.9258979,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
34,"DE",2050,"hea_cts_t1e_heater_boil_cd_gas_0",1.0,0.985,3.573354288,119.1118096,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
35,"DE",2060,"hea_cts_t1e_heater_boil_cd_gas_0",1.0,0.985,3.573354288,119.1118096,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
36,"DE",2070,"hea_cts_t1e_heater_boil_cd_gas_0",1.0,0.985,3.573354288,119.1118096,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
