"id","region","year","type","availability_constant","efficiency","cost_fix_p","cost_inv_p","lifetime","conversion_factor_t1n_space_heating","conversion_factor_t1n_hot_water","conversion_factor_t1n_space_cooling","flow_share_fix_t1n_space_heating","flow_share_fix_t1n_hot_water","flow_share_fix_t1n_space_cooling","flow_share_fix_sec_elec","flow_share_fix_pri_solar_radiation","flow_share_fix_pri_envir_heat","flow_share_fix_pri_geoth_heat","starting_year","bandwidth_type","version","method","source","comment"
1,"DE",2015,"hea_cts_t1n_cooling_aircon_room_1",1.0,2.76,10.0,460.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
2,"DE",2015,"hea_cts_t1n_cooling_fan_1",1.0,2.76,10.0,675.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
3,"DE",2015,"hea_cts_t1n_cooling_hp_abs_gas_1",1.0,0.75,5.0,243.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
4,"DE",2015,"hea_cts_t1n_cooling_hp_abs_hth_1",1.0,1.2,5.0,243.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
5,"DE",2015,"hea_cts_t1n_cooling_hp_abs_lth_1",1.0,1.15,5.0,243.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
6,"DE",2015,"hea_cts_t1n_cooling_hp_abs_solar_1",1.0,0.9,10.0,1050.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,2020.0,"","","","",""
7,"DE",2015,"hea_cts_t1n_heat_exchanger_hth_0",1.0,1.0,2.123383671,70.77945571,25.0,0.0,0.0,0.0,0.788978174,0.211021826,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
8,"DE",2020,"hea_cts_t1n_heat_exchanger_hth_0",1.0,1.0,2.123383671,70.77945571,25.0,0.0,0.0,0.0,0.788293552,0.211706448,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
9,"DE",2025,"hea_cts_t1n_heat_exchanger_hth_0",1.0,1.0,2.123383671,70.77945571,25.0,0.0,0.0,0.0,0.78697685,0.21302315,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
10,"DE",2030,"hea_cts_t1n_heat_exchanger_hth_0",1.0,1.0,2.123383671,70.77945571,25.0,0.0,0.0,0.0,0.785827017,0.214172983,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
11,"DE",2035,"hea_cts_t1n_heat_exchanger_hth_0",1.0,1.0,2.123383671,70.77945571,25.0,0.0,0.0,0.0,0.784754971,0.215245029,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
12,"DE",2040,"hea_cts_t1n_heat_exchanger_hth_0",1.0,1.0,2.123383671,70.77945571,25.0,0.0,0.0,0.0,0.783760757,0.216239243,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
13,"DE",2045,"hea_cts_t1n_heat_exchanger_hth_0",1.0,1.0,2.123383671,70.77945571,25.0,0.0,0.0,0.0,0.782837805,0.217162195,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
14,"DE",2050,"hea_cts_t1n_heat_exchanger_hth_0",1.0,1.0,2.123383671,70.77945571,25.0,0.0,0.0,0.0,0.782012402,0.217987598,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
15,"DE",2060,"hea_cts_t1n_heat_exchanger_hth_0",1.0,1.0,2.123383671,70.77945571,25.0,0.0,0.0,0.0,0.782012402,0.217987598,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
16,"DE",2070,"hea_cts_t1n_heat_exchanger_hth_0",1.0,1.0,2.123383671,70.77945571,25.0,0.0,0.0,0.0,0.782012402,0.217987598,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
17,"DE",2015,"hea_cts_t1n_heat_exchanger_lth_0",1.0,1.0,2.161034108,72.03447026,25.0,0.0,0.0,0.0,0.788978174,0.211021826,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
18,"DE",2020,"hea_cts_t1n_heat_exchanger_lth_0",1.0,1.0,2.161034108,72.03447026,25.0,0.0,0.0,0.0,0.788293552,0.211706448,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
19,"DE",2025,"hea_cts_t1n_heat_exchanger_lth_0",1.0,1.0,2.161034108,72.03447026,25.0,0.0,0.0,0.0,0.78697685,0.21302315,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
20,"DE",2030,"hea_cts_t1n_heat_exchanger_lth_0",1.0,1.0,2.161034108,72.03447026,25.0,0.0,0.0,0.0,0.785827017,0.214172983,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
21,"DE",2035,"hea_cts_t1n_heat_exchanger_lth_0",1.0,1.0,2.161034108,72.03447026,25.0,0.0,0.0,0.0,0.784754971,0.215245029,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
