"id","region","year","type","availability_constant","efficiency","cost_fix_p","cost_inv_p","lifetime","conversion_factor_t1n_space_heating","conversion_factor_t1n_hot_water","conversion_factor_t1n_space_cooling","flow_share_fix_t1n_space_heating","flow_share_fix_t1n_hot_water","flow_share_fix_t1n_space_cooling","flow_share_fix_sec_elec","flow_share_fix_pri_solar_radiation","flow_share_fix_pri_envir_heat","flow_share_fix_pri_geoth_heat","starting_year","bandwidth_type","version","method","source","comment"
22,"DE",2040,"hea_cts_t1n_heat_exchanger_lth_0",1.0,1.0,2.161034108,72.03447026,25.0,0.0,0.0,0.0,0.783760757,0.216239243,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
23,"DE",2045,"hea_cts_t1n_heat_exchanger_lth_0",1.0,1.0,2.161034108,72.03447026,25.0,0.0,0.0,0.0,0.782837805,0.217162195,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
24,"DE",2050,"hea_cts_t1n_heat_exchanger_lth_0",1.0,1.0,2.161034108,72.03447026,25.0,0.0,0.0,0.0,0.782012402,0.217987598,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
25,"DE",2060,"hea_cts_t1n_heat_exchanger_lth_0",1.0,1.0,2.161034108,72.03447026,25.0,0.0,0.0,0.0,0.782012402,0.217987598,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
26,"DE",2070,"hea_cts_t1n_heat_exchanger_lth_0",1.0,1.0,2.161034108,72.03447026,25.0,0.0,0.0,0.0,0.782012402,0.217987598,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
27,"DE",2015,"hea_cts_t1n_heater_boil_cd_gas_0",1.0,0.985,5.230216209,174.3405403,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
28,"DE",2020,"hea_cts_t1n_heater_boil_cd_gas_0",1.0,0.985,5.230216209,174.3405403,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
29,"DE",2025,"hea_cts_t1n_heater_boil_cd_gas_0",1.0,0.985,5.230216209,174.3405403,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
30,"DE",2030,"hea_cts_t1n_heater_boil_cd_gas_0",1.0,0.985,5.230216209,174.3405403,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
31,"DE",2035,"hea_cts_t1n_heater_boil_cd_gas_0",1.0,0.985,5.230216209,174.3405403,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
32,"DE",2040,"hea_cts_t1n_heater_boil_cd_gas_0",1.0,0.985,5.230216209,174.3405403,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
33,"DE",2045,"hea_cts_t1n_heater_boil_cd_gas_0",1.0,0.985,5.230216209,174.3405403,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
34,"DE",2050,"hea_cts_t1n_heater_boil_cd_gas_0",1.0,0.985,5.230216209,174.3405403,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
35,"DE",2060,"hea_cts_t1n_heater_boil_cd_gas_0",1.0,0.985,5.230216209,174.3405403,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
36,"DE",2070,"hea_cts_t1n_heater_boil_cd_gas_0",1.0,0.985,5.230216209,174.3405403,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
37,"DE",2030,"hea_cts_t1n_heater_boil_hydrogen_1",1.0,0.95,6.512386387,217.0795462,20.0,0.0,0.0,0.0,0.785827017,0.211021826,0.0,0.0,0.0,0.0,0.0,2030.0,"","","","",""
38,"DE",2035,"hea_cts_t1n_heater_boil_hydrogen_1",1.0,0.95,6.632396679,221.0798893,20.0,0.0,0.0,0.0,0.784754971,0.211706448,0.0,0.0,0.0,0.0,0.0,2030.0,"","","","",""
39,"DE",2040,"hea_cts_t1n_heater_boil_hydrogen_1",1.0,0.95,8.438345658,281.2781886,20.0,0.0,0.0,0.0,0.783760757,0.21302315,0.0,0.0,0.0,0.0,0.0,2030.0,"","","","",""
40,"DE",2045,"hea_cts_t1n_heater_boil_hydrogen_1",1.0,0.95,9.109823446,303.6607815,20.0,0.0,0.0,0.0,0.782837805,0.214172983,0.0,0.0,0.0,0.0,0.0,2030.0,"","","","",""
41,"DE",2050,"hea_cts_t1n_heater_boil_hydrogen_1",1.0,0.95,9.422251259,314.075042,20.0,0.0,0.0,0.0,0.782012402,0.215245029,0.0,0.0,0.0,0.0,0.0,2030.0,"","","","",""
42,"DE",2060,"hea_cts_t1n_heater_boil_hydrogen_1",1.0,0.95,9.422251259,314.075042,20.0,0.0,0.0,0.0,0.782012402,0.215245029,0.0,0.0,0.0,0.0,0.0,2030.0,"","","","",""
43,"DE",2070,"hea_cts_t1n_heater_boil_hydrogen_1",1.0,0.95,9.422251259,314.075042,20.0,0.0,0.0,0.0,0.782012402,0.215245029,0.0,0.0,0.0,0.0,0.0,2030.0,"","","","",""
44,"DE",2015,"hea_cts_t1n_heater_hp_ads_gas_0",1.0,1.0,17.69003663,589.6678878,15.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2015.0,"","","","",""
45,"DE",2020,"hea_cts_t1n_heater_hp_ads_gas_0",1.0,1.0,17.69003663,589.6678878,15.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2015.0,"","","","",""
46,"DE",2025,"hea_cts_t1n_heater_hp_ads_gas_0",1.0,1.0,16.62863444,554.2878145,15.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2015.0,"","","","",""
47,"DE",2030,"hea_cts_t1n_heater_hp_ads_gas_0",1.0,1.0,16.62863444,554.2878145,15.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2015.0,"","","","",""
48,"DE",2035,"hea_cts_t1n_heater_hp_ads_gas_0",1.0,1.0,16.62863444,554.2878145,15.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2015.0,"","","","",""
49,"DE",2040,"hea_cts_t1n_heater_hp_ads_gas_0",1.0,1.0,15.56723224,518.9077413,15.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2015.0,"","","","",""
50,"DE",2045,"hea_cts_t1n_heater_hp_ads_gas_0",1.0,1.0,15.56723224,518.9077413,15.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2015.0,"","","","",""
51,"DE",2050,"hea_cts_t1n_heater_hp_ads_gas_0",1.0,1.0,15.56723224,518.9077413,15.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2015.0,"","","","",""
52,"DE",2060,"hea_cts_t1n_heater_hp_ads_gas_0",1.0,1.0,15.56723224,518.9077413,15.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2015.0,"","","","",""
53,"DE",2070,"hea_cts_t1n_heater_hp_ads_gas_0",1.0,1.0,15.56723224,518.9077413,15.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2015.0,"","","","",""
54,"DE",2015,"hea_cts_t1n_heater_hp_air_0",1.0,1.92,14.48210428,579.2841714,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.418181818,0.0,2015.0,"","","","",""
55,"DE",2020,"hea_cts_t1n_heater_hp_air_0",1.0,1.92,14.48210428,579.2841714,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.418181818,0.0,2015.0,"","","","",""
56,"DE",2025,"hea_cts_t1n_heater_hp_air_0",1.0,1.92,14.12005168,564.8020671,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.418181818,0.0,2015.0,"","","","",""
57,"DE",2030,"hea_cts_t1n_heater_hp_air_0",1.0,1.92,13.99936747,559.974699,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.418181818,0.0,2015.0,"","","","",""
58,"DE",2035,"hea_cts_t1n_heater_hp_air_0",1.0,1.92,13.83845521,553.5382082,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.418181818,0.0,2015.0,"","","","",""
59,"DE",2040,"hea_cts_t1n_heater_hp_air_0",1.0,1.92,13.75799907,550.3199628,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.418181818,0.0,2015.0,"","","","",""
60,"DE",2045,"hea_cts_t1n_heater_hp_air_0",1.0,1.92,13.75799907,550.3199628,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.418181818,0.0,2015.0,"","","","",""
61,"DE",2050,"hea_cts_t1n_heater_hp_air_0",1.0,1.92,13.75799907,550.3199628,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.418181818,0.0,2015.0,"","","","",""
62,"DE",2060,"hea_cts_t1n_heater_hp_air_0",1.0,1.92,13.75799907,550.3199628,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.418181818,0.0,2015.0,"","","","",""
63,"DE",2070,"hea_cts_t1n_heater_hp_air_0",1.0,1.92,13.75799907,550.3199628,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.418181818,0.0,2015.0,"","","","",""
64,"DE",2015,"hea_cts_t1n_heater_hp_gro_0",1.0,2.2,20.81088167,832.4352666,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.45,2015.0,"","","","",""
65,"DE",2020,"hea_cts_t1n_heater_hp_gro_0",1.0,2.2,20.81088167,832.4352666,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.45,2015.0,"","","","",""
66,"DE",2025,"hea_cts_t1n_heater_hp_gro_0",1.0,2.2,20.41591519,816.6366074,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.45,2015.0,"","","","",""
67,"DE",2030,"hea_cts_t1n_heater_hp_gro_0",1.0,2.2,20.28425969,811.3703877,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.45,2015.0,"","","","",""
68,"DE",2035,"hea_cts_t1n_heater_hp_gro_0",1.0,2.2,20.10871903,804.3487613,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.45,2015.0,"","","","",""
69,"DE",2040,"hea_cts_t1n_heater_hp_gro_0",1.0,2.2,20.0209487,800.8379482,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.45,2015.0,"","","","",""
70,"DE",2045,"hea_cts_t1n_heater_hp_gro_0",1.0,2.2,20.0209487,800.8379482,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.45,2015.0,"","","","",""
71,"DE",2050,"hea_cts_t1n_heater_hp_gro_0",1.0,2.2,20.0209487,800.8379482,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.45,2015.0,"","","","",""
72,"DE",2060,"hea_cts_t1n_heater_hp_gro_0",1.0,2.2,20.0209487,800.8379482,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.45,2015.0,"","","","",""
73,"DE",2070,"hea_cts_t1n_heater_hp_gro_0",1.0,2.2,20.0209487,800.8379482,20.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.45,2015.0,"","","","",""
