"id","region","year","type",availability_constant,efficiency,"fix_cost","inv_cost","lifetime","share_ccle","share_ccse","share_chle","share_chse","share_comelc","share_comsol","share_comaht","share_cwle","share_cwse","share_comgeo","starting_year","bandwidth_type","version","method","source","comment"
62,"DE",2015,"hea_cts_heater_soco_1.hea_cts_heater_boil_et_1_ag",1.0,1.0,20.0241468,432.2696919,25.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,2015.0,"","","","",""
63,"DE",2020,"hea_cts_heater_soco_1.hea_cts_heater_boil_et_1_ag",1.0,1.0,21.27263151,454.8328097,25.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,2015.0,"","","","",""
64,"DE",2025,"hea_cts_heater_soco_1.hea_cts_heater_boil_et_1_ag",1.0,1.0,22.9173598,485.0512234,25.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,2015.0,"","","","",""
65,"DE",2030,"hea_cts_heater_soco_1.hea_cts_heater_boil_et_1_ag",1.0,1.0,24.67719878,523.0996701,25.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,2015.0,"","","","",""
66,"DE",2035,"hea_cts_heater_soco_1.hea_cts_heater_boil_et_1_ag",1.0,1.0,25.99344672,551.6583667,25.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,2015.0,"","","","",""
67,"DE",2040,"hea_cts_heater_soco_1.hea_cts_heater_boil_et_1_ag",1.0,1.0,27.25442067,580.5209982,25.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,2015.0,"","","","",""
68,"DE",2045,"hea_cts_heater_soco_1.hea_cts_heater_boil_et_1_ag",1.0,1.0,27.89902546,600.7486623,25.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,2015.0,"","","","",""
69,"DE",2050,"hea_cts_heater_soco_1.hea_cts_heater_boil_et_1_ag",1.0,1.0,28.13921974,609.1351491,25.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,2015.0,"","","","",""
70,"DE",2015,"hea_cts_heater_boil_biomass_1_ag",1.0,0.85,18.75561499,312.5935831,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
71,"DE",2020,"hea_cts_heater_boil_biomass_1_ag",1.0,0.85,19.10954232,318.492372,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
72,"DE",2025,"hea_cts_heater_boil_biomass_1_ag",1.0,0.85,19.67536473,327.9227455,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
73,"DE",2030,"hea_cts_heater_boil_biomass_1_ag",1.0,0.85,14.32460776,298.8865707,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
74,"DE",2035,"hea_cts_heater_boil_biomass_1_ag",1.0,0.85,15.20221414,317.033417,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
75,"DE",2040,"hea_cts_heater_boil_biomass_1_ag",1.0,0.85,16.26426921,339.2895686,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
76,"DE",2045,"hea_cts_heater_boil_biomass_1_ag",1.0,0.85,17.46377576,363.4102295,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
77,"DE",2050,"hea_cts_heater_boil_biomass_1_ag",1.0,0.85,18.08716308,376.8693994,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
78,"DE",2015,"hea_cts_heater_boil_cd_gas_1_ag",1.0,1.1,6.034023511,201.134117,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
79,"DE",2020,"hea_cts_heater_boil_cd_gas_1_ag",1.0,1.1,6.278838543,209.2946181,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
80,"DE",2025,"hea_cts_heater_boil_cd_gas_1_ag",1.0,1.1,6.605708987,220.1902996,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
81,"DE",2030,"hea_cts_heater_boil_cd_gas_1_ag",1.0,1.1,7.018463862,233.9487954,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
82,"DE",2035,"hea_cts_heater_boil_cd_gas_1_ag",1.0,1.1,7.326727928,244.2242643,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
83,"DE",2040,"hea_cts_heater_boil_cd_gas_1_ag",1.0,1.1,7.637329433,254.5776478,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
84,"DE",2045,"hea_cts_heater_boil_cd_gas_1_ag",1.0,1.1,7.854475233,261.8158411,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
85,"DE",2050,"hea_cts_heater_boil_cd_gas_1_ag",1.0,1.1,7.94403689,264.8012297,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
86,"DE",2015,"hea_cts_heater_boil_cd_biodiesel_1_ag",1.0,0.842,7.088896855,236.2965618,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
87,"DE",2020,"hea_cts_heater_boil_cd_biodiesel_1_ag",1.0,0.842,7.344130481,244.8043494,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
88,"DE",2025,"hea_cts_heater_boil_cd_biodiesel_1_ag",1.0,0.842,7.678758065,255.9586022,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
89,"DE",2030,"hea_cts_heater_boil_cd_biodiesel_1_ag",1.0,0.842,8.109650557,270.3216852,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
90,"DE",2035,"hea_cts_heater_boil_cd_biodiesel_1_ag",1.0,0.842,8.425362299,280.84541,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
91,"DE",2040,"hea_cts_heater_boil_cd_biodiesel_1_ag",1.0,0.842,8.742237252,291.4079084,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
92,"DE",2045,"hea_cts_heater_boil_cd_biodiesel_1_ag",1.0,0.842,8.97380688,299.126896,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
93,"DE",2050,"hea_cts_heater_boil_cd_biodiesel_1_ag",1.0,0.842,9.069499321,302.316644,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
94,"DE",2015,"hea_cts_water_heating_boil_et_1_ag",1.0,0.94625,0.576282436,23.05129745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
95,"DE",2020,"hea_cts_water_heating_boil_et_1_ag",1.0,0.95,0.576282436,23.05129745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
96,"DE",2025,"hea_cts_water_heating_boil_et_1_ag",1.0,0.95,0.576282436,23.05129745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
97,"DE",2030,"hea_cts_water_heating_boil_et_1_ag",1.0,0.95,0.576282436,23.05129745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
98,"DE",2035,"hea_cts_water_heating_boil_et_1_ag",1.0,0.95,0.576282436,23.05129745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
99,"DE",2040,"hea_cts_water_heating_boil_et_1_ag",1.0,0.95,0.576282436,23.05129745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
100,"DE",2045,"hea_cts_water_heating_boil_et_1_ag",1.0,0.95,0.576282436,23.05129745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
101,"DE",2050,"hea_cts_water_heating_boil_et_1_ag",1.0,0.95,0.576282436,23.05129745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
102,"DE",2015,"hea_cts_water_heating_boil_cd_gas_1_ag",1.0,0.7,3.79,189.445,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
103,"DE",2015,"hea_cts_water_heating_boil_cd_gas_1_ag",1.0,0.7,3.79,189.445,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
104,"DE",2020,"hea_cts_water_heating_boil_cd_gas_1_ag",1.0,0.7,3.57,178.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
105,"DE",2015,"hea_cts_water_heating_soco_1_ag",1.0,0.88,23.30539237,776.8464125,0.0,0.0,0.0,0.0,0.0,0.675,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
106,"DE",2015,"hea_cts_water_heating_soco_1_ag",1.0,0.88,21.86505904,728.8353014,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
107,"DE",2020,"hea_cts_water_heating_soco_1_ag",1.0,0.88,21.86505904,728.8353014,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
108,"DE",2025,"hea_cts_water_heating_soco_1_ag",1.0,0.88,21.86505904,728.8353014,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
109,"DE",2030,"hea_cts_water_heating_soco_1_ag",1.0,0.88,21.86505904,728.8353014,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
110,"DE",2035,"hea_cts_water_heating_soco_1_ag",1.0,0.88,21.86505904,728.8353014,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
111,"DE",2040,"hea_cts_water_heating_soco_1_ag",1.0,0.88,21.86505904,728.8353014,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
112,"DE",2045,"hea_cts_water_heating_soco_1_ag",1.0,0.88,21.86505904,728.8353014,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
113,"DE",2050,"hea_cts_water_heating_soco_1_ag",1.0,0.88,21.86505904,728.8353014,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
114,"DE",2015,"hea_cts_water_heating_boil_et_1_ag",1.0,0.88,23.30539237,776.8464125,0.0,0.0,0.0,0.0,0.0,0.675,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
115,"DE",2015,"hea_cts_water_heating_boil_et_1_ag",1.0,0.88,21.86505904,728.8353014,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
116,"DE",2020,"hea_cts_water_heating_boil_et_1_ag",1.0,0.88,21.86505904,728.8353014,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
117,"DE",2025,"hea_cts_water_heating_boil_et_1_ag",1.0,0.88,21.86505904,728.8353014,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
118,"DE",2030,"hea_cts_water_heating_boil_et_1_ag",1.0,0.88,21.86505904,728.8353014,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
119,"DE",2035,"hea_cts_water_heating_boil_et_1_ag",1.0,0.88,21.86505904,728.8353014,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
120,"DE",2040,"hea_cts_water_heating_boil_et_1_ag",1.0,0.88,21.86505904,728.8353014,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
121,"DE",2045,"hea_cts_water_heating_boil_et_1_ag",1.0,0.88,21.86505904,728.8353014,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
122,"DE",2050,"hea_cts_water_heating_boil_et_1_ag",1.0,0.88,21.86505904,728.8353014,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
123,"DE",2015,"hea_cts_cooling_aircon_room_1_ag",1.0,2.76,10.0,460.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
124,"DE",2015,"hea_cts_cooling_fan_1_ag",1.0,2.76,10.0,675.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,"","","","",""
