"id","region","year","type","capacity_tra_inst_0","mileage","occupancy_rate","bandwidth_type","version","method","source","comment"
1,"DE",2021,"helper_tra_road_lcar_bev_pass",316040.0,11151.64202,1.32,"{}","v1","{'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'occupancy_rate': 'Based on table AA15.'}"
2,"DE",2024,"helper_tra_road_lcar_bev_pass",300238.0,11066.18883,1.33,"{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'occupancy_rate': 'Based on table AA15.'}"
3,"DE",2027,"helper_tra_road_lcar_bev_pass",221228.0,10980.73563,1.33,"{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'occupancy_rate': 'Based on table AA15.'}"
4,"DE",2030,"helper_tra_road_lcar_bev_pass",158020.0,10895.28244,1.33,"{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'occupancy_rate': 'Based on table AA15.'}"
5,"DE",2035,"helper_tra_road_lcar_bev_pass",126416.0,10752.86045,1.34,"{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'occupancy_rate': 'Based on table AA15.'}"
6,"DE",2040,"helper_tra_road_lcar_bev_pass",94812.0,10610.43845,1.33,"{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'occupancy_rate': 'Based on table AA15.'}"
7,"DE",2045,"helper_tra_road_lcar_bev_pass",15802.0,10468.01646,1.33,"{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'occupancy_rate': 'Based on table AA15.'}"
8,"DE",2050,"helper_tra_road_lcar_bev_pass",0.0,10325.59447,1.41,"{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'occupancy_rate': 'Based on table AA15.'}"
9,"DE",2060,"helper_tra_road_lcar_bev_pass",0.0,10325.59447,1.41,"{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using WWF, 2014 (p.20).'}","{'capacity_tra_inst_0': '8S&PG2023', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8HolzhMulle2014'}","{'occupancy_rate': 'Based on table AA15.'}"
10,"DE",2070,"helper_tra_road_lcar_bev_pass",0.0,10325.59447,1.41,"{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using WWF, 2014 (p.20).'}","{'capacity_tra_inst_0': '8S&PG2023', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8HolzhMulle2014'}","{'occupancy_rate': 'Based on table AA15.'}"
