"id","region","year","type","capacity_tra_inst_0","mileage","occupancy_rate","bandwidth_type","version","method","source","comment"
1,"DE",2021,"helper_tra_road_mcar_bev_pass",262077.0,10987.16074,1.56,"{}","v1","{'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'occupancy_rate': 'Based on table AA15.'}"
2,"DE",2024,"helper_tra_road_mcar_bev_pass",248973.15,10902.96794,1.57,"{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'occupancy_rate': 'Based on table AA15.'}"
3,"DE",2027,"helper_tra_road_mcar_bev_pass",183453.9,10818.77513,1.57,"{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'occupancy_rate': 'Based on table AA15.'}"
4,"DE",2030,"helper_tra_road_mcar_bev_pass",131038.5,10734.58233,1.57,"{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'occupancy_rate': 'Based on table AA15.'}"
5,"DE",2035,"helper_tra_road_mcar_bev_pass",104830.8,10594.26099,1.58,"{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'occupancy_rate': 'Based on table AA15.'}"
6,"DE",2040,"helper_tra_road_mcar_bev_pass",78623.1,10453.93965,1.57,"{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'occupancy_rate': 'Based on table AA15.'}"
7,"DE",2045,"helper_tra_road_mcar_bev_pass",52415.4,10313.61832,1.57,"{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'occupancy_rate': 'Based on table AA15.'}"
8,"DE",2050,"helper_tra_road_mcar_bev_pass",0.0,10173.29698,1.68,"{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'occupancy_rate': 'Based on table AA15.'}"
9,"DE",2060,"helper_tra_road_mcar_bev_pass",0.0,10173.29698,1.68,"{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using WWF, 2014 (p.20).'}","{'capacity_tra_inst_0': '8S&PG2023', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8HolzhMulle2014'}","{'occupancy_rate': 'Based on table AA15.'}"
10,"DE",2070,"helper_tra_road_mcar_bev_pass",0.0,10173.29698,1.68,"{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using WWF, 2014 (p.20).'}","{'capacity_tra_inst_0': '8S&PG2023', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8HolzhMulle2014'}","{'occupancy_rate': 'Based on table AA15.'}"
