"id","region","year","type","capacity_tra_inst_0","conversion_factor_exo_road_mcar_pkm","conversion_factor_sec_ethanol","cost_fix_tra","cost_inv_tra","cost_var_tra","ef_sec_ethanol_emi_co2_f_tra","lifetime","mileage","occupancy_rate","wacc","bandwidth_type","version","method","source","comment"
1,"DE",2021,"tra_road_mcar_ice_pass_ethanol_0",10026.0,150.0,79.61,893.44538,25177.91597,0.0437,"global_emission_factors.bioethanol",13.2,10506.34004,1.56,"global_scalars.wacc","{}","v1","{'conversion_factor_sec_ethanol': 'Own assumption', 'cost_fix_tra': 'Own assumption', 'cost_inv_tra': 'Own assumption', 'cost_var_tra': 'Own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'conversion_factor_sec_ethanol': '8DLR2023', 'cost_fix_tra': '8DLR2023', 'cost_inv_tra': '8DLR2023', 'cost_var_tra': '8DLR2023', 'lifetime': '8Kraft2011', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'capacity_tra_inst_0': 'This refers to ethanol-gasoline mix engines which are able to accept pure ethanol (E100), pure gasoline (E0) and any mixture of gasoline and ethanol.', 'conversion_factor_sec_ethanol': 'No vehicle model available. Assumed to be the same as for flex fuel vehicles (E85). The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_fix_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_inv_tra': 'No vehicle model available. Assumed to be the same as for methanol vehicles.', 'cost_var_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'lifetime': 'No data available for vehicle type/scenario year differentiation.', 'occupancy_rate': 'Based on table AA15.'}"
2,"DE",2024,"tra_road_mcar_ice_pass_ethanol_0",8522.1,150.0,79.61,893.44538,25177.91597,0.0437,"global_emission_factors.bioethanol",13.2,10708.32581,1.57,"global_scalars.wacc","{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'conversion_factor_sec_ethanol': 'Own assumption', 'cost_fix_tra': 'Own assumption', 'cost_inv_tra': 'Own assumption', 'cost_var_tra': 'Own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'conversion_factor_sec_ethanol': '8DLR2023', 'cost_fix_tra': '8DLR2023', 'cost_inv_tra': '8DLR2023', 'cost_var_tra': '8DLR2023', 'lifetime': '8Kraft2011', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'capacity_tra_inst_0': 'This refers to ethanol-gasoline mix engines which are able to accept pure ethanol (E100), pure gasoline (E0) and any mixture of gasoline and ethanol.', 'conversion_factor_sec_ethanol': 'No vehicle model available. Assumed to be the same as for flex fuel vehicles (E85). The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_fix_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_inv_tra': 'No vehicle model available. Assumed to be the same as for methanol vehicles.', 'cost_var_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'lifetime': 'No data available for vehicle type/scenario year differentiation.', 'occupancy_rate': 'Based on table AA15.'}"
3,"DE",2027,"tra_road_mcar_ice_pass_ethanol_0",7018.2,150.0,79.61,893.44538,25177.91597,0.0437,"global_emission_factors.bioethanol",13.2,10625.63604,1.57,"global_scalars.wacc","{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'conversion_factor_sec_ethanol': 'Own assumption', 'cost_fix_tra': 'Own assumption', 'cost_inv_tra': 'Own assumption', 'cost_var_tra': 'Own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'conversion_factor_sec_ethanol': '8DLR2023', 'cost_fix_tra': '8DLR2023', 'cost_inv_tra': '8DLR2023', 'cost_var_tra': '8DLR2023', 'lifetime': '8Kraft2011', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'capacity_tra_inst_0': 'This refers to ethanol-gasoline mix engines which are able to accept pure ethanol (E100), pure gasoline (E0) and any mixture of gasoline and ethanol.', 'conversion_factor_sec_ethanol': 'No vehicle model available. Assumed to be the same as for flex fuel vehicles (E85). The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_fix_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_inv_tra': 'No vehicle model available. Assumed to be the same as for methanol vehicles.', 'cost_var_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'lifetime': 'No data available for vehicle type/scenario year differentiation.', 'occupancy_rate': 'Based on table AA15.'}"
4,"DE",2030,"tra_road_mcar_ice_pass_ethanol_0",3007.8,150.0,79.61,893.44538,25177.91597,0.0437,"global_emission_factors.bioethanol",13.2,10542.94627,1.57,"global_scalars.wacc","{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'conversion_factor_sec_ethanol': 'Own assumption', 'cost_fix_tra': 'Own assumption', 'cost_inv_tra': 'Own assumption', 'cost_var_tra': 'Own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'conversion_factor_sec_ethanol': '8DLR2023', 'cost_fix_tra': '8DLR2023', 'cost_inv_tra': '8DLR2023', 'cost_var_tra': '8DLR2023', 'lifetime': '8Kraft2011', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'capacity_tra_inst_0': 'This refers to ethanol-gasoline mix engines which are able to accept pure ethanol (E100), pure gasoline (E0) and any mixture of gasoline and ethanol.', 'conversion_factor_sec_ethanol': 'No vehicle model available. Assumed to be the same as for flex fuel vehicles (E85). The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_fix_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_inv_tra': 'No vehicle model available. Assumed to be the same as for methanol vehicles.', 'cost_var_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'lifetime': 'No data available for vehicle type/scenario year differentiation.', 'occupancy_rate': 'Based on table AA15.'}"
5,"DE",2035,"tra_road_mcar_ice_pass_ethanol_0",2005.2,150.0,79.61,893.44538,25177.91597,0.0437,"global_emission_factors.bioethanol",13.2,10405.12997,1.58,"global_scalars.wacc","{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'conversion_factor_sec_ethanol': 'Own assumption', 'cost_fix_tra': 'Own assumption', 'cost_inv_tra': 'Own assumption', 'cost_var_tra': 'Own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'conversion_factor_sec_ethanol': '8DLR2023', 'cost_fix_tra': '8DLR2023', 'cost_inv_tra': '8DLR2023', 'cost_var_tra': '8DLR2023', 'lifetime': '8Kraft2011', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'capacity_tra_inst_0': 'This refers to ethanol-gasoline mix engines which are able to accept pure ethanol (E100), pure gasoline (E0) and any mixture of gasoline and ethanol.', 'conversion_factor_sec_ethanol': 'No vehicle model available. Assumed to be the same as for flex fuel vehicles (E85). The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_fix_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_inv_tra': 'No vehicle model available. Assumed to be the same as for methanol vehicles.', 'cost_var_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'lifetime': 'No data available for vehicle type/scenario year differentiation.', 'occupancy_rate': 'Based on table AA15.'}"
6,"DE",2040,"tra_road_mcar_ice_pass_ethanol_0",1002.6,150.0,79.61,893.44538,25177.91597,0.0437,"global_emission_factors.bioethanol",13.2,10267.31368,1.57,"global_scalars.wacc","{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'conversion_factor_sec_ethanol': 'Own assumption', 'cost_fix_tra': 'Own assumption', 'cost_inv_tra': 'Own assumption', 'cost_var_tra': 'Own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'conversion_factor_sec_ethanol': '8DLR2023', 'cost_fix_tra': '8DLR2023', 'cost_inv_tra': '8DLR2023', 'cost_var_tra': '8DLR2023', 'lifetime': '8Kraft2011', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'capacity_tra_inst_0': 'This refers to ethanol-gasoline mix engines which are able to accept pure ethanol (E100), pure gasoline (E0) and any mixture of gasoline and ethanol.', 'conversion_factor_sec_ethanol': 'No vehicle model available. Assumed to be the same as for flex fuel vehicles (E85). The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_fix_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_inv_tra': 'No vehicle model available. Assumed to be the same as for methanol vehicles.', 'cost_var_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'lifetime': 'No data available for vehicle type/scenario year differentiation.', 'occupancy_rate': 'Based on table AA15.'}"
7,"DE",2045,"tra_road_mcar_ice_pass_ethanol_0",501.3,150.0,79.61,893.44538,25177.91597,0.0437,"global_emission_factors.bioethanol",13.2,10129.49739,1.57,"global_scalars.wacc","{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'conversion_factor_sec_ethanol': 'Own assumption', 'cost_fix_tra': 'Own assumption', 'cost_inv_tra': 'Own assumption', 'cost_var_tra': 'Own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'conversion_factor_sec_ethanol': '8DLR2023', 'cost_fix_tra': '8DLR2023', 'cost_inv_tra': '8DLR2023', 'cost_var_tra': '8DLR2023', 'lifetime': '8Kraft2011', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'capacity_tra_inst_0': 'This refers to ethanol-gasoline mix engines which are able to accept pure ethanol (E100), pure gasoline (E0) and any mixture of gasoline and ethanol.', 'conversion_factor_sec_ethanol': 'No vehicle model available. Assumed to be the same as for flex fuel vehicles (E85). The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_fix_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_inv_tra': 'No vehicle model available. Assumed to be the same as for methanol vehicles.', 'cost_var_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'lifetime': 'No data available for vehicle type/scenario year differentiation.', 'occupancy_rate': 'Based on table AA15.'}"
8,"DE",2050,"tra_road_mcar_ice_pass_ethanol_0",0.0,150.0,79.61,893.44538,25177.91597,0.0437,"global_emission_factors.bioethanol",13.2,9991.6811,1.68,"global_scalars.wacc","{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'conversion_factor_sec_ethanol': 'Own assumption', 'cost_fix_tra': 'Own assumption', 'cost_inv_tra': 'Own assumption', 'cost_var_tra': 'Own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using Shell, 2014 (table 24).'}","{'capacity_tra_inst_0': '8S&PG2023', 'conversion_factor_sec_ethanol': '8DLR2023', 'cost_fix_tra': '8DLR2023', 'cost_inv_tra': '8DLR2023', 'cost_var_tra': '8DLR2023', 'lifetime': '8Kraft2011', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8AdolfBalze2014'}","{'capacity_tra_inst_0': 'This refers to ethanol-gasoline mix engines which are able to accept pure ethanol (E100), pure gasoline (E0) and any mixture of gasoline and ethanol.', 'conversion_factor_sec_ethanol': 'No vehicle model available. Assumed to be the same as for flex fuel vehicles (E85). The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_fix_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_inv_tra': 'No vehicle model available. Assumed to be the same as for methanol vehicles.', 'cost_var_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'lifetime': 'No data available for vehicle type/scenario year differentiation.', 'occupancy_rate': 'Based on table AA15.'}"
9,"DE",2060,"tra_road_mcar_ice_pass_ethanol_0",0.0,150.0,79.61,893.44538,25177.91597,0.0437,"global_emission_factors.bioethanol",13.2,9991.6811,1.68,"global_scalars.wacc","{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'conversion_factor_sec_ethanol': 'Own assumption', 'cost_fix_tra': 'Own assumption', 'cost_inv_tra': 'Own assumption', 'cost_var_tra': 'Own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using WWF, 2014 (p.20).'}","{'capacity_tra_inst_0': '8S&PG2023', 'conversion_factor_sec_ethanol': '8DLR2023', 'cost_fix_tra': '8DLR2023', 'cost_inv_tra': '8DLR2023', 'cost_var_tra': '8DLR2023', 'lifetime': '8Kraft2011', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8HolzhMulle2014'}","{'capacity_tra_inst_0': 'This refers to ethanol-gasoline mix engines which are able to accept pure ethanol (E100), pure gasoline (E0) and any mixture of gasoline and ethanol.', 'conversion_factor_sec_ethanol': 'No vehicle model available. Assumed to be the same as for flex fuel vehicles (E85). The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_fix_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_inv_tra': 'No vehicle model available. Assumed to be the same as for methanol vehicles.', 'cost_var_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'lifetime': 'No data available for vehicle type/scenario year differentiation.', 'occupancy_rate': 'Based on table AA15.'}"
10,"DE",2070,"tra_road_mcar_ice_pass_ethanol_0",0.0,150.0,79.61,893.44538,25177.91597,0.0437,"global_emission_factors.bioethanol",13.2,9991.6811,1.68,"global_scalars.wacc","{}","v1","{'capacity_tra_inst_0': 'First own assumption', 'conversion_factor_sec_ethanol': 'Own assumption', 'cost_fix_tra': 'Own assumption', 'cost_inv_tra': 'Own assumption', 'cost_var_tra': 'Own assumption', 'mileage': 'Aggregated table 25 of BASt, 2017, projected with assumption by Agora, 2021.', 'occupancy_rate': 'MiD, 2017 (table AA15) forecasted by using WWF, 2014 (p.20).'}","{'capacity_tra_inst_0': '8S&PG2023', 'conversion_factor_sec_ethanol': '8DLR2023', 'cost_fix_tra': '8DLR2023', 'cost_inv_tra': '8DLR2023', 'cost_var_tra': '8DLR2023', 'lifetime': '8Kraft2011', 'mileage': '8BaumeHautz2014, 8Progn2021', 'occupancy_rate': '8infas2018, 8HolzhMulle2014'}","{'capacity_tra_inst_0': 'This refers to ethanol-gasoline mix engines which are able to accept pure ethanol (E100), pure gasoline (E0) and any mixture of gasoline and ethanol.', 'conversion_factor_sec_ethanol': 'No vehicle model available. Assumed to be the same as for flex fuel vehicles (E85). The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_fix_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'cost_inv_tra': 'No vehicle model available. Assumed to be the same as for methanol vehicles.', 'cost_var_tra': 'The data is assumed to be equivalent to that of the 2020 new registrations.', 'lifetime': 'No data available for vehicle type/scenario year differentiation.', 'occupancy_rate': 'Based on table AA15.'}"
