"id","region","year","cost_var_e","bandwidth_type","version","method","source","comment"
1,"DE",2021,"[2.59]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'costs for 150km pipeline transport added to costs for 150km truck transport, similar value as for methanol pipeline in 2020 is assumed, multiplied with a value accounting for the difference in volumetric energy density (values for density from https://www.engineeringtoolbox.com/fuels-higher-calorific-values-d_169.html) and converted from €/GJ to €/MWh, monetary year in source is 2022 which is adapted to €2021'}","{'cost_var_e': '5FuelsConcawe'}",""
2,"DE",2024,"[2.59]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'assumed to remain constant'}","{'cost_var_e': '5FuelsConcawe'}",""
3,"DE",2027,"[2.59]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'assumed to remain constant'}","{'cost_var_e': '5FuelsConcawe'}",""
4,"DE",2030,"[2.59]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'assumed to remain constant'}","{'cost_var_e': '5FuelsConcawe'}",""
5,"DE",2035,"[2.59]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'assumed to remain constant'}","{'cost_var_e': '5FuelsConcawe'}",""
6,"DE",2040,"[2.59]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'assumed to remain constant'}","{'cost_var_e': '5FuelsConcawe'}",""
7,"DE",2045,"[2.59]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'assumed to remain constant'}","{'cost_var_e': '5FuelsConcawe'}",""
8,"DE",2050,"[2.59]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'assumed to remain constant'}","{'cost_var_e': '5FuelsConcawe'}",""
9,"DE",2060,"[2.59]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'assumed to remain constant'}","{'cost_var_e': '5FuelsConcawe'}",""
10,"DE",2070,"[2.59]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'assumed to remain constant'}","{'cost_var_e': '5FuelsConcawe'}",""
