"id","region","year","cost_var_e","bandwidth_type","version","method","source","comment"
1,"DE",2021,"[7.134]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'literature value, converted from €/GJ in €/MWh and adapted from monetary year 2022 to 2021'}","{'cost_var_e': '5FuelsConcawe'}",""
2,"DE",2024,"[7.134]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'assumed to remain constant in accordance with literature source'}","{'cost_var_e': '5FuelsConcawe'}",""
3,"DE",2027,"[7.134]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'assumed to remain constant in accordance with literature source'}","{'cost_var_e': '5FuelsConcawe'}",""
4,"DE",2030,"[7.134]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'assumed to remain constant in accordance with literature source, monetary conversion from $2022 to €2021.'}","{'cost_var_e': '5FuelsConcawe'}",""
5,"DE",2035,"[7.134]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'assumed to remain constant in accordance with literature source'}","{'cost_var_e': '5FuelsConcawe'}",""
6,"DE",2040,"[7.134]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'assumed to remain constant in accordance with literature source'}","{'cost_var_e': '5FuelsConcawe'}",""
7,"DE",2045,"[7.134]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'assumed to remain constant in accordance with literature source'}","{'cost_var_e': '5FuelsConcawe'}",""
8,"DE",2050,"[7.134]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'assumed to remain constant in accordance with literature source, monetary conversion from $2022 to €2021.'}","{'cost_var_e': '5FuelsConcawe'}",""
9,"DE",2060,"[7.134]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'assumed to remain constant in accordance with literature source'}","{'cost_var_e': '5FuelsConcawe'}",""
10,"DE",2070,"[7.134]","{'cost_var_e': 'values'}","srd_range_draft","{'cost_var_e': 'assumed to remain constant in accordance with literature source'}","{'cost_var_e': '5FuelsConcawe'}",""
